# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L4C.r1.gsnap_reads.tab" "-F" "GTF" "aln/L4C.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L4C.r1.gsnap.bam
CLUG_04453	Supercontig_1.5	727947	730037	-	2091	838
CLUG_04454	Supercontig_1.5	730195	731652	-	1458	875
CLUG_04455	Supercontig_1.5	731785	732879	+	1095	2445
CLUG_04456	Supercontig_1.5	732955	734316	-	1362	1051
CLUG_04457	Supercontig_1.5	734675	735127	-	453	820
CLUG_04458	Supercontig_1.5	735411	735782	+	372	380
CLUG_04459	Supercontig_1.5	735845	737794	-	1950	2078
CLUG_04460	Supercontig_1.5	738673	739929	+	1257	4638
CLUG_04461	Supercontig_1.5	741084	742325	-	1242	11581
CLUG_04462	Supercontig_1.5	744909	746627	+	1719	2712
CLUG_04463	Supercontig_1.5	747610	747930	+	321	2808
CLUG_04464	Supercontig_1.5	748234	748830	-	597	10845
CLUG_04465	Supercontig_1.5	750234	753320	+	3087	2165
CLUG_04466	Supercontig_1.5	753432	753794	+	363	1012
CLUG_04467	Supercontig_1.5	754210	755214	-	1005	12093
CLUG_04468	Supercontig_1.5	756472	756864	+	393	4066
CLUG_04469	Supercontig_1.5	757217	758176	+	960	3244
CLUG_04470	Supercontig_1.5	758525	759193	+	669	3311
CLUG_04471	Supercontig_1.5	759654	763589	+	3936	1373
CLUG_04472	Supercontig_1.5	763788	764666	-	879	1507
CLUG_04473	Supercontig_1.5	765122	766906	-	1785	4967
CLUG_04474	Supercontig_1.5	767350	772005	-	4656	1978
CLUG_04475	Supercontig_1.5	772358	773638	-	1281	10856
CLUG_04476	Supercontig_1.5	774142	775083	-	942	1122
CLUG_04477	Supercontig_1.5	775442	777529	-	2088	3189
CLUG_04478	Supercontig_1.5	778546	781344	+	2799	1539
CLUG_04479	Supercontig_1.5	781388	782542	-	1155	1044
CLUG_04480	Supercontig_1.5	782726	784921	-	2196	683
CLUG_04481	Supercontig_1.5	785862	787742	+	1881	1764
CLUG_04482	Supercontig_1.5	788507	790852	+	2346	1138
CLUG_04483	Supercontig_1.5	790953	794684	-	3732	2730
CLUG_04484	Supercontig_1.5	796351	798384	-	2034	2025
CLUG_04485	Supercontig_1.5	798989	801004	-	2016	7914
CLUG_04486	Supercontig_1.5	801787	803019	+	1233	428
CLUG_04487	Supercontig_1.5	803279	804268	+	990	465
CLUG_04488	Supercontig_1.5	804546	805103	+	558	368
CLUG_04489	Supercontig_1.5	805157	806926	-	1770	2662
CLUG_04490	Supercontig_1.5	807231	810257	-	3027	4817
CLUG_04491	Supercontig_1.5	811364	813325	+	1962	483
CLUG_04492	Supercontig_1.5	814991	816364	+	1374	2007
CLUG_04493	Supercontig_1.5	816624	818180	+	1557	4129
CLUG_04494	Supercontig_1.5	818551	819528	+	978	6941
CLUG_04495	Supercontig_1.5	819599	821206	-	1608	5743
CLUG_04496	Supercontig_1.5	821662	823527	+	1866	13819
CLUG_04497	Supercontig_1.5	824189	825043	+	855	11511
CLUG_04498	Supercontig_1.5	825609	826904	+	1296	4663
CLUG_04499	Supercontig_1.5	827364	829085	+	1722	806
CLUG_04500	Supercontig_1.5	829325	833821	+	4497	2246
CLUG_04501	Supercontig_1.5	834269	835387	+	1119	3974
CLUG_04502	Supercontig_1.5	835701	838043	-	2343	3499
CLUG_04503	Supercontig_1.5	838816	839865	+	1050	561
CLUG_04504	Supercontig_1.5	839922	841076	-	1155	804
CLUG_04505	Supercontig_1.5	841750	843795	-	2046	1057
CLUG_04506	Supercontig_1.5	844261	845445	+	1185	1145
CLUG_04507	Supercontig_1.5	845517	846626	-	1110	8221
CLUG_04508	Supercontig_1.5	847182	848600	-	1419	826
CLUG_04509	Supercontig_1.5	848690	850510	-	1821	18452
CLUG_04510	Supercontig_1.5	851152	852198	-	1047	3469
CLUG_04511	Supercontig_1.5	854227	855843	-	1617	2124
CLUG_04512	Supercontig_1.5	856805	857284	-	480	3509
CLUG_04513	Supercontig_1.5	857036	857521	+	486	4682
CLUG_04514	Supercontig_1.5	857526	857612	-	87	1146
CLUG_04515	Supercontig_1.5	858874	862557	-	3684	19958
CLUG_04516	Supercontig_1.5	859849	860496	+	648	4433
CLUG_04517	Supercontig_1.5	863166	867986	+	4821	3999
CLUG_04518	Supercontig_1.5	868068	869357	-	1290	1697
CLUG_04519	Supercontig_1.5	869901	870752	+	852	1788
CLUG_04520	Supercontig_1.5	870889	871884	+	996	601
CLUG_04521	Supercontig_1.5	872410	872868	+	459	2607
CLUG_04522	Supercontig_1.5	873025	873303	-	279	579
CLUG_04523	Supercontig_1.5	873982	876582	+	2601	4868
CLUG_04524	Supercontig_1.5	877121	878263	+	1143	2841
CLUG_04525	Supercontig_1.5	879826	881397	+	1572	1787
CLUG_04526	Supercontig_1.5	881531	882343	+	813	1125
CLUG_04527	Supercontig_1.5	882516	884195	+	1680	1533
CLUG_04528	Supercontig_1.5	884192	885271	-	1080	1640
CLUG_04529	Supercontig_1.5	885611	886477	+	867	1276
CLUG_04530	Supercontig_1.5	886590	887444	+	855	750
CLUG_04531	Supercontig_1.5	887475	888392	-	918	1681
CLUG_04532	Supercontig_1.5	888550	889635	-	1086	1663
CLUG_04533	Supercontig_1.5	890144	890476	+	333	843
CLUG_04534	Supercontig_1.5	890592	891677	-	1086	1294
CLUG_04535	Supercontig_1.5	892097	893542	-	1446	549
CLUG_04536	Supercontig_1.5	894598	895179	-	582	26
CLUG_04537	Supercontig_1.5	895204	896760	+	1557	13316
CLUG_04538	Supercontig_1.5	897715	898194	-	480	5842
CLUG_04539	Supercontig_1.5	898424	900286	-	1863	1969
CLUG_04540	Supercontig_1.5	901095	902252	+	1158	1069
CLUG_04541	Supercontig_1.5	903240	905150	+	1911	10946
CLUG_04542	Supercontig_1.5	905211	905795	+	585	1522
CLUG_04543	Supercontig_1.5	906108	908975	+	2868	1749
CLUG_04544	Supercontig_1.5	909131	910714	-	1584	3366
CLUG_04545	Supercontig_1.5	911555	912883	+	1329	433
CLUG_04546	Supercontig_1.5	913305	913766	-	462	0
CLUG_04547	Supercontig_1.5	914148	914786	+	639	96
CLUG_04548	Supercontig_1.5	915035	917428	+	2394	2647
CLUG_04549	Supercontig_1.5;Supercontig_1.5	917570;917629	917574;917962	+;+	339	515
CLUG_04550	Supercontig_1.5	918333	919295	+	963	398
CLUG_04551	Supercontig_1.5	919550	920725	+	1176	3394
CLUG_04552	Supercontig_1.5	920866	922860	+	1995	1068
CLUG_04553	Supercontig_1.5	923012	924907	-	1896	4737
CLUG_04554	Supercontig_1.5	925416	926849	-	1434	6902
CLUG_04555	Supercontig_1.5;Supercontig_1.5	927539;928113	927858;928233	-;-	441	8992
CLUG_04556	Supercontig_1.5	928878	931244	+	2367	2855
CLUG_04557	Supercontig_1.5	931271	934318	-	3048	3236
CLUG_04558	Supercontig_1.5	935016	936395	+	1380	17
CLUG_04559	Supercontig_1.5	936981	938102	+	1122	1112
CLUG_04560	Supercontig_1.5	939245	943936	+	4692	11029
CLUG_04561	Supercontig_1.5	943987	944499	-	513	568
CLUG_04562	Supercontig_1.5	944563	945714	+	1152	265
CLUG_04563	Supercontig_1.5	945812	948022	-	2211	2019
CLUG_04564	Supercontig_1.5	948155	949183	+	1029	800
CLUG_04565	Supercontig_1.5	949689	951008	+	1320	4175
CLUG_04566	Supercontig_1.5	951239	952630	+	1392	22940
CLUG_04567	Supercontig_1.5	952938	953825	+	888	913
CLUG_04568	Supercontig_1.5	954866	955474	+	609	9567
CLUG_04569	Supercontig_1.5	955700	956374	-	675	4351
CLUG_04570	Supercontig_1.5	956706	957212	+	507	6526
CLUG_04571	Supercontig_1.5	958158	959351	-	1194	3833
CLUG_04572	Supercontig_1.5	959809	960699	-	891	161
CLUG_04573	Supercontig_1.5	962092	962496	+	405	1093
CLUG_04574	Supercontig_1.5	962691	963305	-	615	3930
CLUG_04575	Supercontig_1.5	963822	964604	-	783	2589
CLUG_04576	Supercontig_1.5	963879	964385	+	507	2393
CLUG_04577	Supercontig_1.5	964537	965001	+	465	1796
CLUG_04578	Supercontig_1.5	964543	965592	-	1050	3439
CLUG_04579	Supercontig_1.5	965812	967812	-	2001	1037
CLUG_04580	Supercontig_1.5	968064	968549	-	486	267
CLUG_04581	Supercontig_1.5	969337	970332	+	996	637
CLUG_04582	Supercontig_1.5	970343	971443	-	1101	1628
CLUG_04583	Supercontig_1.5	973645	974343	+	699	491
CLUG_04584	Supercontig_1.5	974649	976466	+	1818	2788
CLUG_04585	Supercontig_1.5	977120	978508	+	1389	3501
CLUG_04586	Supercontig_1.5	979004	979972	-	969	3166
CLUG_04587	Supercontig_1.5	980667	981545	+	879	1028
CLUG_04588	Supercontig_1.5	981670	985059	-	3390	7055
CLUG_04589	Supercontig_1.5	985351	985881	+	531	524
CLUG_04590	Supercontig_1.5	985732	986313	-	582	436
CLUG_04591	Supercontig_1.5	986458	987543	+	1086	718
CLUG_04592	Supercontig_1.5	987617	990043	-	2427	1414
CLUG_04593	Supercontig_1.5	990324	991184	-	861	6933
CLUG_04594	Supercontig_1.5	992153	994492	+	2340	2861
CLUG_04595	Supercontig_1.5	994652	996376	+	1725	1571
CLUG_04596	Supercontig_1.5	996445	998622	-	2178	7239
CLUG_04597	Supercontig_1.5	1000452	1001195	-	744	13544
CLUG_04598	Supercontig_1.5	1000713	1001222	+	510	7600
CLUG_04599	Supercontig_1.5	1001696	1002343	-	648	670
CLUG_04600	Supercontig_1.5	1002332	1003216	+	885	1426
CLUG_04601	Supercontig_1.5	1003252	1004550	-	1299	932
CLUG_04602	Supercontig_1.5	1004753	1006597	-	1845	1255
CLUG_04603	Supercontig_1.5	1007108	1009282	+	2175	6870
CLUG_04604	Supercontig_1.5	1009658	1010590	+	933	3154
CLUG_04605	Supercontig_1.5	1011154	1011465	+	312	4670
CLUG_04606	Supercontig_1.5	1011632	1013701	+	2070	2974
CLUG_04607	Supercontig_1.5	1014022	1015872	+	1851	2789
CLUG_04608	Supercontig_1.5	1016004	1016339	-	336	4381
CLUG_04609	Supercontig_1.5	1016588	1017619	-	1032	1065
CLUG_04610	Supercontig_1.5	1018056	1018730	-	675	447
CLUG_04611	Supercontig_1.5	1018694	1020181	-	1488	803
CLUG_04612	Supercontig_1.5	1020319	1021125	-	807	442
CLUG_04613	Supercontig_1.5	1021833	1022414	-	582	1894
CLUG_04614	Supercontig_1.5	1022954	1023274	-	321	808
CLUG_04615	Supercontig_1.5	1023738	1025126	+	1389	984
CLUG_04616	Supercontig_1.5	1025141	1025965	-	825	820
CLUG_04617	Supercontig_1.5	1026053	1027048	+	996	954
CLUG_04618	Supercontig_1.5	1027073	1028239	-	1167	3748
CLUG_04619	Supercontig_1.5	1028494	1030284	-	1791	3965
CLUG_04620	Supercontig_1.5	1030520	1034011	-	3492	2747
CLUG_04621	Supercontig_1.5	1034350	1034910	+	561	1061
CLUG_04622	Supercontig_1.5	1034388	1036016	-	1629	2332
CLUG_04623	Supercontig_1.5	1036490	1037590	+	1101	367
CLUG_04624	Supercontig_1.5	1037723	1039756	-	2034	3423
CLUG_04625	Supercontig_1.5	1039701	1040822	-	1122	1137
CLUG_04626	Supercontig_1.5	1041264	1041467	-	204	234
CLUG_04627	Supercontig_1.5	1041548	1045444	-	3897	2463
CLUG_04628	Supercontig_1.5	1045661	1046923	-	1263	9391
CLUG_04629	Supercontig_1.5	1047203	1048852	-	1650	4558
CLUG_04630	Supercontig_1.5	1049360	1050313	+	954	2054
CLUG_04631	Supercontig_1.5	1050420	1050791	-	372	254
CLUG_04632	Supercontig_1.5	1050987	1051904	+	918	699
CLUG_04633	Supercontig_1.5	1051951	1054116	-	2166	1579
CLUG_04634	Supercontig_1.5	1054242	1054943	-	702	311
CLUG_04635	Supercontig_1.5	1055094	1057739	-	2646	9741
CLUG_04636	Supercontig_1.5	1058878	1061115	+	2238	1437
CLUG_04637	Supercontig_1.5	1060979	1062688	+	1710	1627
CLUG_04638	Supercontig_1.5	1062751	1064226	-	1476	1143
CLUG_04639	Supercontig_1.5	1064534	1065400	+	867	1178
CLUG_04640	Supercontig_1.5	1065570	1066196	+	627	638
CLUG_04641	Supercontig_1.5	1067453	1068670	+	1218	2913
CLUG_04642	Supercontig_1.5	1069685	1071385	-	1701	11059
CLUG_04643	Supercontig_1.5	1072150	1073031	+	882	2956
CLUG_04644	Supercontig_1.5	1073098	1075992	-	2895	12059
CLUG_04645	Supercontig_1.5	1076647	1078101	+	1455	2067
CLUG_04646	Supercontig_1.5	1078607	1080463	+	1857	5252
CLUG_04647	Supercontig_1.5	1080521	1082299	-	1779	2055
CLUG_04648	Supercontig_1.5	1082767	1083867	-	1101	1049
CLUG_04649	Supercontig_1.5	1084061	1084750	-	690	1766
CLUG_04650	Supercontig_1.5	1084891	1085946	-	1056	217
CLUG_04651	Supercontig_1.5	1086032	1087429	-	1398	86
CLUG_04652	Supercontig_1.5	1087657	1089036	+	1380	871
CLUG_04653	Supercontig_1.5	1089272	1090216	-	945	366
CLUG_04654	Supercontig_1.5	1090597	1091895	+	1299	2767
CLUG_04655	Supercontig_1.5	1091936	1093510	-	1575	1962
CLUG_04656	Supercontig_1.5	1093841	1096486	+	2646	1141
CLUG_04657	Supercontig_1.5	1096650	1097012	+	363	910
CLUG_04658	Supercontig_1.5	1097104	1098201	-	1098	1914
CLUG_04659	Supercontig_1.5	1098581	1100239	+	1659	3903
CLUG_04660	Supercontig_1.5	1100236	1101822	-	1587	865
CLUG_04661	Supercontig_1.5	1102547	1102828	-	282	348
CLUG_04662	Supercontig_1.5	1103086	1104336	+	1251	325
CLUG_04663	Supercontig_1.5	1104748	1106169	+	1422	899
CLUG_04664	Supercontig_1.5	1106453	1107091	+	639	6
CLUG_04665	Supercontig_1.5	1107243	1108355	+	1113	3183
CLUG_04666	Supercontig_1.5	1108183	1109157	+	975	3088
CLUG_04667	Supercontig_1.5	1109267	1110400	-	1134	2849
CLUG_04668	Supercontig_1.5	1111500	1112045	+	546	899
CLUG_04669	Supercontig_1.5	1111502	1111981	-	480	890
CLUG_04670	Supercontig_1.5	1113369	1114520	+	1152	835
CLUG_04671	Supercontig_1.5	1114512	1116932	-	2421	1768
CLUG_04672	Supercontig_1.5	1117456	1118724	+	1269	1008
CLUG_04673	Supercontig_1.5	1118936	1120117	-	1182	826
CLUG_04674	Supercontig_1.5	1120469	1121059	+	591	2777
CLUG_04675	Supercontig_1.5	1121249	1122433	-	1185	5224
CLUG_04676	Supercontig_1.5	1122390	1124108	-	1719	4461
CLUG_04677	Supercontig_1.5	1124658	1126457	+	1800	1990
CLUG_04678	Supercontig_1.5	1126736	1128031	-	1296	2704
CLUG_04679	Supercontig_1.5	1128998	1129936	-	939	972
CLUG_04680	Supercontig_1.5	1130542	1133259	+	2718	1092
CLUG_04681	Supercontig_1.5	1133541	1135211	+	1671	9511
CLUG_04682	Supercontig_1.5	1135390	1136097	-	708	313
CLUG_04683	Supercontig_1.5	1136481	1137632	+	1152	1749
CLUG_04684	Supercontig_1.5	1137810	1138376	+	567	631
CLUG_04685	Supercontig_1.5	1137821	1138390	-	570	504
CLUG_04686	Supercontig_1.5	1138443	1142420	-	3978	14055
CLUG_04687	Supercontig_1.5	1142941	1143795	-	855	2943
CLUG_04688	Supercontig_1.5	1144634	1146517	-	1884	1762
CLUG_04689	Supercontig_1.5	1149410	1150804	-	1395	12168
CLUG_04690	Supercontig_1.5	1152460	1153812	+	1353	2553
CLUG_04691	Supercontig_1.5	1153958	1154581	+	624	14585
CLUG_04692	Supercontig_1.5	1155482	1155757	+	276	851
CLUG_04693	Supercontig_1.5	1156049	1157728	+	1680	6600
CLUG_04694	Supercontig_1.5	1157894	1159627	-	1734	731
CLUG_04695	Supercontig_1.5	1160968	1163151	-	2184	960
CLUG_04696	Supercontig_1.5	1164498	1165991	+	1494	2229
CLUG_04697	Supercontig_1.5	1166763	1167560	+	798	978
CLUG_04698	Supercontig_1.5	1167974	1170301	+	2328	4537
CLUG_04699	Supercontig_1.5	1171082	1171846	-	765	236
CLUG_04700	Supercontig_1.5	1171812	1172717	+	906	1309
CLUG_04701	Supercontig_1.5	1173248	1175197	+	1950	4066
CLUG_04702	Supercontig_1.5	1175607	1176086	+	480	1737
CLUG_04703	Supercontig_1.5	1176189	1177181	+	993	1910
CLUG_04704	Supercontig_1.5	1177267	1178256	-	990	2483
CLUG_04705	Supercontig_1.5	1178884	1179615	+	732	1317
CLUG_04706	Supercontig_1.5;Supercontig_1.5	1179666;1180555	1180232;1180851	-;-	864	1972
CLUG_04707	Supercontig_1.5	1180522	1183632	-	3111	4697
CLUG_04708	Supercontig_1.5	1184201	1184545	-	345	281
CLUG_04709	Supercontig_1.5	1184987	1186453	+	1467	1194
CLUG_04710	Supercontig_1.5	1186831	1189599	+	2769	3614
CLUG_04711	Supercontig_1.5	1190410	1191384	+	975	1656
CLUG_04712	Supercontig_1.5	1191569	1192897	-	1329	2977
CLUG_04713	Supercontig_1.5	1193001	1193636	+	636	854
CLUG_04714	Supercontig_1.5	1194361	1194612	-	252	11
CLUG_04715	Supercontig_1.5	1195169	1197052	+	1884	2702
CLUG_04716	Supercontig_1.5	1197128	1197868	-	741	1181
CLUG_04717	Supercontig_1.5	1198167	1199957	-	1791	1908
CLUG_04718	Supercontig_1.5	1201416	1202279	-	864	1112
CLUG_04719	Supercontig_1.5	1204016	1208038	+	4023	2254
CLUG_04720	Supercontig_1.5	1205995	1206585	-	591	362
CLUG_04721	Supercontig_1.5	1208154	1211861	+	3708	4082
CLUG_04722	Supercontig_1.5	1209509	1209967	-	459	483
CLUG_04723	Supercontig_1.5	1211948	1212715	-	768	286
CLUG_04724	Supercontig_1.5	1212850	1215621	-	2772	2480
CLUG_04725	Supercontig_1.5	1216529	1219723	+	3195	3979
CLUG_04726	Supercontig_1.5	1221276	1222556	+	1281	2903
CLUG_04727	Supercontig_1.5	1222666	1223073	-	408	458
CLUG_04728	Supercontig_1.5	1223781	1224392	+	612	1763
CLUG_04729	Supercontig_1.5	1224488	1227424	-	2937	3742
CLUG_04730	Supercontig_1.5	1227813	1228682	-	870	6324
CLUG_04731	Supercontig_1.5	1229782	1230639	+	858	2480
CLUG_04732	Supercontig_1.5	1232079	1233014	+	936	3828
CLUG_04733	Supercontig_1.5	1233771	1234967	-	1197	4231
CLUG_04734	Supercontig_1.5	1235029	1235523	+	495	0
CLUG_04735	Supercontig_1.5	1235770	1237710	+	1941	3900
CLUG_04736	Supercontig_1.5	1237841	1238761	-	921	14321
CLUG_04737	Supercontig_1.5	1239442	1242366	+	2925	4709
CLUG_04738	Supercontig_1.5	1242425	1242877	-	453	1873
CLUG_04739	Supercontig_1.5	1242883	1243770	-	888	2786
CLUG_04740	Supercontig_1.5	1244304	1244669	-	366	135
CLUG_04741	Supercontig_1.5	1245442	1247637	-	2196	2552
CLUG_04742	Supercontig_1.5	1247857	1252953	-	5097	6105
CLUG_04743	Supercontig_1.5	1253102	1254493	-	1392	848
CLUG_04744	Supercontig_1.5	1255121	1258366	+	3246	9129
CLUG_04745	Supercontig_1.5	1258414	1261428	-	3015	1673
CLUG_04746	Supercontig_1.5	1261686	1262708	-	1023	5879
CLUG_04747	Supercontig_1.5	1264051	1267455	+	3405	43
CLUG_04748	Supercontig_1.5	1267907	1269055	-	1149	725
CLUG_04749	Supercontig_1.5	1270142	1270966	+	825	2135
CLUG_04750	Supercontig_1.5	1271375	1272322	-	948	645
CLUG_04751	Supercontig_1.5	1273136	1276888	+	3753	3117
CLUG_04752	Supercontig_1.5	1277487	1278605	+	1119	12869
CLUG_04753	Supercontig_1.5	1277786	1278337	-	552	6341
CLUG_04754	Supercontig_1.5	1278870	1279091	-	222	1097
CLUG_04755	Supercontig_1.5	1279090	1280538	+	1449	645
CLUG_04756	Supercontig_1.5	1279996	1280550	-	555	344
CLUG_04757	Supercontig_1.5	1281502	1282815	+	1314	2030
CLUG_04758	Supercontig_1.5	1282867	1283949	-	1083	1776
CLUG_04759	Supercontig_1.5	1284801	1285787	-	987	741
CLUG_04760	Supercontig_1.5	1286000	1286314	-	315	315
CLUG_04761	Supercontig_1.5	1287335	1288438	+	1104	1615
CLUG_04762	Supercontig_1.5	1289206	1290558	-	1353	615
CLUG_04763	Supercontig_1.5	1291738	1293555	-	1818	4795
CLUG_04764	Supercontig_1.5	1294719	1295987	-	1269	2016
CLUG_04765	Supercontig_1.5	1296803	1297960	+	1158	1901
CLUG_04766	Supercontig_1.5	1298104	1300113	+	2010	2741
CLUG_04767	Supercontig_1.5	1300540	1301121	+	582	557
CLUG_04768	Supercontig_1.5	1301133	1302596	-	1464	1596
CLUG_04769	Supercontig_1.5	1302904	1304895	-	1992	2418
CLUG_04770	Supercontig_1.5	1305577	1306125	-	549	1647
CLUG_04771	Supercontig_1.5	1306532	1307938	-	1407	13454
CLUG_04772	Supercontig_1.5	1308855	1310339	+	1485	1623
CLUG_04773	Supercontig_1.5	1310401	1311150	-	750	1535
CLUG_04774	Supercontig_1.5	1311615	1312214	+	600	939
CLUG_04775	Supercontig_1.5	1312251	1316111	-	3861	2821
CLUG_04776	Supercontig_1.5	1317416	1318630	+	1215	7386
CLUG_04777	Supercontig_1.5	1318832	1319689	-	858	661
CLUG_04778	Supercontig_1.5	1320020	1322920	-	2901	2916
CLUG_04779	Supercontig_1.5	1325893	1331187	+	5295	4379
CLUG_04780	Supercontig_1.5	1331332	1332531	+	1200	2232
CLUG_04781	Supercontig_1.5	1333525	1334976	-	1452	2082
CLUG_04782	Supercontig_1.5	1335733	1336392	-	660	1973
CLUG_04783	Supercontig_1.5	1337468	1338292	+	825	1051
CLUG_04784	Supercontig_1.5	1338933	1340570	+	1638	1753
CLUG_04785	Supercontig_1.5	1341096	1341407	-	312	35065
CLUG_04786	Supercontig_1.5	1342562	1342984	+	423	2002
CLUG_04787	Supercontig_1.5	1343076	1343912	-	837	1306
CLUG_04788	Supercontig_1.5	1344767	1345849	-	1083	29
CLUG_04789	Supercontig_1.5	1347463	1348596	+	1134	4856
CLUG_04790	Supercontig_1.5	1350347	1352080	+	1734	564
CLUG_04791	Supercontig_1.5	1353132	1354868	+	1737	1301
CLUG_04792	Supercontig_1.5	1355833	1357605	+	1773	1198
CLUG_04793	Supercontig_1.5	1358547	1359992	-	1446	3164
CLUG_04794	Supercontig_1.5	1360287	1361018	-	732	4092
CLUG_04795	Supercontig_1.5	1361102	1361947	-	846	72
CLUG_04796	Supercontig_1.5	1362257	1362970	+	714	371
CLUG_04797	Supercontig_1.5	1363980	1365770	+	1791	8551
CLUG_04798	Supercontig_1.5	1366210	1367400	-	1191	143
CLUG_04799	Supercontig_1.5	1369257	1370645	+	1389	1768
CLUG_04800	Supercontig_1.5	1371162	1373159	+	1998	3901
CLUG_04801	Supercontig_1.5	1374596	1376524	+	1929	3565
CLUG_04802	Supercontig_1.5	1376591	1379269	-	2679	4225
CLUG_04803	Supercontig_1.5	1379742	1379984	+	243	4732
CLUG_04804	Supercontig_1.5	1380642	1381964	-	1323	1060
CLUG_04805	Supercontig_1.5	1382264	1383406	+	1143	3
CLUG_04806	Supercontig_1.5	1384408	1386858	+	2451	3855
CLUG_04807	Supercontig_1.5	1387161	1389023	+	1863	1034
CLUG_04808	Supercontig_1.5	1389244	1389831	-	588	822
CLUG_04809	Supercontig_1.5	1390257	1391282	+	1026	567
CLUG_04810	Supercontig_1.5	1391857	1392831	-	975	698
CLUG_04811	Supercontig_1.5	1393102	1395879	+	2778	2955
CLUG_04812	Supercontig_1.5	1396360	1398087	+	1728	1331
CLUG_04813	Supercontig_1.5	1398537	1403243	+	4707	10699
CLUG_04814	Supercontig_1.5	1403450	1404679	+	1230	718
CLUG_04815	Supercontig_1.5	1405416	1406909	-	1494	2088
CLUG_04816	Supercontig_1.5	1407171	1408157	-	987	466
CLUG_04817	Supercontig_1.5	1408439	1419547	-	11109	2052
CLUG_04818	Supercontig_1.5	1419887	1421122	+	1236	60
CLUG_04819	Supercontig_1.5	1421293	1422117	-	825	5957
CLUG_04820	Supercontig_1.5	1423113	1424168	-	1056	11802
CLUG_04821	Supercontig_1.5	1425166	1426275	-	1110	4864
CLUG_04822	Supercontig_1.5	1426406	1427314	+	909	18011
CLUG_04823	Supercontig_1.5	1426669	1427220	-	552	13430
CLUG_04824	Supercontig_1.5	1427794	1430052	+	2259	3752
CLUG_04825	Supercontig_1.5	1431172	1432752	+	1581	864
CLUG_04826	Supercontig_1.5	1432907	1436869	+	3963	6975
CLUG_04827	Supercontig_1.5	1437000	1437503	+	504	4064
CLUG_04828	Supercontig_1.5	1438033	1441272	-	3240	2284
CLUG_04829	Supercontig_1.5	1442818	1443534	+	717	1820
CLUG_04830	Supercontig_1.5	1443867	1445798	-	1932	749
CLUG_04831	Supercontig_1.5	1445870	1448047	-	2178	5628
CLUG_04832	Supercontig_1.5	1448834	1449667	-	834	359
CLUG_04833	Supercontig_1.5	1449726	1450190	-	465	168
CLUG_04834	Supercontig_1.5	1450319	1451998	-	1680	1735
CLUG_04835	Supercontig_1.5	1452554	1453744	+	1191	939
CLUG_04836	Supercontig_1.5	1453686	1454495	+	810	1513
CLUG_04837	Supercontig_1.5	1454510	1455328	-	819	1001
CLUG_04838	Supercontig_1.6	673	1374	-	702	38
CLUG_04839	Supercontig_1.6	2776	3921	-	1146	875
CLUG_04840	Supercontig_1.6	4879	5781	-	903	6
CLUG_04841	Supercontig_1.6	8130	8984	-	855	4
CLUG_04842	Supercontig_1.6	13613	14752	-	1140	3
CLUG_04843	Supercontig_1.6	14980	15459	-	480	7
CLUG_04844	Supercontig_1.6	18352	20460	-	2109	346
CLUG_04845	Supercontig_1.6	23494	28680	-	5187	1049
CLUG_04846	Supercontig_1.6	25872	27869	-	1998	0
CLUG_04847	Supercontig_1.6	33948	35582	-	1635	141
CLUG_04848	Supercontig_1.6	37769	38809	-	1041	1105
CLUG_04849	Supercontig_1.6	39270	39962	+	693	102
CLUG_04850	Supercontig_1.6	42381	45407	+	3027	22
CLUG_04851	Supercontig_1.6	47321	48934	+	1614	37
CLUG_04852	Supercontig_1.6	49959	50510	-	552	695
CLUG_04853	Supercontig_1.6	50902	53148	-	2247	1855
CLUG_04854	Supercontig_1.6	53164	55161	-	1998	4373
CLUG_04855	Supercontig_1.6	57107	58504	+	1398	4586
CLUG_04856	Supercontig_1.6	58750	59463	-	714	463
CLUG_04857	Supercontig_1.6	59987	61435	+	1449	544
CLUG_04858	Supercontig_1.6	61615	62097	-	483	335
CLUG_04859	Supercontig_1.6	62180	62719	-	540	35
CLUG_04860	Supercontig_1.6	63586	66657	-	3072	7015
CLUG_04861	Supercontig_1.6	67538	68533	-	996	2322
CLUG_04862	Supercontig_1.6	67727	68551	+	825	1758
CLUG_04863	Supercontig_1.6	69350	71185	+	1836	1398
CLUG_04864	Supercontig_1.6	72707	74518	+	1812	6013
CLUG_04865	Supercontig_1.6	76090	77820	+	1731	2075
CLUG_04866	Supercontig_1.6	78502	81159	-	2658	1231
CLUG_04867	Supercontig_1.6	82005	83021	+	1017	1
CLUG_04868	Supercontig_1.6	82084	86571	+	4488	1210
CLUG_04869	Supercontig_1.6	82950	83693	-	744	177
CLUG_04870	Supercontig_1.6	87223	88221	+	999	572
CLUG_04871	Supercontig_1.6	89147	89734	-	588	303
CLUG_04872	Supercontig_1.6	89157	89822	+	666	567
CLUG_04873	Supercontig_1.6	90431	92812	+	2382	258
CLUG_04874	Supercontig_1.6	92998	93333	-	336	250
