Geneid	Chr	Start	End	Strand	Length	L1B.r1	L1B.r2	L1B_benomyl.r1	L1B_benomyl.r2	L4C.r1	L4C.r2	L4C_benomyl.r1	L4C_benomyl.r2	U10D.r1	U10D.r2	U10D_benomyl.r1	U10D_benomyl.r2	U3B.r1	U3B.r2	U3B_benomyl.r1	U3B_benomyl.r2	U3E.r1	U3E.r2	U3E_benomyl.r1	U3E_benomyl.r2	U5C.r1	U5C.r2	U5C_benomyl.r1	U5C_benomyl.r2
CLUG_05163	Supercontig_1.6	674631	676997	-	2367	428	381	195	234	1410	197	98	412	1022	1710	310	436	817	676	528	876	900	613	188	33	912	543	424	617
CLUG_05164	Supercontig_1.6	677791	678168	-	378	8775	9271	5338	6558	12110	1846	7824	6872	9992	13715	10910	12986	5021	4126	2180	2396	4230	5780	5392	891	3791	3270	4478	6944
CLUG_05165	Supercontig_1.6	680739	683297	+	2559	896	551	152	159	3606	843	437	439	4702	3916	674	957	947	817	160	352	911	624	110	34	1884	1366	393	528
CLUG_05166	Supercontig_1.6	684227	684958	-	732	124	3	342	432	4	0	452	492	2	3	236	437	13	325	609	696	8	234	323	54	11	9	363	672
CLUG_05167	Supercontig_1.6	684251	684928	+	678	7218	4821	2272	3130	9493	1229	5105	4056	8857	13140	7245	11905	22367	23966	2508	1937	16060	14050	7048	1670	20032	15107	15737	25912
CLUG_05168	Supercontig_1.6	685368	687086	-	1719	414	149	1816	2755	627	155	3704	4621	1343	1134	1962	3370	709	436	2828	3271	602	633	5605	1272	795	659	4380	6012
CLUG_05169	Supercontig_1.6	688781	690076	+	1296	3504	2489	335	402	5028	730	619	396	3447	3683	603	517	3876	3428	117	196	3734	3440	1585	283	1944	1350	284	433
CLUG_05170	Supercontig_1.6	690539	691357	-	819	885	670	243	366	1351	189	490	385	733	989	483	674	1415	1337	169	157	1349	1289	910	155	620	447	624	782
CLUG_05171	Supercontig_1.6	691695	692012	-	318	192	114	41	53	368	50	84	74	156	214	79	126	343	279	75	51	286	280	147	27	195	135	181	215
CLUG_05172	Supercontig_1.6	692300	693580	+	1281	571	343	40	74	1009	134	102	61	539	753	64	46	1082	930	37	53	932	799	72	19	481	331	38	54
CLUG_05173	Supercontig_1.6	694396	695667	-	1272	271	45	45	67	59	27	37	64	220	40	41	37	51	115	96	123	44	139	131	5	30	21	164	203
CLUG_05174	Supercontig_1.6	694408	695526	+	1119	1016	2436	580	1094	4855	290	1243	1820	1049	3741	1686	4050	4928	10170	2586	1193	5384	6164	3157	1313	2428	2058	4251	11810
CLUG_05175	Supercontig_1.6	695924	696394	+	471	889	653	3052	3835	1529	215	6180	4876	851	1158	3840	4738	1775	1645	3345	2337	1553	1372	3621	836	732	540	5572	9142
CLUG_05176	Supercontig_1.6	696520	697002	-	483	234	179	43	59	432	54	95	99	202	300	95	125	432	364	33	51	426	327	305	68	200	125	154	254
CLUG_05177	Supercontig_1.6	696773	697312	-	540	10	5	11	10	23	3	21	23	10	14	16	31	14	17	34	34	13	11	34	7	8	7	62	82
CLUG_05178	Supercontig_1.6	697706	698953	+	1248	593	463	113	138	1282	153	189	280	525	754	114	131	1015	1152	186	239	1070	964	136	31	550	358	219	319
CLUG_05179	Supercontig_1.6	699499	700218	+	720	24	0	47	48	1	0	146	162	0	0	29	58	0	15	154	127	1	12	49	11	1	1	126	205
CLUG_05180	Supercontig_1.6	699508	700254	-	747	806	1332	432	543	1307	201	763	753	816	1173	746	1000	1425	1386	205	173	1418	1169	801	201	828	599	667	1130
CLUG_05181	Supercontig_1.6	701223	702020	+	798	393	346	103	101	642	91	343	310	343	517	100	140	693	636	266	215	633	604	176	33	392	324	239	365
CLUG_05182	Supercontig_1.6	701610	702494	-	885	87	18	63	91	31	4	17	44	18	21	8	23	30	72	68	114	22	102	61	7	25	16	77	177
CLUG_05183	Supercontig_1.6	702137	702541	+	405	1200	1226	549	649	1979	270	1001	630	1360	1681	554	669	2850	1938	820	516	2184	1750	450	145	1872	1207	639	885
CLUG_05184	Supercontig_1.6	703281	704828	+	1548	774	410	355	458	1111	170	628	506	626	994	439	588	1206	1241	358	387	1222	1140	363	107	717	527	1741	2384
CLUG_05185	Supercontig_1.6	705207	705854	-	648	389	279	57	107	752	95	229	171	391	511	104	157	696	609	54	66	715	655	209	83	324	206	285	489
CLUG_05186	Supercontig_1.6	707476	708930	+	1455	753	953	123	123	1728	238	207	205	810	1230	146	126	1529	1333	180	177	1204	1214	191	38	560	445	74	128
CLUG_05187	Supercontig_1.6	709493	710182	-	690	2526	1444	318	437	5804	825	771	888	3211	4363	691	1124	9535	6094	252	399	6685	5165	1437	222	2933	2494	199	330
CLUG_05188	Supercontig_1.6	712302	712844	+	543	287	182	109	144	621	84	192	208	236	394	132	138	2204	2589	246	250	1019	994	201	61	708	476	193	283
CLUG_05189	Supercontig_1.6	712994	714877	-	1884	888	543	99	159	2407	294	239	668	960	1322	177	239	1832	1462	282	302	1786	1336	500	198	919	674	407	627
CLUG_05190	Supercontig_1.6	715552	716721	+	1170	787	571	207	226	1454	190	270	329	1044	1178	233	318	1401	1197	281	311	1463	1158	321	106	870	657	595	934
CLUG_05191	Supercontig_1.6	717402	718397	+	996	528	576	12716	16687	1334	156	30913	23274	723	1013	19084	28460	1161	1316	23364	18164	1383	1469	22630	6594	527	416	27944	35066
CLUG_05192	Supercontig_1.6	721216	722079	-	864	366	289	35	51	610	113	55	58	703	738	47	46	556	338	18	32	853	737	21	4	443	365	17	34
CLUG_05193	Supercontig_1.6	726406	727242	+	837	172	148	58	50	434	35	103	141	204	312	80	93	355	332	236	241	300	282	33	5	197	117	92	126
CLUG_05194	Supercontig_1.6	727424	728062	+	639	710	863	215	245	2209	172	420	437	961	2428	432	782	1920	3913	539	411	2116	2394	397	175	1806	1375	756	2710
CLUG_05195	Supercontig_1.6	729491	731245	+	1755	1617	1313	416	512	3258	427	590	705	2654	4265	1045	1136	2840	2622	1001	857	2725	2342	923	232	3148	2093	1401	2087
CLUG_05196	Supercontig_1.6	731677	732411	-	735	147	97	24	21	229	31	31	44	273	333	39	81	221	153	98	84	192	154	11	4	194	162	26	52
CLUG_05197	Supercontig_1.6	732651	735947	+	3297	635	429	108	98	1140	158	124	210	1203	1621	186	253	794	719	198	269	813	744	105	34	911	668	175	189
CLUG_05198	Supercontig_1.6	736420	737352	-	933	147	119	395	406	260	31	274	219	215	382	655	1115	834	1277	973	707	439	505	410	107	527	400	1037	1626
CLUG_05199	Supercontig_1.6	737966	739105	+	1140	495	286	124	130	623	80	200	167	735	934	157	174	172	257	246	270	472	572	166	32	260	190	91	135
CLUG_05200	Supercontig_1.6	739637	740707	+	1071	457	342	619	869	684	115	1169	1526	894	1515	1695	3757	979	1054	752	580	1041	914	639	209	1218	907	5328	8013
CLUG_05201	Supercontig_1.6	741356	741952	+	597	277	145	44	50	256	54	92	49	443	402	90	85	234	188	191	159	222	205	25	3	290	181	43	45
CLUG_05202	Supercontig_1.6	742136	744676	+	2541	2662	2229	14546	17840	3934	595	23766	19989	4669	5683	24347	32395	3604	3100	19018	17836	3117	3152	14617	3176	4468	3196	40358	56405
CLUG_05203	Supercontig_1.6	745029	745697	-	669	1181	763	233	227	1399	188	218	191	1314	1768	320	521	1483	1524	185	219	1100	1360	337	59	1183	905	192	314
CLUG_05204	Supercontig_1.6	745989	746501	+	513	633	440	489	530	1213	156	1052	717	1045	1563	891	1046	3113	3331	935	748	1651	1477	428	148	1941	1521	905	1521
CLUG_05205	Supercontig_1.6	747152	748585	-	1434	1285	1243	626	938	2450	288	1050	1046	2260	3447	1747	2814	2933	2631	665	558	2294	2074	1325	329	2502	1912	1735	2141
CLUG_05206	Supercontig_1.6	749723	750382	-	660	1777	1220	963	1188	2516	373	958	866	2864	3906	3251	4678	2770	2162	868	933	2052	1891	2311	520	3042	1990	3273	4358
CLUG_05207	Supercontig_1.6	750615	753398	-	2784	2995	1576	619	644	4173	632	1020	870	4204	5509	956	1223	3024	3451	1243	1311	3407	3049	582	112	3665	2563	593	1039
CLUG_05208	Supercontig_1.6	753589	756510	-	2922	1110	874	258	306	2808	410	159	376	2679	3710	515	656	1857	1862	508	690	2211	1573	159	31	2363	1658	341	476
CLUG_05209	Supercontig_1.6	758550	759803	+	1254	34	32	2828	3336	29	7	6424	5246	65	68	9304	13840	8	43	9658	9267	35	37	1240	250	20	13	5951	11363
CLUG_05210	Supercontig_1.6	760088	761773	-	1686	2750	2014	142	271	7545	659	231	284	4306	7471	349	351	3795	3364	88	156	3285	2675	102	37	3273	2518	110	214
CLUG_05211	Supercontig_1.6	763764	764462	+	699	305	310	84	92	810	83	123	127	525	877	190	219	783	595	163	140	679	484	195	52	658	415	334	495
CLUG_05212	Supercontig_1.6	764538	765062	+	525	121	9	51	45	24	0	20	41	9	31	54	93	26	131	96	165	21	145	77	1	18	14	39	123
CLUG_05213	Supercontig_1.6	764556	764810	-	255	3623	6230	384	502	9343	644	1042	811	6102	13690	1704	3481	7925	7489	658	356	6940	5598	1650	598	8122	4933	4242	7898
CLUG_05214	Supercontig_1.6	765093	765647	-	555	270	253	49	51	623	72	78	62	465	825	106	137	378	325	53	49	396	368	43	11	429	315	106	136
CLUG_05215	Supercontig_1.6	766003	766491	-	489	1441	790	98	128	1774	285	177	104	2156	2485	217	222	1852	987	70	58	1571	1159	177	42	1929	1421	299	375
CLUG_05216	Supercontig_1.6	767407	768591	+	1185	203250	83761	13707	17317	223969	39211	21946	17236	335698	319072	40105	36711	230368	127127	2795	4480	158482	119341	21952	3302	175938	116156	12135	7318
CLUG_05217	Supercontig_1.6	768949	771801	-	2853	2254	1542	109	136	4455	599	203	203	3888	5655	314	312	2956	2303	119	130	2987	2370	96	21	3685	2233	129	142
CLUG_05218	Supercontig_1.6	771028	771738	+	711	19	0	16	9	3	0	16	22	0	1	27	46	2	15	13	52	0	11	2	1	0	0	10	13
CLUG_05219	Supercontig_1.6	772200	773882	+	1683	1280	1066	246	264	2676	374	242	314	2720	4209	441	555	1680	1794	327	441	1731	1965	294	45	1758	1390	237	367
CLUG_05220	Supercontig_1.6	774205	775428	+	1224	2124	1819	272	333	4139	608	789	570	4338	6319	763	924	3091	2331	532	456	3216	2553	686	171	3284	2428	1093	1532
CLUG_05221	Supercontig_1.6	775597	777999	+	2403	373	452	84	102	1312	178	57	144	1144	1693	192	278	788	768	292	355	929	636	209	42	906	558	159	250
CLUG_05222	Supercontig_1.6	778094	778660	+	567	144	156	48	35	412	53	40	71	374	608	69	85	301	301	87	121	362	270	100	15	328	205	62	86
CLUG_05223	Supercontig_1.6	780017	781831	+	1815	1242	932	208	253	2254	294	481	567	2058	2998	479	749	1799	1878	550	562	1909	1648	968	154	1853	1194	674	725
CLUG_05224	Supercontig_1.6	782023	782409	+	387	120	87	209	259	221	35	225	282	244	305	381	520	203	173	410	446	189	163	118	26	199	171	462	589
CLUG_05225	Supercontig_1.6	782291	783952	+	1662	846	673	1478	1630	1531	239	2744	1848	1593	2078	2602	3593	1481	1273	3520	2858	1350	1148	895	243	1563	1079	2772	4114
CLUG_05226	Supercontig_1.6	784486	785166	+	681	1871	1403	247	306	2559	396	344	251	2753	3359	747	699	1850	1526	116	156	1637	1490	976	161	1907	1255	725	935
CLUG_05227	Supercontig_1.6	785220	785819	-	600	870	663	3538	4438	2725	235	6806	5010	1940	3373	9623	17216	3983	5168	5941	3336	2404	2191	5119	1687	2422	1729	14364	26577
CLUG_05228	Supercontig_1.6	786557	787474	+	918	2277	1978	623	843	3621	540	997	877	5085	6709	1951	2297	7030	7280	446	430	4537	3843	2066	444	6162	3670	1697	2977
CLUG_05229	Supercontig_1.6	787537	789204	-	1668	501	478	32	59	1567	164	80	93	1094	2089	93	63	2095	1737	30	41	1563	1008	28	16	1302	1089	50	57
CLUG_05230	Supercontig_1.6	793403	795889	+	2487	4	3	54	44	7	0	106	101	19	20	70	132	3	3	323	236	2	11	8	1	85	54	43	56
CLUG_05231	Supercontig_1.6	798003	800936	+	2934	93	184	73	44	454	24	113	126	287	510	124	131	47	101	458	342	259	159	28	12	96	72	92	154
CLUG_05232	Supercontig_1.6	801551	802459	-	909	174	81	5	3	166	21	15	12	243	260	9	14	132	88	10	11	157	161	17	3	270	182	10	16
CLUG_05233	Supercontig_1.6	806735	811063	+	4329	376	433	36	32	655	119	37	54	829	1158	75	76	502	333	56	64	609	511	22	6	644	414	72	48
CLUG_05234	Supercontig_1.7	1679	3559	-	1881	20	5	14	9	4	0	3	19	0	1	12	21	1	14	54	39	1	9	5	0	1	0	14	15
CLUG_05235	Supercontig_1.7	10253	11899	+	1647	191	155	39	47	634	70	89	104	191	384	93	86	282	232	46	26	346	289	60	7	173	107	24	25
CLUG_05236	Supercontig_1.7	11923	13626	-	1704	6910	1816	318	397	5348	1815	391	358	8221	4062	454	251	10962	3355	231	227	7809	4602	275	58	4523	3019	206	149
CLUG_05237	Supercontig_1.7	15894	16967	+	1074	1148	1147	640	602	2127	301	610	643	1267	1612	645	605	2137	2169	1220	1732	1983	2214	387	72	1260	1107	111	221
CLUG_05238	Supercontig_1.7	17654	18451	+	798	153	92	269	213	466	64	252	329	194	303	198	195	288	219	805	1003	314	258	30	7	132	99	30	74
CLUG_05239	Supercontig_1.7	19803	21119	+	1317	2635	1012	957	749	2291	788	2627	1589	2622	1341	905	811	1622	726	3750	2997	1420	845	386	50	601	326	168	360
CLUG_05240	Supercontig_1.7	21544	24579	-	3036	3148	4047	745	887	8454	826	788	1204	3678	5936	833	1197	4185	3627	1045	1000	5246	5019	1807	534	2970	2250	695	1087
CLUG_05241	Supercontig_1.7	25578	27836	-	2259	1705	1061	209	277	2332	360	221	257	1469	2045	460	611	2983	2799	311	301	2384	1981	965	185	1527	904	1141	1409
CLUG_05242	Supercontig_1.7	28259	29890	+	1632	1679	904	230	325	2257	334	321	409	1550	1988	453	811	4561	3939	2025	1650	3315	2351	979	178	2273	1531	991	1137
CLUG_05243	Supercontig_1.7	30375	30902	-	528	4	0	14	20	4	2	25	27	1	1	20	40	2	5	30	32	2	7	9	2	4	1	4	1
CLUG_05244	Supercontig_1.7	30914	32008	+	1095	595	429	145	192	994	117	161	260	416	672	112	157	685	876	488	826	714	1091	299	38	423	295	154	227
CLUG_05245	Supercontig_1.7	32599	35175	+	2577	1719	1271	502	529	4125	499	1446	1191	2530	3237	616	816	5534	3822	3464	2421	4436	2389	664	203	1912	1661	963	1513
CLUG_05246	Supercontig_1.7	35739	36731	+	993	1548	1572	134	192	4135	300	436	308	1678	2380	229	193	3024	2708	565	478	2727	1808	59	25	1665	1084	111	153
CLUG_05247	Supercontig_1.7	37715	39577	+	1863	588	364	71	119	1338	160	62	155	572	971	92	135	663	610	237	291	757	766	126	28	256	197	109	116
CLUG_05248	Supercontig_1.7	41588	43852	+	2265	1156	1015	228	232	2106	316	256	328	1788	2682	341	374	2516	1996	386	447	3161	2743	568	96	1817	1673	122	162
CLUG_05249	Supercontig_1.7	44066	45730	-	1665	229	127	34	29	258	27	14	20	135	235	27	21	199	307	19	40	220	387	89	9	107	99	2	12
CLUG_05250	Supercontig_1.7	44294	44776	+	483	13	1	29	22	1	0	17	22	1	3	23	22	3	15	73	117	2	15	6	1	3	5	13	13
CLUG_05251	Supercontig_1.7	44664	45635	-	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUG_05252	Supercontig_1.7	45375	46241	+	867	15	9	30	33	12	2	35	41	12	20	19	24	19	25	80	114	21	26	13	3	12	7	16	37
CLUG_05253	Supercontig_1.7	45788	46222	+	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUG_05254	Supercontig_1.7	47240	47863	-	624	4969	4607	413	495	5725	664	518	418	4318	5305	1139	1326	4705	3546	178	251	4606	4415	2312	319	2077	1378	390	492
CLUG_05255	Supercontig_1.7	48607	48897	+	291	145	131	63	76	272	26	167	132	143	172	76	81	224	224	189	204	184	205	29	5	113	75	18	61
CLUG_05256	Supercontig_1.7	50136	50933	-	798	18	1	23	25	4	0	5	1	2	2	1	3	1	188	4	56	2	158	26	3	2	1	2	4
CLUG_05257	Supercontig_1.7	50295	50921	+	627	149	519	144	196	1318	56	297	312	169	752	207	291	1121	3412	389	397	1336	1925	251	116	378	380	160	592
CLUG_05258	Supercontig_1.7	52149	52559	+	411	15377	11667	21999	24585	20375	2652	41268	21491	12734	14507	23423	22670	11284	8252	26682	21428	12024	11346	15443	2806	8249	5182	13925	17142
CLUG_05259	Supercontig_1.7	53439	55394	-	1956	3617	2770	367	452	5215	697	478	561	3775	4905	404	387	2600	2330	406	801	3005	3092	468	111	2523	1819	248	413
CLUG_05260	Supercontig_1.7	57634	61635	+	4002	1406	1097	212	249	4015	510	341	529	2008	2884	280	282	2338	1902	727	892	2545	1777	547	88	1231	845	272	422
CLUG_05261	Supercontig_1.7	61711	62469	+	759	924	617	138	172	1991	239	343	275	886	1360	185	154	1175	976	448	353	1250	1056	452	64	573	415	144	164
CLUG_05262	Supercontig_1.7	62791	63120	+	330	1729	1105	664	1029	2250	318	1229	1158	1445	1804	704	1125	2965	2712	753	677	2181	2073	1492	329	1535	1023	1067	1388
CLUG_05263	Supercontig_1.7	63916	64383	-	468	196	96	4	7	497	54	19	15	176	309	17	9	310	265	2	17	402	379	12	2	201	120	5	1
CLUG_05264	Supercontig_1.7	63974	64435	+	462	13	0	68	91	8	0	80	182	4	6	84	93	2	41	166	171	4	45	85	14	3	2	64	129
CLUG_05265	Supercontig_1.7	65267	66034	+	768	163	0	205	241	7	1	319	375	4	4	128	222	11	335	460	412	1	277	294	30	3	4	158	271
CLUG_05266	Supercontig_1.7	65300	65731	-	432	4755	2976	1344	1698	5884	718	3281	2501	3997	5289	2810	4179	14294	16101	1655	1218	9552	9165	5040	1338	6560	5258	6449	13156
CLUG_05267	Supercontig_1.7	66350	68203	-	1854	4303	2977	563	663	6275	925	540	553	4870	5441	922	877	5957	5998	335	367	5766	5530	1384	264	3681	2991	363	524
CLUG_05268	Supercontig_1.7	69559	70356	+	798	700	500	373	443	1190	166	698	864	991	1020	626	669	1480	1139	485	540	1114	1077	1125	324	610	393	988	1282
CLUG_05269	Supercontig_1.7	70548	71867	-	1320	2321	2077	2146	2641	3450	562	3046	3294	3255	2832	3437	3752	4962	4020	1713	1808	3801	3607	3857	885	2156	1702	2456	3468
CLUG_05270	Supercontig_1.7	72560	75925	+	3366	3017	3681	572	823	6950	990	916	1636	4161	5164	852	1243	3913	3612	696	755	3909	3654	1736	455	2109	1465	953	1437
CLUG_05271	Supercontig_1.7	76586	78109	+	1524	998	905	483	628	1928	287	782	934	1085	1516	555	903	2139	1902	605	914	2013	1532	1042	229	1217	823	919	1505
CLUG_05272	Supercontig_1.7	78543	84035	+	5493	2463	2247	1195	1284	4560	729	1221	1844	2934	3478	1136	1343	3419	2977	1758	2833	3729	3172	1565	247	2846	1795	718	1034
CLUG_05273	Supercontig_1.7	84090	85235	-	1146	42598	33128	70220	72914	59615	10783	109181	84281	49814	47172	95978	115795	59434	36137	78180	72967	56640	46298	81168	16666	36218	22943	81180	102404
CLUG_05274	Supercontig_1.7	86065	86607	+	543	245	15	417	481	72	12	355	564	17	33	259	341	39	97	486	777	37	140	292	55	13	18	235	281
CLUG_05275	Supercontig_1.7	88859	90049	+	1191	3040	3153	988	1028	5331	749	1426	1774	3008	4120	943	951	4240	3845	2092	2454	4434	4223	702	157	2653	1999	531	811
CLUG_05276	Supercontig_1.7	91462	92523	+	1062	1934	1126	2596	3206	1887	374	5830	3236	1720	1487	1876	2197	1693	1297	5658	6242	1664	1959	1804	253	888	698	1387	1965
CLUG_05277	Supercontig_1.7	93291	93863	+	573	183	173	31	31	520	69	14	58	303	425	58	33	422	357	40	101	475	329	22	3	233	170	14	11
CLUG_05278	Supercontig_1.7	94337	95902	+	1566	1606	1405	178	178	3234	412	212	249	1822	2601	245	210	2693	2227	360	458	3045	2521	143	41	1476	1114	79	98
CLUG_05279	Supercontig_1.7	96142	96597	+	456	15	13	38	45	27	4	55	61	16	24	37	41	22	14	163	140	28	21	22	1	16	10	22	17
CLUG_05280	Supercontig_1.7	96866	98011	+	1146	556	865	8095	8855	1006	187	7465	9896	1056	1091	10453	10594	1622	1963	5837	8014	2400	3793	24935	4296	1259	1215	12971	22302
CLUG_05281	Supercontig_1.7	99352	99879	-	528	15	4	381	399	9	4	14	36	11	2	17	24	14	19	26	985	16	16	240	2	15	6	2	54
CLUG_05282	Supercontig_1.7	100132	101913	+	1782	31516	25326	9851	11251	49177	7952	18904	19944	27109	29397	9284	11873	27657	31228	12744	13227	26817	20523	11588	2040	19639	12665	7707	10744
CLUG_05283	Supercontig_1.7	102077	103732	-	1656	1766	1796	777	921	3034	386	1632	1542	1624	2240	712	1153	2493	1979	3276	3069	2453	2102	444	80	1195	765	980	1512
CLUG_05284	Supercontig_1.7	104251	105285	-	1035	1944	442	457	487	1375	508	399	572	3520	1546	666	630	1613	1183	1218	1489	1288	1007	747	79	1325	707	576	892
CLUG_05285	Supercontig_1.7	105789	106955	-	1167	1451	1624	2239	3037	2197	294	3878	3133	1683	1943	2592	3644	1967	1658	3968	3434	2309	1841	2699	581	1151	886	3050	4754
CLUG_05286	Supercontig_1.7	107887	110187	-	2301	3265	333	162	132	2068	1674	195	233	15446	2536	349	196	2315	7119	268	313	1655	2185	100	39	1525	1036	48	176
CLUG_05287	Supercontig_1.7	111587	114232	+	2646	996	770	161	183	1873	237	194	202	1107	1315	168	279	1518	1451	282	458	1485	1402	309	70	924	555	245	290
CLUG_05288	Supercontig_1.7	115310	117793	+	2484	3502	4703	290	315	7680	767	313	422	3994	6560	423	402	4191	3591	485	443	5408	4229	85	29	3430	2308	149	204
CLUG_05289	Supercontig_1.7	117830	120202	-	2373	966	1078	70	126	1971	266	109	118	1024	1451	77	113	1353	1083	46	74	1545	1197	89	27	814	528	51	74
CLUG_05290	Supercontig_1.7	120793	123063	+	2271	1186	1589	74	130	2711	334	193	217	1456	2008	139	140	1784	1353	337	382	2014	1480	157	28	923	625	72	140
CLUG_05291	Supercontig_1.7	123288	124256	-	969	17897	20575	7815	9588	28611	4770	18012	13475	24717	26909	14640	12114	46783	29778	7905	6158	36533	26116	8242	2268	15873	13292	5043	6444
CLUG_05292	Supercontig_1.7	123318	124346	+	1029	962	71	663	910	122	23	88	101	66	61	60	69	118	1041	127	671	113	1231	518	8	39	65	43	123
CLUG_05293	Supercontig_1.7	126366	127931	-	1566	1012	910	1180	1080	1673	232	1044	1820	764	1075	1040	1192	949	995	2445	3572	1182	1212	324	66	599	463	423	606
CLUG_05294	Supercontig_1.7	128747	129202	-	456	279	191	239	211	299	46	170	370	207	235	218	251	188	201	409	764	248	319	100	15	92	95	124	167
CLUG_05295	Supercontig_1.7	129345	131978	+	2634	68	9	119	109	24	5	24	50	13	24	35	54	20	74	100	496	30	117	71	16	19	21	54	73
CLUG_05296	Supercontig_1.7	129683	131809	-	2127	327	228	383	341	470	92	280	512	347	371	395	397	327	318	679	1322	368	397	142	30	176	126	132	229
CLUG_05297	Supercontig_1.7	131080	131754	-	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUG_05298	Supercontig_1.7	132385	134412	+	2028	434	326	103	111	788	89	116	254	379	511	89	117	406	325	160	337	492	402	102	24	262	212	144	187
CLUG_05299	Supercontig_1.7	135280	138288	+	3009	716	616	178	246	1451	205	197	450	826	1020	220	267	1459	1203	404	530	1378	1080	349	98	840	533	347	471
CLUG_05300	Supercontig_1.7	138294	139850	-	1557	1183	682	388	494	1857	265	901	1442	1271	1399	474	677	787	479	984	1268	1035	827	265	65	542	334	169	300
CLUG_05301	Supercontig_1.7	140034	140438	-	405	907	726	295	487	1682	278	1329	835	1208	1148	629	635	2073	1276	720	576	1789	1432	427	115	1362	1018	244	360
CLUG_05302	Supercontig_1.7	140932	142428	+	1497	1355	1063	2133	2316	2614	351	2884	3687	1753	1989	2388	3085	2464	1582	4470	5401	2220	1806	979	191	1661	1177	764	1016
CLUG_05303	Supercontig_1.7	143869	144684	+	816	18223	8551	20900	23793	24211	5204	37970	33089	34057	22216	38935	45058	38863	28832	18673	16210	32588	26330	31751	7048	25998	16648	17458	28565
CLUG_05304	Supercontig_1.7	144784	145476	-	693	256	117	328	525	378	53	504	850	196	302	451	1677	300	294	2421	1546	326	294	229	33	215	130	248	444
CLUG_05305	Supercontig_1.7	145735	146760	-	1026	1951	1142	922	1627	2485	396	2390	3810	4909	3301	2741	6447	2214	1196	5113	3682	1200	910	436	167	523	427	1013	1654
CLUG_05306	Supercontig_1.7	147041	147976	-	936	234	148	90	76	396	73	149	126	237	312	55	81	384	305	110	125	319	350	35	9	221	154	94	117
CLUG_05307	Supercontig_1.7	148101	149069	+	969	648	549	293	341	1204	191	591	617	726	889	449	628	1315	1096	463	409	1109	991	450	106	713	508	598	718
CLUG_05308	Supercontig_1.7	149779	150582	-	804	274	196	58	69	339	46	128	115	233	282	58	93	353	290	84	117	322	362	98	30	232	150	151	181
CLUG_05309	Supercontig_1.7	150531	152084	+	1554	293	278	310	373	649	79	477	449	269	474	433	686	1238	1199	902	690	833	667	459	141	479	313	593	830
CLUG_05310	Supercontig_1.7	152696	153586	-	891	2570	1632	744	779	3310	513	753	550	3044	2801	1410	1209	2724	2808	354	398	2492	2598	2347	503	2029	1316	1099	1171
CLUG_05311	Supercontig_1.7	153074	153595	+	522	161	16	44	38	42	8	8	12	25	30	3	2	43	106	8	48	30	103	74	1	5	3	2	4
CLUG_05312	Supercontig_1.7	154894	155958	+	1065	43	99	10	29	91	18	17	24	54	80	29	34	164	157	60	55	63	150	60	36	85	122	76	121
CLUG_05313	Supercontig_1.7	156053	159004	-	2952	3752	5143	716	901	6253	760	2240	2194	4305	5993	853	1074	4481	3690	979	956	5021	4085	2723	638	2341	1727	1366	1928
CLUG_05314	Supercontig_1.7	159747	160490	+	744	184	245	51	37	269	43	76	59	183	311	33	59	807	918	69	83	417	453	58	14	195	200	43	57
CLUG_05315	Supercontig_1.7	160566	161621	-	1056	501	375	94	124	753	133	288	288	506	619	136	164	752	571	83	88	733	628	299	56	422	300	205	335
CLUG_05316	Supercontig_1.7	161955	164378	-	2424	850	710	60	114	1602	196	87	115	798	1104	99	122	1374	1379	63	71	1366	1254	109	22	816	440	39	37
CLUG_05317	Supercontig_1.7	165743	166843	+	1101	1177	933	287	377	1691	214	362	388	1058	1332	474	674	1663	1697	228	290	1550	1622	1108	174	729	593	608	954
CLUG_05318	Supercontig_1.7	168046	168762	+	717	525	488	107	131	1393	142	158	136	549	955	135	125	1472	1369	99	122	1231	1272	84	17	823	694	69	130
CLUG_05319	Supercontig_1.7	171490	173034	+	1545	2447	1533	128	185	4586	703	202	236	2944	3623	210	167	3393	2671	175	183	3388	2747	105	28	1701	1379	79	145
CLUG_05320	Supercontig_1.7	173302	174747	-	1446	949	658	88	149	1384	191	139	165	824	999	150	193	1598	1525	183	178	1267	1203	302	79	830	520	79	83
CLUG_05321	Supercontig_1.7	175083	177029	-	1947	446	260	140	222	1045	158	307	408	546	783	299	437	954	893	154	176	990	845	247	75	509	348	469	581
CLUG_05322	Supercontig_1.7	177181	177867	-	687	811	277	112	149	1244	160	159	140	723	839	242	264	811	821	73	86	904	987	626	102	463	333	165	169
CLUG_05323	Supercontig_1.7	178044	178595	-	552	0	0	3	4	4	0	3	12	3	4	1	13	2	3	34	24	1	3	8	1	0	0	9	16
CLUG_05324	Supercontig_1.7	178627	181740	+	3114	817	533	55	92	2365	288	51	97	1141	1605	89	65	1830	1514	72	102	2236	1417	133	29	914	687	92	63
