# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "0" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L1B.r1.gsnap_reads.nostrand.tab" "-F" "GTF" "aln/L1B.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L1B.r1.gsnap.bam
CLUG_04342	Supercontig_1.5	504981	505628	-	648	688
CLUG_04343	Supercontig_1.5	505895	506326	+	432	273
CLUG_04344	Supercontig_1.5	508740	510836	+	2097	32558
CLUG_04345	Supercontig_1.5	512219	514258	+	2040	9225
CLUG_04346	Supercontig_1.5	514576	515127	-	552	735
CLUG_04347	Supercontig_1.5	515923	516585	+	663	2029
CLUG_04348	Supercontig_1.5	517369	518322	-	954	0
CLUG_04349	Supercontig_1.5	517375	518214	+	840	0
CLUG_04350	Supercontig_1.5	519329	520936	-	1608	2314
CLUG_04351	Supercontig_1.5	521793	524099	-	2307	8997
CLUG_04352	Supercontig_1.5	525833	526369	-	537	0
CLUG_04353	Supercontig_1.5	525849	526409	-	561	6
CLUG_04354	Supercontig_1.5	526444	527448	+	1005	5878
CLUG_04355	Supercontig_1.5	529662	532907	+	3246	17250
CLUG_04356	Supercontig_1.5	533290	533898	+	609	8604
CLUG_04357	Supercontig_1.5	534911	538603	+	3693	2639
CLUG_04358	Supercontig_1.5	538889	540682	-	1794	3233
CLUG_04359	Supercontig_1.5	541516	542739	-	1224	2517
CLUG_04360	Supercontig_1.5	543830	545269	+	1440	716
CLUG_04361	Supercontig_1.5	545408	547840	+	2433	3642
CLUG_04362	Supercontig_1.5	548630	549880	-	1251	20322
CLUG_04363	Supercontig_1.5	550688	551908	-	1221	8611
CLUG_04364	Supercontig_1.5	553508	555127	+	1620	2842
CLUG_04365	Supercontig_1.5	555725	556513	+	789	1182
CLUG_04366	Supercontig_1.5	556951	557937	-	987	3004
CLUG_04367	Supercontig_1.5	558902	561376	+	2475	2708
CLUG_04368	Supercontig_1.5	561560	562657	+	1098	1921
CLUG_04369	Supercontig_1.5	562693	563370	-	678	4026
CLUG_04370	Supercontig_1.5	563584	564288	-	705	2262
CLUG_04371	Supercontig_1.5	564425	565693	+	1269	8833
CLUG_04372	Supercontig_1.5	565888	566511	+	624	2417
CLUG_04373	Supercontig_1.5	566929	567666	+	738	2002
CLUG_04374	Supercontig_1.5	568318	570504	+	2187	5393
CLUG_04375	Supercontig_1.5	570833	571387	+	555	1551
CLUG_04376	Supercontig_1.5	572047	573207	+	1161	2093
CLUG_04377	Supercontig_1.5	573582	574016	-	435	14193
CLUG_04378	Supercontig_1.5	574586	575197	+	612	1347
CLUG_04379	Supercontig_1.5	575266	575895	-	630	1616
CLUG_04380	Supercontig_1.5	576528	577079	+	552	0
CLUG_04381	Supercontig_1.5	576588	577604	-	1017	813
CLUG_04382	Supercontig_1.5	578256	578717	-	462	464
CLUG_04383	Supercontig_1.5	579134	579823	-	690	1835
CLUG_04384	Supercontig_1.5	580515	581981	-	1467	2290
CLUG_04385	Supercontig_1.5	582580	584334	-	1755	3627
CLUG_04386	Supercontig_1.5	584629	586314	+	1686	3195
CLUG_04387	Supercontig_1.5	586698	588176	-	1479	750
CLUG_04388	Supercontig_1.5	588347	589210	+	864	570
CLUG_04389	Supercontig_1.5	589212	589964	-	753	246
CLUG_04390	Supercontig_1.5	590189	591121	+	933	2371
CLUG_04391	Supercontig_1.5	592431	596681	+	4251	4890
CLUG_04392	Supercontig_1.5	596751	599975	-	3225	2988
CLUG_04393	Supercontig_1.5	601108	601473	-	366	1291
CLUG_04394	Supercontig_1.5	602387	604405	+	2019	530
CLUG_04395	Supercontig_1.5	605804	607507	+	1704	1228
CLUG_04396	Supercontig_1.5	608123	608902	+	780	9
CLUG_04397	Supercontig_1.5	608484	608987	-	504	0
CLUG_04398	Supercontig_1.5	608527	609789	+	1263	210
CLUG_04399	Supercontig_1.5	610790	611710	+	921	1572
CLUG_04400	Supercontig_1.5	612407	614989	-	2583	5658
CLUG_04401	Supercontig_1.5	616765	617673	+	909	14526
CLUG_04402	Supercontig_1.5	618897	619967	-	1071	23195
CLUG_04403	Supercontig_1.5	620857	621936	-	1080	722
CLUG_04404	Supercontig_1.5	622393	623460	+	1068	455
CLUG_04405	Supercontig_1.5	624360	628655	+	4296	7094
CLUG_04406	Supercontig_1.5	628753	629547	+	795	2268
CLUG_04407	Supercontig_1.5	629805	630893	-	1089	483
CLUG_04408	Supercontig_1.5	632151	633044	-	894	1862
CLUG_04409	Supercontig_1.5	633844	634326	-	483	201232
CLUG_04410	Supercontig_1.5	634151	634603	+	453	24
CLUG_04411	Supercontig_1.5	634371	634850	+	480	162470
CLUG_04412	Supercontig_1.5	636573	640673	+	4101	4555
CLUG_04413	Supercontig_1.5	641805	645566	+	3762	5417
CLUG_04414	Supercontig_1.5	645691	646488	+	798	695
CLUG_04415	Supercontig_1.5	646766	648367	-	1602	2512
CLUG_04416	Supercontig_1.5	649521	650369	+	849	1289
CLUG_04417	Supercontig_1.5	650768	651898	-	1131	4620
CLUG_04418	Supercontig_1.5	652466	654109	-	1644	3311
CLUG_04419	Supercontig_1.5	654227	655291	-	1065	658
CLUG_04420	Supercontig_1.5	655598	656917	+	1320	4269
CLUG_04421	Supercontig_1.5	657531	658769	+	1239	1325
CLUG_04422	Supercontig_1.5	660098	662605	+	2508	7196
CLUG_04423	Supercontig_1.5	663938	664744	+	807	364
CLUG_04424	Supercontig_1.5	665738	667426	-	1689	6496
CLUG_04425	Supercontig_1.5	669447	671825	-	2379	7171
CLUG_04426	Supercontig_1.5	672431	673846	-	1416	6743
CLUG_04427	Supercontig_1.5	674539	676212	-	1674	918
CLUG_04428	Supercontig_1.5	678220	679872	+	1653	6681
CLUG_04429	Supercontig_1.5	680023	680571	-	549	9124
CLUG_04430	Supercontig_1.5	681562	682077	-	516	2040
CLUG_04431	Supercontig_1.5	682387	683238	+	852	419
CLUG_04432	Supercontig_1.5	683267	688111	-	4845	11378
CLUG_04433	Supercontig_1.5	689751	690335	-	585	15311
CLUG_04434	Supercontig_1.5	691469	693427	-	1959	16467
CLUG_04435	Supercontig_1.5	691562	692116	+	555	0
CLUG_04436	Supercontig_1.5	694152	694868	-	717	13124
CLUG_04437	Supercontig_1.5	695741	697225	-	1485	1494
CLUG_04438	Supercontig_1.5	697963	698934	-	972	282
CLUG_04439	Supercontig_1.5	698246	698800	+	555	0
CLUG_04440	Supercontig_1.5	698282	698758	-	477	0
CLUG_04441	Supercontig_1.5	701289	703745	+	2457	129845
CLUG_04442	Supercontig_1.5	704422	706386	+	1965	5828
CLUG_04443	Supercontig_1.5	706614	707348	+	735	1869
CLUG_04444	Supercontig_1.5	708485	708838	+	354	13138
CLUG_04445	Supercontig_1.5	709702	712161	+	2460	2497
CLUG_04446	Supercontig_1.5	712467	716633	+	4167	18061
CLUG_04447	Supercontig_1.5	717615	718502	+	888	1008
CLUG_04448	Supercontig_1.5	719886	721622	+	1737	2222
CLUG_04449	Supercontig_1.5	722564	724198	+	1635	2122
CLUG_04450	Supercontig_1.5	724376	724975	-	600	6137
CLUG_04451	Supercontig_1.5	725252	726058	+	807	1676
CLUG_04452	Supercontig_1.5	726151	726843	-	693	1087
CLUG_04453	Supercontig_1.5	727947	730037	-	2091	775
CLUG_04454	Supercontig_1.5	730195	731652	-	1458	1227
CLUG_04455	Supercontig_1.5	731785	732879	+	1095	2517
CLUG_04456	Supercontig_1.5	732955	734316	-	1362	1181
CLUG_04457	Supercontig_1.5	734675	735127	-	453	733
CLUG_04458	Supercontig_1.5	735411	735782	+	372	446
CLUG_04459	Supercontig_1.5	735845	737794	-	1950	2671
CLUG_04460	Supercontig_1.5	738673	739929	+	1257	4768
CLUG_04461	Supercontig_1.5	741084	742325	-	1242	13242
CLUG_04462	Supercontig_1.5	744909	746627	+	1719	2181
CLUG_04463	Supercontig_1.5	747610	747930	+	321	5076
CLUG_04464	Supercontig_1.5	748234	748830	-	597	15250
CLUG_04465	Supercontig_1.5	750234	753320	+	3087	2010
CLUG_04466	Supercontig_1.5	753432	753794	+	363	449
CLUG_04467	Supercontig_1.5	754210	755214	-	1005	12223
CLUG_04468	Supercontig_1.5	756472	756864	+	393	5707
CLUG_04469	Supercontig_1.5	757217	758176	+	960	3831
CLUG_04470	Supercontig_1.5	758525	759193	+	669	3516
CLUG_04471	Supercontig_1.5	759654	763589	+	3936	1491
CLUG_04472	Supercontig_1.5	763788	764666	-	879	1280
CLUG_04473	Supercontig_1.5	765122	766906	-	1785	6591
CLUG_04474	Supercontig_1.5	767350	772005	-	4656	1723
CLUG_04475	Supercontig_1.5	772358	773638	-	1281	16711
CLUG_04476	Supercontig_1.5	774142	775083	-	942	1358
CLUG_04477	Supercontig_1.5	775442	777529	-	2088	4370
CLUG_04478	Supercontig_1.5	778546	781344	+	2799	1281
CLUG_04479	Supercontig_1.5	781388	782542	-	1155	1270
CLUG_04480	Supercontig_1.5	782726	784921	-	2196	566
CLUG_04481	Supercontig_1.5	785862	787742	+	1881	1976
CLUG_04482	Supercontig_1.5	788507	790852	+	2346	1033
CLUG_04483	Supercontig_1.5	790953	794684	-	3732	1663
CLUG_04484	Supercontig_1.5	796351	798384	-	2034	3673
CLUG_04485	Supercontig_1.5	798989	801004	-	2016	10308
CLUG_04486	Supercontig_1.5	801787	803019	+	1233	265
CLUG_04487	Supercontig_1.5	803279	804268	+	990	325
CLUG_04488	Supercontig_1.5	804546	805103	+	558	584
CLUG_04489	Supercontig_1.5	805157	806926	-	1770	3821
CLUG_04490	Supercontig_1.5	807231	810257	-	3027	5596
CLUG_04491	Supercontig_1.5	811364	813325	+	1962	684
CLUG_04492	Supercontig_1.5	814991	816364	+	1374	1230
CLUG_04493	Supercontig_1.5	816624	818180	+	1557	5167
CLUG_04494	Supercontig_1.5	818551	819528	+	978	10093
CLUG_04495	Supercontig_1.5	819599	821206	-	1608	8703
CLUG_04496	Supercontig_1.5	821662	823527	+	1866	20291
CLUG_04497	Supercontig_1.5	824189	825043	+	855	14981
CLUG_04498	Supercontig_1.5	825609	826904	+	1296	9892
CLUG_04499	Supercontig_1.5	827364	829085	+	1722	2354
CLUG_04500	Supercontig_1.5	829325	833821	+	4497	2240
CLUG_04501	Supercontig_1.5	834269	835387	+	1119	5318
CLUG_04502	Supercontig_1.5	835701	838043	-	2343	3141
CLUG_04503	Supercontig_1.5	838816	839865	+	1050	638
CLUG_04504	Supercontig_1.5	839922	841076	-	1155	1109
CLUG_04505	Supercontig_1.5	841750	843795	-	2046	851
CLUG_04506	Supercontig_1.5	844261	845445	+	1185	1173
CLUG_04507	Supercontig_1.5	845517	846626	-	1110	12497
CLUG_04508	Supercontig_1.5	847182	848600	-	1419	1103
CLUG_04509	Supercontig_1.5	848690	850510	-	1821	17018
CLUG_04510	Supercontig_1.5	851152	852198	-	1047	4425
CLUG_04511	Supercontig_1.5	854227	855843	-	1617	2811
CLUG_04512	Supercontig_1.5	856805	857284	-	480	3156
CLUG_04513	Supercontig_1.5	857036	857521	+	486	2252
CLUG_04514	Supercontig_1.5	857526	857612	-	87	1024
CLUG_04515	Supercontig_1.5	858874	862557	-	3684	19904
CLUG_04516	Supercontig_1.5	859849	860496	+	648	0
CLUG_04517	Supercontig_1.5	863166	867986	+	4821	4156
CLUG_04518	Supercontig_1.5	868068	869357	-	1290	1983
CLUG_04519	Supercontig_1.5	869901	870752	+	852	1535
CLUG_04520	Supercontig_1.5	870889	871884	+	996	2036
CLUG_04521	Supercontig_1.5	872410	872868	+	459	3504
CLUG_04522	Supercontig_1.5	873025	873303	-	279	695
CLUG_04523	Supercontig_1.5	873982	876582	+	2601	5261
CLUG_04524	Supercontig_1.5	877121	878263	+	1143	3916
CLUG_04525	Supercontig_1.5	879826	881397	+	1572	1546
CLUG_04526	Supercontig_1.5	881531	882343	+	813	1271
CLUG_04527	Supercontig_1.5	882516	884195	+	1680	1315
CLUG_04528	Supercontig_1.5	884192	885271	-	1080	1683
CLUG_04529	Supercontig_1.5	885611	886477	+	867	1705
CLUG_04530	Supercontig_1.5	886590	887444	+	855	875
CLUG_04531	Supercontig_1.5	887475	888392	-	918	2010
CLUG_04532	Supercontig_1.5	888550	889635	-	1086	2769
CLUG_04533	Supercontig_1.5	890144	890476	+	333	1067
CLUG_04534	Supercontig_1.5	890592	891677	-	1086	1410
CLUG_04535	Supercontig_1.5	892097	893542	-	1446	630
CLUG_04536	Supercontig_1.5	894598	895179	-	582	69
CLUG_04537	Supercontig_1.5	895204	896760	+	1557	17517
CLUG_04538	Supercontig_1.5	897715	898194	-	480	11000
CLUG_04539	Supercontig_1.5	898424	900286	-	1863	2097
CLUG_04540	Supercontig_1.5	901095	902252	+	1158	1393
CLUG_04541	Supercontig_1.5	903240	905150	+	1911	8115
CLUG_04542	Supercontig_1.5	905211	905795	+	585	1963
CLUG_04543	Supercontig_1.5	906108	908975	+	2868	1955
CLUG_04544	Supercontig_1.5	909131	910714	-	1584	4331
CLUG_04545	Supercontig_1.5	911555	912883	+	1329	628
CLUG_04546	Supercontig_1.5	913305	913766	-	462	4
CLUG_04547	Supercontig_1.5	914148	914786	+	639	5658
CLUG_04548	Supercontig_1.5	915035	917428	+	2394	3114
CLUG_04549	Supercontig_1.5;Supercontig_1.5	917570;917629	917574;917962	+;+	339	511
CLUG_04550	Supercontig_1.5	918333	919295	+	963	514
CLUG_04551	Supercontig_1.5	919550	920725	+	1176	4309
CLUG_04552	Supercontig_1.5	920866	922860	+	1995	934
CLUG_04553	Supercontig_1.5	923012	924907	-	1896	5968
CLUG_04554	Supercontig_1.5	925416	926849	-	1434	7471
CLUG_04555	Supercontig_1.5;Supercontig_1.5	927539;928113	927858;928233	-;-	441	12431
CLUG_04556	Supercontig_1.5	928878	931244	+	2367	2218
CLUG_04557	Supercontig_1.5	931271	934318	-	3048	1989
CLUG_04558	Supercontig_1.5	935016	936395	+	1380	16
CLUG_04559	Supercontig_1.5	936981	938102	+	1122	1348
CLUG_04560	Supercontig_1.5	939245	943936	+	4692	10802
CLUG_04561	Supercontig_1.5	943987	944499	-	513	703
CLUG_04562	Supercontig_1.5	944563	945714	+	1152	324
CLUG_04563	Supercontig_1.5	945812	948022	-	2211	2723
CLUG_04564	Supercontig_1.5	948155	949183	+	1029	814
CLUG_04565	Supercontig_1.5	949689	951008	+	1320	3901
CLUG_04566	Supercontig_1.5	951239	952630	+	1392	31241
CLUG_04567	Supercontig_1.5	952938	953825	+	888	1506
CLUG_04568	Supercontig_1.5	954866	955474	+	609	13482
CLUG_04569	Supercontig_1.5	955700	956374	-	675	5166
CLUG_04570	Supercontig_1.5	956706	957212	+	507	4702
CLUG_04571	Supercontig_1.5	958158	959351	-	1194	5875
CLUG_04572	Supercontig_1.5	959809	960699	-	891	257
CLUG_04573	Supercontig_1.5	962092	962496	+	405	384
CLUG_04574	Supercontig_1.5	962691	963305	-	615	7483
CLUG_04575	Supercontig_1.5	963822	964604	-	783	607
CLUG_04576	Supercontig_1.5	963879	964385	+	507	0
CLUG_04577	Supercontig_1.5	964537	965001	+	465	0
CLUG_04578	Supercontig_1.5	964543	965592	-	1050	1978
CLUG_04579	Supercontig_1.5	965812	967812	-	2001	1476
CLUG_04580	Supercontig_1.5	968064	968549	-	486	233
CLUG_04581	Supercontig_1.5	969337	970332	+	996	543
CLUG_04582	Supercontig_1.5	970343	971443	-	1101	2414
CLUG_04583	Supercontig_1.5	973645	974343	+	699	467
CLUG_04584	Supercontig_1.5	974649	976466	+	1818	3520
CLUG_04585	Supercontig_1.5	977120	978508	+	1389	1598
CLUG_04586	Supercontig_1.5	979004	979972	-	969	3957
CLUG_04587	Supercontig_1.5	980667	981545	+	879	681
CLUG_04588	Supercontig_1.5	981670	985059	-	3390	8548
CLUG_04589	Supercontig_1.5	985351	985881	+	531	354
CLUG_04590	Supercontig_1.5	985732	986313	-	582	242
CLUG_04591	Supercontig_1.5	986458	987543	+	1086	474
CLUG_04592	Supercontig_1.5	987617	990043	-	2427	1017
CLUG_04593	Supercontig_1.5	990324	991184	-	861	17781
CLUG_04594	Supercontig_1.5	992153	994492	+	2340	4764
CLUG_04595	Supercontig_1.5	994652	996376	+	1725	1423
CLUG_04596	Supercontig_1.5	996445	998622	-	2178	7544
CLUG_04597	Supercontig_1.5	1000452	1001195	-	744	4442
CLUG_04598	Supercontig_1.5	1000713	1001222	+	510	11
CLUG_04599	Supercontig_1.5	1001696	1002343	-	648	858
CLUG_04600	Supercontig_1.5	1002332	1003216	+	885	1616
CLUG_04601	Supercontig_1.5	1003252	1004550	-	1299	1181
CLUG_04602	Supercontig_1.5	1004753	1006597	-	1845	1149
CLUG_04603	Supercontig_1.5	1007108	1009282	+	2175	10250
CLUG_04604	Supercontig_1.5	1009658	1010590	+	933	7871
CLUG_04605	Supercontig_1.5	1011154	1011465	+	312	10331
CLUG_04606	Supercontig_1.5	1011632	1013701	+	2070	3118
CLUG_04607	Supercontig_1.5	1014022	1015872	+	1851	4072
CLUG_04608	Supercontig_1.5	1016004	1016339	-	336	5311
CLUG_04609	Supercontig_1.5	1016588	1017619	-	1032	1497
CLUG_04610	Supercontig_1.5	1018056	1018730	-	675	428
CLUG_04611	Supercontig_1.5	1018694	1020181	-	1488	731
CLUG_04612	Supercontig_1.5	1020319	1021125	-	807	302
CLUG_04613	Supercontig_1.5	1021833	1022414	-	582	1001
CLUG_04614	Supercontig_1.5	1022954	1023274	-	321	268
CLUG_04615	Supercontig_1.5	1023738	1025126	+	1389	906
CLUG_04616	Supercontig_1.5	1025141	1025965	-	825	832
CLUG_04617	Supercontig_1.5	1026053	1027048	+	996	497
CLUG_04618	Supercontig_1.5	1027073	1028239	-	1167	3904
CLUG_04619	Supercontig_1.5	1028494	1030284	-	1791	4472
CLUG_04620	Supercontig_1.5	1030520	1034011	-	3492	2123
CLUG_04621	Supercontig_1.5	1034350	1034910	+	561	0
CLUG_04622	Supercontig_1.5	1034388	1036016	-	1629	1230
CLUG_04623	Supercontig_1.5	1036490	1037590	+	1101	444
CLUG_04624	Supercontig_1.5	1037723	1039756	-	2034	4788
CLUG_04625	Supercontig_1.5	1039701	1040822	-	1122	1234
CLUG_04626	Supercontig_1.5	1041264	1041467	-	204	199
CLUG_04627	Supercontig_1.5	1041548	1045444	-	3897	1709
CLUG_04628	Supercontig_1.5	1045661	1046923	-	1263	14755
CLUG_04629	Supercontig_1.5	1047203	1048852	-	1650	5815
CLUG_04630	Supercontig_1.5	1049360	1050313	+	954	3942
CLUG_04631	Supercontig_1.5	1050420	1050791	-	372	260
CLUG_04632	Supercontig_1.5	1050987	1051904	+	918	791
CLUG_04633	Supercontig_1.5	1051951	1054116	-	2166	1941
CLUG_04634	Supercontig_1.5	1054242	1054943	-	702	301
CLUG_04635	Supercontig_1.5	1055094	1057739	-	2646	7520
CLUG_04636	Supercontig_1.5	1058878	1061115	+	2238	1059
CLUG_04637	Supercontig_1.5	1060979	1062688	+	1710	1654
CLUG_04638	Supercontig_1.5	1062751	1064226	-	1476	1130
CLUG_04639	Supercontig_1.5	1064534	1065400	+	867	1176
CLUG_04640	Supercontig_1.5	1065570	1066196	+	627	549
CLUG_04641	Supercontig_1.5	1067453	1068670	+	1218	2951
CLUG_04642	Supercontig_1.5	1069685	1071385	-	1701	14877
CLUG_04643	Supercontig_1.5	1072150	1073031	+	882	4535
CLUG_04644	Supercontig_1.5	1073098	1075992	-	2895	15973
CLUG_04645	Supercontig_1.5	1076647	1078101	+	1455	2417
CLUG_04646	Supercontig_1.5	1078607	1080463	+	1857	8428
CLUG_04647	Supercontig_1.5	1080521	1082299	-	1779	2624
CLUG_04648	Supercontig_1.5	1082767	1083867	-	1101	1346
CLUG_04649	Supercontig_1.5	1084061	1084750	-	690	1973
CLUG_04650	Supercontig_1.5	1084891	1085946	-	1056	230
CLUG_04651	Supercontig_1.5	1086032	1087429	-	1398	204
CLUG_04652	Supercontig_1.5	1087657	1089036	+	1380	658
CLUG_04653	Supercontig_1.5	1089272	1090216	-	945	330
CLUG_04654	Supercontig_1.5	1090597	1091895	+	1299	2622
CLUG_04655	Supercontig_1.5	1091936	1093510	-	1575	2155
CLUG_04656	Supercontig_1.5	1093841	1096486	+	2646	985
CLUG_04657	Supercontig_1.5	1096650	1097012	+	363	735
CLUG_04658	Supercontig_1.5	1097104	1098201	-	1098	1709
CLUG_04659	Supercontig_1.5	1098581	1100239	+	1659	3028
CLUG_04660	Supercontig_1.5	1100236	1101822	-	1587	390
CLUG_04661	Supercontig_1.5	1102547	1102828	-	282	377
CLUG_04662	Supercontig_1.5	1103086	1104336	+	1251	373
CLUG_04663	Supercontig_1.5	1104748	1106169	+	1422	1120
CLUG_04664	Supercontig_1.5	1106453	1107091	+	639	9
CLUG_04665	Supercontig_1.5	1107243	1108355	+	1113	2886
CLUG_04666	Supercontig_1.5	1108183	1109157	+	975	4219
CLUG_04667	Supercontig_1.5	1109267	1110400	-	1134	5285
CLUG_04668	Supercontig_1.5	1111500	1112045	+	546	142
CLUG_04669	Supercontig_1.5	1111502	1111981	-	480	0
CLUG_04670	Supercontig_1.5	1113369	1114520	+	1152	881
CLUG_04671	Supercontig_1.5	1114512	1116932	-	2421	2541
CLUG_04672	Supercontig_1.5	1117456	1118724	+	1269	1259
CLUG_04673	Supercontig_1.5	1118936	1120117	-	1182	806
CLUG_04674	Supercontig_1.5	1120469	1121059	+	591	3285
CLUG_04675	Supercontig_1.5	1121249	1122433	-	1185	7948
CLUG_04676	Supercontig_1.5	1122390	1124108	-	1719	5402
CLUG_04677	Supercontig_1.5	1124658	1126457	+	1800	2488
CLUG_04678	Supercontig_1.5	1126736	1128031	-	1296	2765
CLUG_04679	Supercontig_1.5	1128998	1129936	-	939	1528
CLUG_04680	Supercontig_1.5	1130542	1133259	+	2718	1795
CLUG_04681	Supercontig_1.5	1133541	1135211	+	1671	15339
CLUG_04682	Supercontig_1.5	1135390	1136097	-	708	326
CLUG_04683	Supercontig_1.5	1136481	1137632	+	1152	2059
CLUG_04684	Supercontig_1.5	1137810	1138376	+	567	0
CLUG_04685	Supercontig_1.5	1137821	1138390	-	570	0
CLUG_04686	Supercontig_1.5	1138443	1142420	-	3978	13576
CLUG_04687	Supercontig_1.5	1142941	1143795	-	855	3505
CLUG_04688	Supercontig_1.5	1144634	1146517	-	1884	1356
CLUG_04689	Supercontig_1.5	1149410	1150804	-	1395	16103
CLUG_04690	Supercontig_1.5	1152460	1153812	+	1353	2979
CLUG_04691	Supercontig_1.5	1153958	1154581	+	624	23678
CLUG_04692	Supercontig_1.5	1155482	1155757	+	276	907
CLUG_04693	Supercontig_1.5	1156049	1157728	+	1680	9553
CLUG_04694	Supercontig_1.5	1157894	1159627	-	1734	122
CLUG_04695	Supercontig_1.5	1160968	1163151	-	2184	882
CLUG_04696	Supercontig_1.5	1164498	1165991	+	1494	1876
CLUG_04697	Supercontig_1.5	1166763	1167560	+	798	4284
CLUG_04698	Supercontig_1.5	1167974	1170301	+	2328	7452
CLUG_04699	Supercontig_1.5	1171082	1171846	-	765	229
CLUG_04700	Supercontig_1.5	1171812	1172717	+	906	1409
CLUG_04701	Supercontig_1.5	1173248	1175197	+	1950	4958
CLUG_04702	Supercontig_1.5	1175607	1176086	+	480	2913
CLUG_04703	Supercontig_1.5	1176189	1177181	+	993	2428
CLUG_04704	Supercontig_1.5	1177267	1178256	-	990	3707
CLUG_04705	Supercontig_1.5	1178884	1179615	+	732	2116
CLUG_04706	Supercontig_1.5;Supercontig_1.5	1179666;1180555	1180232;1180851	-;-	864	2013
CLUG_04707	Supercontig_1.5	1180522	1183632	-	3111	5410
CLUG_04708	Supercontig_1.5	1184201	1184545	-	345	311
CLUG_04709	Supercontig_1.5	1184987	1186453	+	1467	737
CLUG_04710	Supercontig_1.5	1186831	1189599	+	2769	2516
CLUG_04711	Supercontig_1.5	1190410	1191384	+	975	1881
CLUG_04712	Supercontig_1.5	1191569	1192897	-	1329	3685
CLUG_04713	Supercontig_1.5	1193001	1193636	+	636	575
CLUG_04714	Supercontig_1.5	1194361	1194612	-	252	20
CLUG_04715	Supercontig_1.5	1195169	1197052	+	1884	2563
CLUG_04716	Supercontig_1.5	1197128	1197868	-	741	1400
CLUG_04717	Supercontig_1.5	1198167	1199957	-	1791	1342
CLUG_04718	Supercontig_1.5	1201416	1202279	-	864	1525
CLUG_04719	Supercontig_1.5	1204016	1208038	+	4023	1636
CLUG_04720	Supercontig_1.5	1205995	1206585	-	591	0
CLUG_04721	Supercontig_1.5	1208154	1211861	+	3708	6288
CLUG_04722	Supercontig_1.5	1209509	1209967	-	459	0
CLUG_04723	Supercontig_1.5	1211948	1212715	-	768	279
CLUG_04724	Supercontig_1.5	1212850	1215621	-	2772	2719
CLUG_04725	Supercontig_1.5	1216529	1219723	+	3195	4459
CLUG_04726	Supercontig_1.5	1221276	1222556	+	1281	3489
CLUG_04727	Supercontig_1.5	1222666	1223073	-	408	644
CLUG_04728	Supercontig_1.5	1223781	1224392	+	612	2465
CLUG_04729	Supercontig_1.5	1224488	1227424	-	2937	3812
CLUG_04730	Supercontig_1.5	1227813	1228682	-	870	13835
CLUG_04731	Supercontig_1.5	1229782	1230639	+	858	4468
CLUG_04732	Supercontig_1.5	1232079	1233014	+	936	8548
CLUG_04733	Supercontig_1.5	1233771	1234967	-	1197	1529
CLUG_04734	Supercontig_1.5	1235029	1235523	+	495	8
CLUG_04735	Supercontig_1.5	1235770	1237710	+	1941	3753
CLUG_04736	Supercontig_1.5	1237841	1238761	-	921	32950
CLUG_04737	Supercontig_1.5	1239442	1242366	+	2925	5428
CLUG_04738	Supercontig_1.5	1242425	1242877	-	453	4968
CLUG_04739	Supercontig_1.5	1242883	1243770	-	888	6357
CLUG_04740	Supercontig_1.5	1244304	1244669	-	366	216
CLUG_04741	Supercontig_1.5	1245442	1247637	-	2196	3803
CLUG_04742	Supercontig_1.5	1247857	1252953	-	5097	5948
CLUG_04743	Supercontig_1.5	1253102	1254493	-	1392	985
CLUG_04744	Supercontig_1.5	1255121	1258366	+	3246	13574
CLUG_04745	Supercontig_1.5	1258414	1261428	-	3015	1924
CLUG_04746	Supercontig_1.5	1261686	1262708	-	1023	6773
CLUG_04747	Supercontig_1.5	1264051	1267455	+	3405	47
CLUG_04748	Supercontig_1.5	1267907	1269055	-	1149	581
CLUG_04749	Supercontig_1.5	1270142	1270966	+	825	1810
CLUG_04750	Supercontig_1.5	1271375	1272322	-	948	558
CLUG_04751	Supercontig_1.5	1273136	1276888	+	3753	3749
CLUG_04752	Supercontig_1.5	1277487	1278605	+	1119	7389
CLUG_04753	Supercontig_1.5	1277786	1278337	-	552	0
CLUG_04754	Supercontig_1.5	1278870	1279091	-	222	1164
CLUG_04755	Supercontig_1.5	1279090	1280538	+	1449	718
CLUG_04756	Supercontig_1.5	1279996	1280550	-	555	10
CLUG_04757	Supercontig_1.5	1281502	1282815	+	1314	2152
CLUG_04758	Supercontig_1.5	1282867	1283949	-	1083	1734
CLUG_04759	Supercontig_1.5	1284801	1285787	-	987	1370
CLUG_04760	Supercontig_1.5	1286000	1286314	-	315	681
CLUG_04761	Supercontig_1.5	1287335	1288438	+	1104	2121
CLUG_04762	Supercontig_1.5	1289206	1290558	-	1353	562
CLUG_04763	Supercontig_1.5	1291738	1293555	-	1818	5858
CLUG_04764	Supercontig_1.5	1294719	1295987	-	1269	6581
CLUG_04765	Supercontig_1.5	1296803	1297960	+	1158	4434
CLUG_04766	Supercontig_1.5	1298104	1300113	+	2010	3303
CLUG_04767	Supercontig_1.5	1300540	1301121	+	582	560
CLUG_04768	Supercontig_1.5	1301133	1302596	-	1464	1711
