# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L1B_benomyl.r2.gsnap_frags.tab" "-F" "GTF" "-p" "aln/L1B_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L1B_benomyl.r2.gsnap.bam
CLUG_05013	Supercontig_1.6	383182	384135	-	954	177
CLUG_05014	Supercontig_1.6	383224	384090	+	867	228
CLUG_05015	Supercontig_1.6	384506	385042	-	537	247
CLUG_05016	Supercontig_1.6	384740	385207	+	468	1420
CLUG_05017	Supercontig_1.6	385315	386562	+	1248	38
CLUG_05018	Supercontig_1.6	387070	387789	-	720	24
CLUG_05019	Supercontig_1.6	388932	389666	+	735	29
CLUG_05020	Supercontig_1.6	391518	392435	+	918	15
CLUG_05021	Supercontig_1.6	392998	393717	+	720	81
CLUG_05022	Supercontig_1.6	394914	397973	-	3060	119
CLUG_05023	Supercontig_1.6	398844	400085	-	1242	13
CLUG_05024	Supercontig_1.6	400667	401932	-	1266	29
CLUG_05025	Supercontig_1.6	402929	404197	+	1269	106
CLUG_05026	Supercontig_1.6	403597	404067	-	471	110
CLUG_05027	Supercontig_1.6	405195	405752	-	558	318
CLUG_05028	Supercontig_1.6	407174	407743	+	570	813
CLUG_05029	Supercontig_1.6	407246	407749	-	504	4333
CLUG_05030	Supercontig_1.6	409521	410807	-	1287	1217
CLUG_05031	Supercontig_1.6	412147	412905	-	759	72
CLUG_05032	Supercontig_1.6	413635	416373	-	2739	218
CLUG_05033	Supercontig_1.6	419105	420085	-	981	18
CLUG_05034	Supercontig_1.6	419126	419923	+	798	74
CLUG_05035	Supercontig_1.6	420480	421340	-	861	16
CLUG_05036	Supercontig_1.6	423486	425408	+	1923	36
CLUG_05037	Supercontig_1.6	425512	426408	+	897	75
CLUG_05038	Supercontig_1.6	428087	431770	+	3684	395
CLUG_05039	Supercontig_1.6	431855	432880	-	1026	190
CLUG_05040	Supercontig_1.6	433601	436927	+	3327	162
CLUG_05041	Supercontig_1.6	438118	439170	-	1053	10
CLUG_05042	Supercontig_1.6	438167	441139	+	2973	127
CLUG_05043	Supercontig_1.6	438281	439144	-	864	0
CLUG_05044	Supercontig_1.6	439154	439903	-	750	74
CLUG_05045	Supercontig_1.6	439377	439970	+	594	0
CLUG_05046	Supercontig_1.6	441467	443131	-	1665	250
CLUG_05047	Supercontig_1.6	444948	447077	+	2130	96
CLUG_05048	Supercontig_1.6	447207	449069	-	1863	181
CLUG_05049	Supercontig_1.6	448095	449285	+	1191	974
CLUG_05050	Supercontig_1.6	450902	452650	-	1749	484
CLUG_05051	Supercontig_1.6	454378	456549	+	2172	117
CLUG_05052	Supercontig_1.6	458788	459462	+	675	125
CLUG_05053	Supercontig_1.6	460139	461725	-	1587	2131
CLUG_05054	Supercontig_1.6	462089	463690	-	1602	359
CLUG_05055	Supercontig_1.6	464280	465806	-	1527	152
CLUG_05056	Supercontig_1.6	468083	469639	+	1557	63
CLUG_05057	Supercontig_1.6	470411	471937	-	1527	6908
CLUG_05058	Supercontig_1.6	470417	471844	+	1428	1009
CLUG_05059	Supercontig_1.6	472222	474747	-	2526	33
CLUG_05060	Supercontig_1.6	475500	477050	-	1551	27
CLUG_05061	Supercontig_1.6	478621	479112	-	492	55
CLUG_05062	Supercontig_1.6	480472	481008	-	537	24
CLUG_05063	Supercontig_1.6	482128	482823	+	696	93
CLUG_05064	Supercontig_1.6	482641	483147	-	507	54
CLUG_05065	Supercontig_1.6	482720	483934	+	1215	192
CLUG_05066	Supercontig_1.6	484210	484923	-	714	304
CLUG_05067	Supercontig_1.6	485455	485853	-	399	38
CLUG_05068	Supercontig_1.6	486944	488143	-	1200	33
CLUG_05069	Supercontig_1.6	489095	489682	-	588	67
CLUG_05070	Supercontig_1.6	489975	492599	-	2625	633
CLUG_05071	Supercontig_1.6	492885	493865	-	981	91
CLUG_05072	Supercontig_1.6	494204	494797	+	594	52
CLUG_05073	Supercontig_1.6	495897	496643	-	747	1750
CLUG_05074	Supercontig_1.6	497796	498836	-	1041	17
CLUG_05075	Supercontig_1.6	499255	500202	-	948	57
CLUG_05076	Supercontig_1.6	500309	501628	-	1320	51
CLUG_05077	Supercontig_1.6	502522	503211	-	690	11
CLUG_05078	Supercontig_1.6	504095	504940	+	846	340
CLUG_05079	Supercontig_1.6	504112	505113	-	1002	52
CLUG_05080	Supercontig_1.6	506415	508025	-	1611	79
CLUG_05081	Supercontig_1.6	509128	510030	+	903	39
CLUG_05082	Supercontig_1.6	511017	512126	-	1110	18
CLUG_05083	Supercontig_1.6	511732	512538	-	807	7
CLUG_05084	Supercontig_1.6	513535	515595	-	2061	90
CLUG_05085	Supercontig_1.6	515760	517904	+	2145	275
CLUG_05086	Supercontig_1.6	518402	519754	+	1353	230
CLUG_05087	Supercontig_1.6	520166	521404	-	1239	62
CLUG_05088	Supercontig_1.6	525577	526497	+	921	29
CLUG_05089	Supercontig_1.6	527033	527668	-	636	22
CLUG_05090	Supercontig_1.6	528669	529760	+	1092	14
CLUG_05091	Supercontig_1.6	530195	530821	+	627	17
CLUG_05092	Supercontig_1.6	530968	532122	-	1155	10
CLUG_05093	Supercontig_1.6	531117	532280	+	1164	74
CLUG_05094	Supercontig_1.6	531198	532331	-	1134	6
CLUG_05095	Supercontig_1.6	533127	533585	+	459	10
CLUG_05096	Supercontig_1.6	535597	539367	-	3771	14
CLUG_05097	Supercontig_1.6	540184	541143	+	960	1439
CLUG_05098	Supercontig_1.6	540348	541022	-	675	229
CLUG_05099	Supercontig_1.6	541314	542369	-	1056	22
CLUG_05100	Supercontig_1.6	543340	544593	-	1254	228
CLUG_05101	Supercontig_1.6	543433	544557	+	1125	2977
CLUG_05102	Supercontig_1.6	546008	546595	-	588	813
CLUG_05103	Supercontig_1.6	547575	549071	+	1497	126
CLUG_05104	Supercontig_1.6	549697	550896	-	1200	66
CLUG_05105	Supercontig_1.6	551844	553976	-	2133	20
CLUG_05106	Supercontig_1.6	555454	557604	+	2151	286
CLUG_05107	Supercontig_1.6	558323	558931	-	609	89
CLUG_05108	Supercontig_1.6	558381	558920	+	540	133
CLUG_05109	Supercontig_1.6	559977	560972	+	996	93
CLUG_05110	Supercontig_1.6	561209	562684	-	1476	21
CLUG_05111	Supercontig_1.6	561420	561872	+	453	91
CLUG_05112	Supercontig_1.6	563222	564538	-	1317	129
CLUG_05113	Supercontig_1.6	565600	566304	+	705	350
CLUG_05114	Supercontig_1.6	566768	567997	-	1230	239
CLUG_05115	Supercontig_1.6	567999	568490	-	492	7
CLUG_05116	Supercontig_1.6	568731	569390	-	660	5
CLUG_05117	Supercontig_1.6	568788	569324	+	537	21
CLUG_05118	Supercontig_1.6	570496	571476	-	981	23
CLUG_05119	Supercontig_1.6	572297	573649	-	1353	18
CLUG_05120	Supercontig_1.6	574546	575649	-	1104	49
CLUG_05121	Supercontig_1.6	577317	578387	-	1071	144
CLUG_05122	Supercontig_1.6	579201	581531	-	2331	213
CLUG_05123	Supercontig_1.6	583574	586912	-	3339	504
CLUG_05124	Supercontig_1.6	587712	588242	+	531	30
CLUG_05125	Supercontig_1.6	588719	590524	-	1806	284
CLUG_05126	Supercontig_1.6	592712	593608	+	897	95
CLUG_05127	Supercontig_1.6	594272	595057	-	786	36
CLUG_05128	Supercontig_1.6	596347	597378	+	1032	360
CLUG_05129	Supercontig_1.6	597758	598921	+	1164	206
CLUG_05130	Supercontig_1.6	599497	602169	-	2673	9459
CLUG_05131	Supercontig_1.6	602573	604309	-	1737	896
CLUG_05132	Supercontig_1.6	605491	606834	-	1344	97
CLUG_05133	Supercontig_1.6	607194	610883	-	3690	276
CLUG_05134	Supercontig_1.6	611314	612393	-	1080	92
CLUG_05135	Supercontig_1.6	613111	613572	-	462	17
CLUG_05136	Supercontig_1.6	614895	617141	-	2247	78
CLUG_05137	Supercontig_1.6	617773	619314	-	1542	100
CLUG_05138	Supercontig_1.6	622164	623468	+	1305	153
CLUG_05139	Supercontig_1.6	625234	626721	-	1488	732
CLUG_05140	Supercontig_1.6	629018	630481	+	1464	117
CLUG_05141	Supercontig_1.6	631477	634008	+	2532	172
CLUG_05142	Supercontig_1.6	635280	637433	+	2154	1182
CLUG_05143	Supercontig_1.6	637733	638887	-	1155	419
CLUG_05144	Supercontig_1.6	640278	641099	-	822	35
CLUG_05145	Supercontig_1.6	643292	644218	+	927	9
CLUG_05146	Supercontig_1.6	643400	644287	-	888	54
CLUG_05147	Supercontig_1.6	645714	646454	+	741	38
CLUG_05148	Supercontig_1.6	646515	647075	-	561	14
CLUG_05149	Supercontig_1.6	648641	649369	-	729	90
CLUG_05150	Supercontig_1.6	648647	649255	+	609	50
CLUG_05151	Supercontig_1.6	650621	651340	+	720	90
CLUG_05152	Supercontig_1.6	651916	652401	+	486	1024
CLUG_05153	Supercontig_1.6	653116	655524	-	2409	1082
CLUG_05154	Supercontig_1.6	655931	657310	+	1380	30
CLUG_05155	Supercontig_1.6	657644	659350	-	1707	971
CLUG_05156	Supercontig_1.6	661114	662691	+	1578	202
CLUG_05157	Supercontig_1.6	663877	664728	+	852	47
CLUG_05158	Supercontig_1.6	665405	667828	+	2424	147
CLUG_05159	Supercontig_1.6	668718	669578	+	861	441
CLUG_05160	Supercontig_1.6	669713	670300	-	588	2349
CLUG_05161	Supercontig_1.6	670688	672271	+	1584	113
CLUG_05162	Supercontig_1.6	672572	674431	-	1860	392
CLUG_05163	Supercontig_1.6	674631	676997	-	2367	788
CLUG_05164	Supercontig_1.6	677791	678168	-	378	707
CLUG_05165	Supercontig_1.6	680739	683297	+	2559	277
CLUG_05166	Supercontig_1.6	684227	684958	-	732	3151
CLUG_05167	Supercontig_1.6	684251	684928	+	678	382
CLUG_05168	Supercontig_1.6	685368	687086	-	1719	279
CLUG_05169	Supercontig_1.6	688781	690076	+	1296	74
CLUG_05170	Supercontig_1.6	690539	691357	-	819	59
CLUG_05171	Supercontig_1.6	691695	692012	-	318	7
CLUG_05172	Supercontig_1.6	692300	693580	+	1281	26
CLUG_05173	Supercontig_1.6	694396	695667	-	1272	1095
CLUG_05174	Supercontig_1.6	694408	695526	+	1119	70
CLUG_05175	Supercontig_1.6	695924	696394	+	471	620
CLUG_05176	Supercontig_1.6	696520	697002	-	483	29
CLUG_05177	Supercontig_1.6	696773	697312	-	540	13
CLUG_05178	Supercontig_1.6	697706	698953	+	1248	52
CLUG_05179	Supercontig_1.6	699499	700218	+	720	544
CLUG_05180	Supercontig_1.6	699508	700254	-	747	50
CLUG_05181	Supercontig_1.6	701223	702020	+	798	21
CLUG_05182	Supercontig_1.6	701610	702494	-	885	707
CLUG_05183	Supercontig_1.6	702137	702541	+	405	80
CLUG_05184	Supercontig_1.6	703281	704828	+	1548	95
CLUG_05185	Supercontig_1.6	705207	705854	-	648	42
CLUG_05186	Supercontig_1.6	707476	708930	+	1455	20
CLUG_05187	Supercontig_1.6	709493	710182	-	690	59
CLUG_05188	Supercontig_1.6	712302	712844	+	543	82
CLUG_05189	Supercontig_1.6	712994	714877	-	1884	39
CLUG_05190	Supercontig_1.6	715552	716721	+	1170	84
CLUG_05191	Supercontig_1.6	717402	718397	+	996	1387
CLUG_05192	Supercontig_1.6	721216	722079	-	864	50
CLUG_05193	Supercontig_1.6	726406	727242	+	837	3
CLUG_05194	Supercontig_1.6	727424	728062	+	639	23
CLUG_05195	Supercontig_1.6	729491	731245	+	1755	65
CLUG_05196	Supercontig_1.6	731677	732411	-	735	8
CLUG_05197	Supercontig_1.6	732651	735947	+	3297	15
CLUG_05198	Supercontig_1.6	736420	737352	-	933	68
CLUG_05199	Supercontig_1.6	737966	739105	+	1140	24
CLUG_05200	Supercontig_1.6	739637	740707	+	1071	84
CLUG_05201	Supercontig_1.6	741356	741952	+	597	11
CLUG_05202	Supercontig_1.6	742136	744676	+	2541	2410
CLUG_05203	Supercontig_1.6	745029	745697	-	669	474
CLUG_05204	Supercontig_1.6	745989	746501	+	513	61
CLUG_05205	Supercontig_1.6	747152	748585	-	1434	450
CLUG_05206	Supercontig_1.6	749723	750382	-	660	325
CLUG_05207	Supercontig_1.6	750615	753398	-	2784	663
CLUG_05208	Supercontig_1.6	753589	756510	-	2922	676
CLUG_05209	Supercontig_1.6	758550	759803	+	1254	176
CLUG_05210	Supercontig_1.6	760088	761773	-	1686	205
CLUG_05211	Supercontig_1.6	763764	764462	+	699	6
CLUG_05212	Supercontig_1.6	764538	765062	+	525	537
CLUG_05213	Supercontig_1.6	764556	764810	-	255	30
CLUG_05214	Supercontig_1.6	765093	765647	-	555	44
CLUG_05215	Supercontig_1.6	766003	766491	-	489	46
CLUG_05216	Supercontig_1.6	767407	768591	+	1185	1278
CLUG_05217	Supercontig_1.6	768949	771801	-	2853	36
CLUG_05218	Supercontig_1.6	771028	771738	+	711	38
CLUG_05219	Supercontig_1.6	772200	773882	+	1683	63
CLUG_05220	Supercontig_1.6	774205	775428	+	1224	42
CLUG_05221	Supercontig_1.6	775597	777999	+	2403	53
CLUG_05222	Supercontig_1.6	778094	778660	+	567	10
CLUG_05223	Supercontig_1.6	780017	781831	+	1815	52
CLUG_05224	Supercontig_1.6	782023	782409	+	387	40
CLUG_05225	Supercontig_1.6	782291	783952	+	1662	217
CLUG_05226	Supercontig_1.6	784486	785166	+	681	111
CLUG_05227	Supercontig_1.6	785220	785819	-	600	525
CLUG_05228	Supercontig_1.6	786557	787474	+	918	88
CLUG_05229	Supercontig_1.6	787537	789204	-	1668	87
CLUG_05230	Supercontig_1.6	793403	795889	+	2487	50
CLUG_05231	Supercontig_1.6	798003	800936	+	2934	10
CLUG_05232	Supercontig_1.6	801551	802459	-	909	4
CLUG_05233	Supercontig_1.6	806735	811063	+	4329	12
CLUG_05234	Supercontig_1.7	1679	3559	-	1881	37
CLUG_05235	Supercontig_1.7	10253	11899	+	1647	50
CLUG_05236	Supercontig_1.7	11923	13626	-	1704	43
CLUG_05237	Supercontig_1.7	15894	16967	+	1074	252
CLUG_05238	Supercontig_1.7	17654	18451	+	798	169
CLUG_05239	Supercontig_1.7	19803	21119	+	1317	172
CLUG_05240	Supercontig_1.7	21544	24579	-	3036	171
CLUG_05241	Supercontig_1.7	25578	27836	-	2259	146
CLUG_05242	Supercontig_1.7	28259	29890	+	1632	23
CLUG_05243	Supercontig_1.7	30375	30902	-	528	46
CLUG_05244	Supercontig_1.7	30914	32008	+	1095	31
CLUG_05245	Supercontig_1.7	32599	35175	+	2577	70
CLUG_05246	Supercontig_1.7	35739	36731	+	993	17
CLUG_05247	Supercontig_1.7	37715	39577	+	1863	24
CLUG_05248	Supercontig_1.7	41588	43852	+	2265	69
CLUG_05249	Supercontig_1.7	44066	45730	-	1665	29
CLUG_05250	Supercontig_1.7	44294	44776	+	483	23
CLUG_05251	Supercontig_1.7	44664	45635	-	972	0
CLUG_05252	Supercontig_1.7	45375	46241	+	867	23
CLUG_05253	Supercontig_1.7	45788	46222	+	435	0
CLUG_05254	Supercontig_1.7	47240	47863	-	624	100
CLUG_05255	Supercontig_1.7	48607	48897	+	291	5
CLUG_05256	Supercontig_1.7	50136	50933	-	798	203
CLUG_05257	Supercontig_1.7	50295	50921	+	627	24
CLUG_05258	Supercontig_1.7	52149	52559	+	411	1844
CLUG_05259	Supercontig_1.7	53439	55394	-	1956	661
CLUG_05260	Supercontig_1.7	57634	61635	+	4002	280
CLUG_05261	Supercontig_1.7	61711	62469	+	759	80
CLUG_05262	Supercontig_1.7	62791	63120	+	330	68
CLUG_05263	Supercontig_1.7	63916	64383	-	468	94
CLUG_05264	Supercontig_1.7	63974	64435	+	462	6
CLUG_05265	Supercontig_1.7	65267	66034	+	768	1714
CLUG_05266	Supercontig_1.7	65300	65731	-	432	190
CLUG_05267	Supercontig_1.7	66350	68203	-	1854	159
CLUG_05268	Supercontig_1.7	69559	70356	+	798	292
CLUG_05269	Supercontig_1.7	70548	71867	-	1320	506
CLUG_05270	Supercontig_1.7	72560	75925	+	3366	77
CLUG_05271	Supercontig_1.7	76586	78109	+	1524	1418
CLUG_05272	Supercontig_1.7	78543	84035	+	5493	1143
CLUG_05273	Supercontig_1.7	84090	85235	-	1146	7625
CLUG_05274	Supercontig_1.7	86065	86607	+	543	1746
CLUG_05275	Supercontig_1.7	88859	90049	+	1191	153
CLUG_05276	Supercontig_1.7	91462	92523	+	1062	229
CLUG_05277	Supercontig_1.7	93291	93863	+	573	19
CLUG_05278	Supercontig_1.7	94337	95902	+	1566	55
CLUG_05279	Supercontig_1.7	96142	96597	+	456	32
CLUG_05280	Supercontig_1.7	96866	98011	+	1146	725
CLUG_05281	Supercontig_1.7	99352	99879	-	528	1719
CLUG_05282	Supercontig_1.7	100132	101913	+	1782	556
CLUG_05283	Supercontig_1.7	102077	103732	-	1656	731
CLUG_05284	Supercontig_1.7	104251	105285	-	1035	168
CLUG_05285	Supercontig_1.7	105789	106955	-	1167	465
CLUG_05286	Supercontig_1.7	107887	110187	-	2301	71
CLUG_05287	Supercontig_1.7	111587	114232	+	2646	27
CLUG_05288	Supercontig_1.7	115310	117793	+	2484	36
CLUG_05289	Supercontig_1.7	117830	120202	-	2373	65
CLUG_05290	Supercontig_1.7	120793	123063	+	2271	24
CLUG_05291	Supercontig_1.7	123288	124256	-	969	896
CLUG_05292	Supercontig_1.7	123318	124346	+	1029	9651
CLUG_05293	Supercontig_1.7	126366	127931	-	1566	228
CLUG_05294	Supercontig_1.7	128747	129202	-	456	21
CLUG_05295	Supercontig_1.7	129345	131978	+	2634	627
CLUG_05296	Supercontig_1.7	129683	131809	-	2127	63
CLUG_05297	Supercontig_1.7	131080	131754	-	675	0
CLUG_05298	Supercontig_1.7	132385	134412	+	2028	216
CLUG_05299	Supercontig_1.7	135280	138288	+	3009	837
CLUG_05300	Supercontig_1.7	138294	139850	-	1557	176
CLUG_05301	Supercontig_1.7	140034	140438	-	405	49
CLUG_05302	Supercontig_1.7	140932	142428	+	1497	377
CLUG_05303	Supercontig_1.7	143869	144684	+	816	800
CLUG_05304	Supercontig_1.7	144784	145476	-	693	1058
CLUG_05305	Supercontig_1.7	145735	146760	-	1026	248
CLUG_05306	Supercontig_1.7	147041	147976	-	936	68
CLUG_05307	Supercontig_1.7	148101	149069	+	969	64
CLUG_05308	Supercontig_1.7	149779	150582	-	804	39
CLUG_05309	Supercontig_1.7	150531	152084	+	1554	110
CLUG_05310	Supercontig_1.7	152696	153586	-	891	55
CLUG_05311	Supercontig_1.7	153074	153595	+	522	502
CLUG_05312	Supercontig_1.7	154894	155958	+	1065	32
CLUG_05313	Supercontig_1.7	156053	159004	-	2952	177
CLUG_05314	Supercontig_1.7	159747	160490	+	744	14
CLUG_05315	Supercontig_1.7	160566	161621	-	1056	10
CLUG_05316	Supercontig_1.7	161955	164378	-	2424	27
CLUG_05317	Supercontig_1.7	165743	166843	+	1101	45
CLUG_05318	Supercontig_1.7	168046	168762	+	717	64
CLUG_05319	Supercontig_1.7	171490	173034	+	1545	67
CLUG_05320	Supercontig_1.7	173302	174747	-	1446	20
CLUG_05321	Supercontig_1.7	175083	177029	-	1947	55
CLUG_05322	Supercontig_1.7	177181	177867	-	687	7
CLUG_05323	Supercontig_1.7	178044	178595	-	552	6
CLUG_05324	Supercontig_1.7	178627	181740	+	3114	32
CLUG_05325	Supercontig_1.7	181941	183332	+	1392	59
CLUG_05326	Supercontig_1.7	184533	185594	+	1062	5542
CLUG_05327	Supercontig_1.7	185996	187066	+	1071	10
CLUG_05328	Supercontig_1.7	188063	191377	+	3315	48
CLUG_05329	Supercontig_1.7	191470	192696	+	1227	20
CLUG_05330	Supercontig_1.7	192749	195730	-	2982	75
CLUG_05331	Supercontig_1.7	195861	197606	+	1746	51
CLUG_05332	Supercontig_1.7	198369	199250	-	882	3302
CLUG_05333	Supercontig_1.7	198442	200082	+	1641	393
CLUG_05334	Supercontig_1.7	200479	201876	+	1398	2041
CLUG_05335	Supercontig_1.7	202399	202749	+	351	1819
CLUG_05336	Supercontig_1.7	204268	204924	-	657	126
CLUG_05337	Supercontig_1.7	206354	209167	-	2814	406
CLUG_05338	Supercontig_1.7	209447	210172	-	726	861
CLUG_05339	Supercontig_1.7	209459	210016	+	558	357
CLUG_05340	Supercontig_1.7	210969	212891	+	1923	675
CLUG_05341	Supercontig_1.7	213346	214248	+	903	396
CLUG_05342	Supercontig_1.7	214298	215383	-	1086	203
CLUG_05343	Supercontig_1.7	216106	216819	+	714	797
CLUG_05344	Supercontig_1.7	217086	218114	+	1029	1219
CLUG_05345	Supercontig_1.7	218827	219855	+	1029	7198
CLUG_05346	Supercontig_1.7	220860	221795	+	936	76
CLUG_05347	Supercontig_1.7	222450	223451	+	1002	3890
CLUG_05348	Supercontig_1.7	224323	226386	-	2064	75
CLUG_05349	Supercontig_1.7	228573	229445	+	873	78
CLUG_05350	Supercontig_1.7	228645	229448	-	804	546
CLUG_05351	Supercontig_1.7	230381	231454	+	1074	19
CLUG_05352	Supercontig_1.7	232149	232736	+	588	18
CLUG_05353	Supercontig_1.7	233771	235123	+	1353	892
CLUG_05354	Supercontig_1.7	235819	236940	+	1122	60
CLUG_05355	Supercontig_1.7	238860	243005	-	4146	32
CLUG_05356	Supercontig_1.7	244208	244624	-	417	32
CLUG_05357	Supercontig_1.7	245455	246813	+	1359	1606
CLUG_05358	Supercontig_1.7	245476	246633	-	1158	434
CLUG_05359	Supercontig_1.7	248240	249058	-	819	42
CLUG_05360	Supercontig_1.7	250457	251200	+	744	3
CLUG_05361	Supercontig_1.7	251193	252512	+	1320	38
CLUG_05362	Supercontig_1.7	253328	255010	+	1683	17
CLUG_05363	Supercontig_1.7	256451	257581	+	1131	59
CLUG_05364	Supercontig_1.7	258593	260299	+	1707	334
CLUG_05365	Supercontig_1.7	261764	264490	+	2727	528
CLUG_05366	Supercontig_1.7	265048	267702	-	2655	256
CLUG_05367	Supercontig_1.7	269444	270364	+	921	168
CLUG_05368	Supercontig_1.7	271360	272001	-	642	256
CLUG_05369	Supercontig_1.7	272810	273271	+	462	11
CLUG_05370	Supercontig_1.7	274542	274859	-	318	123
CLUG_05371	Supercontig_1.7	275024	276166	+	1143	39
CLUG_05372	Supercontig_1.7	276396	277055	-	660	127
CLUG_05373	Supercontig_1.7	277967	280567	+	2601	118
CLUG_05374	Supercontig_1.7	280631	282679	-	2049	469
CLUG_05375	Supercontig_1.7	283978	284487	+	510	331
CLUG_05376	Supercontig_1.7	284005	284448	-	444	51
CLUG_05377	Supercontig_1.7	286117	288060	+	1944	62
CLUG_05378	Supercontig_1.7	288614	290320	-	1707	19
CLUG_05379	Supercontig_1.7	293235	295706	-	2472	149
CLUG_05380	Supercontig_1.7	293742	296114	+	2373	69
CLUG_05381	Supercontig_1.7	296551	298770	-	2220	57
CLUG_05382	Supercontig_1.7	298880	299632	+	753	28
CLUG_05383	Supercontig_1.7	300593	301447	+	855	50
CLUG_05384	Supercontig_1.7	300694	301086	-	393	275
CLUG_05385	Supercontig_1.7	302582	303817	+	1236	44
CLUG_05386	Supercontig_1.7	304641	305567	-	927	57
CLUG_05387	Supercontig_1.7	304936	305736	+	801	330
CLUG_05388	Supercontig_1.7	307909	309987	-	2079	39
CLUG_05389	Supercontig_1.7	308213	308782	+	570	38
CLUG_05390	Supercontig_1.7	310640	311155	+	516	76
CLUG_05391	Supercontig_1.7	313806	314885	+	1080	86
CLUG_05392	Supercontig_1.7	315466	318507	+	3042	298
CLUG_05393	Supercontig_1.7	319006	320106	-	1101	74
CLUG_05394	Supercontig_1.7	321001	321729	-	729	34
CLUG_05395	Supercontig_1.7	322471	322746	+	276	111
CLUG_05396	Supercontig_1.7	324969	326576	+	1608	162
CLUG_05397	Supercontig_1.7	328311	330077	+	1767	126
CLUG_05398	Supercontig_1.7	330946	332916	-	1971	169
CLUG_05399	Supercontig_1.7	334906	336414	-	1509	43
CLUG_05400	Supercontig_1.7	338174	338554	-	381	36
CLUG_05401	Supercontig_1.7	341207	342565	-	1359	131
CLUG_05402	Supercontig_1.7	343746	344447	+	702	33
CLUG_05403	Supercontig_1.7	344560	345345	+	786	55
CLUG_05404	Supercontig_1.7	345375	346070	-	696	97
CLUG_05405	Supercontig_1.7	347172	347849	+	678	22
CLUG_05406	Supercontig_1.7	348815	349408	-	594	34
CLUG_05407	Supercontig_1.7	348926	349501	+	576	255
CLUG_05408	Supercontig_1.7	350045	354499	+	4455	300
CLUG_05409	Supercontig_1.7	354549	355577	-	1029	55
CLUG_05410	Supercontig_1.7	356468	357571	+	1104	46
CLUG_05411	Supercontig_1.7	358422	359336	-	915	14
CLUG_05412	Supercontig_1.7	360609	365366	+	4758	326
CLUG_05413	Supercontig_1.7	365871	366728	+	858	1162
CLUG_05414	Supercontig_1.7	366755	367051	-	297	36
CLUG_05415	Supercontig_1.7	367486	368913	-	1428	321
CLUG_05416	Supercontig_1.7	369577	370797	+	1221	1118
CLUG_05417	Supercontig_1.7	370952	372280	-	1329	1463
CLUG_05418	Supercontig_1.7	372348	372947	+	600	5164
CLUG_05419	Supercontig_1.7	372875	373474	-	600	1107
CLUG_05420	Supercontig_1.7	373975	375216	+	1242	144
CLUG_05421	Supercontig_1.7	378465	381359	-	2895	24
CLUG_05422	Supercontig_1.7	381854	383011	-	1158	45
CLUG_05423	Supercontig_1.7	383499	384470	-	972	31
CLUG_05424	Supercontig_1.7	384536	387121	+	2586	58
CLUG_05425	Supercontig_1.7	387104	389209	-	2106	39
CLUG_05426	Supercontig_1.7	389364	392633	-	3270	99
CLUG_05427	Supercontig_1.7	392900	394057	-	1158	29
CLUG_05428	Supercontig_1.7	394322	397360	+	3039	792
CLUG_05429	Supercontig_1.7	398562	399488	+	927	90
CLUG_05430	Supercontig_1.7	400231	400677	+	447	338
CLUG_05431	Supercontig_1.7	400912	402705	-	1794	1362
CLUG_05432	Supercontig_1.7	403159	404286	-	1128	138
CLUG_05433	Supercontig_1.7	405236	406564	+	1329	9613
CLUG_05434	Supercontig_1.7	405263	405847	-	585	618
CLUG_05435	Supercontig_1.7	406649	407128	+	480	18
CLUG_05436	Supercontig_1.7	407268	407672	+	405	37
CLUG_05437	Supercontig_1.7	407860	408684	-	825	133
CLUG_05438	Supercontig_1.7	408797	409303	+	507	35
CLUG_05439	Supercontig_1.7	409496	409951	+	456	30
CLUG_05440	Supercontig_1.7	410771	414517	-	3747	213
CLUG_05441	Supercontig_1.7	417262	418737	-	1476	26
CLUG_05442	Supercontig_1.7	420509	421579	+	1071	29
CLUG_05443	Supercontig_1.7	421836	423101	-	1266	33
CLUG_05444	Supercontig_1.7	423369	424367	-	999	6
CLUG_05445	Supercontig_1.7	427441	428943	-	1503	1980
CLUG_05446	Supercontig_1.7	427642	428886	+	1245	132
CLUG_05447	Supercontig_1.7	429610	430176	+	567	4
CLUG_05448	Supercontig_1.7	430292	431830	+	1539	8
CLUG_05449	Supercontig_1.7	433277	433972	+	696	0
CLUG_05450	Supercontig_1.7	435643	437202	+	1560	3
CLUG_05451	Supercontig_1.7	438811	439890	+	1080	40
CLUG_05452	Supercontig_1.7	440698	442797	+	2100	20
CLUG_05453	Supercontig_1.7	441902	442639	+	738	0
CLUG_05454	Supercontig_1.7	444177	445157	+	981	18
CLUG_05455	Supercontig_1.7	445568	447271	+	1704	147
CLUG_05456	Supercontig_1.7	447315	448085	-	771	551
CLUG_05457	Supercontig_1.7	448336	449208	+	873	161
CLUG_05458	Supercontig_1.7	450258	451232	-	975	167
CLUG_05459	Supercontig_1.7	452673	453380	-	708	228
CLUG_05460	Supercontig_1.7	452930	453382	+	453	0
