Geneid	Chr	Start	End	Strand	Length	L10.rep1	L10.rep2	L17.rep1	L17.rep2	U04.rep1	U04.rep2	U05.rep1	U05.rep2	U07.rep1	U07.rep2
CLUG_04518	Supercontig_1.5	868068	869357	-	1290	1697	234	979	751	1275	1003	965	1244	1334	940
CLUG_04519	Supercontig_1.5	869901	870752	+	852	1788	167	768	708	1892	1379	776	1118	1588	1178
CLUG_04520	Supercontig_1.5	870889	871884	+	996	601	60	1056	1252	842	746	584	760	980	922
CLUG_04521	Supercontig_1.5	872410	872868	+	459	2607	395	1764	1420	2454	1864	1203	1541	2447	2123
CLUG_04522	Supercontig_1.5	873025	873303	-	279	579	76	387	353	745	700	375	496	601	526
CLUG_04523	Supercontig_1.5	873982	876582	+	2601	4868	600	2749	2498	4591	4194	3205	4021	4560	3729
CLUG_04524	Supercontig_1.5	877121	878263	+	1143	2841	436	2021	1912	2582	1941	1923	2265	2363	2035
CLUG_04525	Supercontig_1.5	879826	881397	+	1572	1787	245	822	735	1546	1240	1082	1423	1559	1380
CLUG_04526	Supercontig_1.5	881531	882343	+	813	1125	153	578	544	961	718	723	853	1086	883
CLUG_04527	Supercontig_1.5	882516	884195	+	1680	1533	211	781	535	1146	857	701	1068	1128	953
CLUG_04528	Supercontig_1.5	884192	885271	-	1080	1640	208	957	648	1249	1084	890	1200	1226	1104
CLUG_04529	Supercontig_1.5	885611	886477	+	867	1276	177	846	612	1405	1038	836	1096	1370	1261
CLUG_04530	Supercontig_1.5	886590	887444	+	855	750	100	489	345	610	563	484	538	581	561
CLUG_04531	Supercontig_1.5	887475	888392	-	918	1681	280	1034	673	2558	1840	1517	1317	1961	1744
CLUG_04532	Supercontig_1.5	888550	889635	-	1086	1663	247	1374	989	1629	1365	1249	1549	1580	1414
CLUG_04533	Supercontig_1.5	890144	890476	+	333	843	123	582	435	633	378	589	673	581	436
CLUG_04534	Supercontig_1.5	890592	891677	-	1086	1294	174	764	438	1032	753	753	878	907	766
CLUG_04535	Supercontig_1.5	892097	893542	-	1446	549	70	307	191	370	390	300	378	430	460
CLUG_04536	Supercontig_1.5	894598	895179	-	582	26	7	31	24	21	16	28	13	20	23
CLUG_04537	Supercontig_1.5	895204	896760	+	1557	13316	1906	8625	3514	20849	30124	8381	7551	9506	10955
CLUG_04538	Supercontig_1.5	897715	898194	-	480	5842	796	4886	2922	14369	14441	4526	5351	9654	8511
CLUG_04539	Supercontig_1.5	898424	900286	-	1863	1969	269	1014	695	1582	1273	1010	1402	1700	1404
CLUG_04540	Supercontig_1.5	901095	902252	+	1158	1069	135	712	562	806	772	685	785	796	877
CLUG_04541	Supercontig_1.5	903240	905150	+	1911	10946	1270	4019	2423	6121	6192	4647	7162	6822	5614
CLUG_04542	Supercontig_1.5	905211	905795	+	585	1522	177	982	601	1401	1153	839	1023	1230	1060
CLUG_04543	Supercontig_1.5	906108	908975	+	2868	1749	331	962	586	1391	1520	1041	1380	1741	1421
CLUG_04544	Supercontig_1.5	909131	910714	-	1584	3366	471	2157	1480	4742	3651	2386	2746	3542	2890
CLUG_04545	Supercontig_1.5	911555	912883	+	1329	433	62	320	182	493	494	301	391	506	466
CLUG_04546	Supercontig_1.5	913305	913766	-	462	0	0	1	1	2	2	3	2	0	0
CLUG_04547	Supercontig_1.5	914148	914786	+	639	96	23	2568	804	74	29	1609	390	63	314
CLUG_04548	Supercontig_1.5	915035	917428	+	2394	2647	342	1554	1178	2446	2407	1484	1955	2244	1905
CLUG_04549	Supercontig_1.5;Supercontig_1.5	917570;917629	917574;917962	+;+	339	515	69	283	197	502	468	272	326	470	463
CLUG_04550	Supercontig_1.5	918333	919295	+	963	398	53	265	197	394	334	248	292	390	301
CLUG_04551	Supercontig_1.5	919550	920725	+	1176	3394	487	2116	1256	4770	4418	2999	2662	3356	3267
CLUG_04552	Supercontig_1.5	920866	922860	+	1995	1068	148	482	367	1558	1703	482	734	1065	936
CLUG_04553	Supercontig_1.5	923012	924907	-	1896	4737	718	2973	2015	6571	5615	4796	4098	4755	4575
CLUG_04554	Supercontig_1.5	925416	926849	-	1434	6902	1100	3850	3861	2919	2256	4478	5323	3234	3480
CLUG_04555	Supercontig_1.5;Supercontig_1.5	927539;928113	927858;928233	-;-	441	8992	1141	6670	4519	21216	19380	6831	8427	14548	11047
CLUG_04556	Supercontig_1.5	928878	931244	+	2367	2855	344	1144	1054	2286	1758	1440	1841	2166	1500
CLUG_04557	Supercontig_1.5	931271	934318	-	3048	3236	386	1024	936	4645	3688	1403	2210	3588	2235
CLUG_04558	Supercontig_1.5	935016	936395	+	1380	17	1	8	9	11	9	5	10	45	32
CLUG_04559	Supercontig_1.5	936981	938102	+	1122	1112	171	750	458	1005	887	691	871	977	880
CLUG_04560	Supercontig_1.5	939245	943936	+	4692	11029	1486	5389	3902	7961	7371	6054	8013	8551	6515
CLUG_04561	Supercontig_1.5	943987	944499	-	513	568	80	407	246	450	303	372	412	405	335
CLUG_04562	Supercontig_1.5	944563	945714	+	1152	265	35	161	105	571	624	187	218	336	303
CLUG_04563	Supercontig_1.5	945812	948022	-	2211	2019	314	1362	880	2036	1758	1399	1503	2004	1613
CLUG_04564	Supercontig_1.5	948155	949183	+	1029	800	98	420	295	860	629	437	564	697	569
CLUG_04565	Supercontig_1.5	949689	951008	+	1320	4175	416	1996	2065	3581	3361	2002	3294	3762	3242
CLUG_04566	Supercontig_1.5	951239	952630	+	1392	22940	3426	15405	13471	16199	9608	15456	21300	17815	11264
CLUG_04567	Supercontig_1.5	952938	953825	+	888	913	150	760	441	1215	1036	783	798	976	748
CLUG_04568	Supercontig_1.5	954866	955474	+	609	9567	1276	6350	3974	11220	7547	5846	7929	19670	12058
CLUG_04569	Supercontig_1.5	955700	956374	-	675	4351	716	2607	1863	3171	1923	2788	3540	9526	6049
CLUG_04570	Supercontig_1.5	956706	957212	+	507	6526	933	4016	2438	6731	5929	3907	5416	11273	8578
CLUG_04571	Supercontig_1.5	958158	959351	-	1194	3833	678	2876	972	3389	2391	3734	3658	4620	3030
CLUG_04572	Supercontig_1.5	959809	960699	-	891	161	37	134	83	123	167	154	147	105	99
CLUG_04573	Supercontig_1.5	962092	962496	+	405	1093	66	189	439	942	2056	183	628	949	1091
CLUG_04574	Supercontig_1.5	962691	963305	-	615	3930	552	3668	3381	4397	3276	3433	3629	3780	3085
CLUG_04575	Supercontig_1.5	963822	964604	-	783	2589	301	1725	1271	4125	3808	1695	2031	3114	2636
CLUG_04576	Supercontig_1.5	963879	964385	+	507	2393	277	1617	1199	3733	3618	1604	1916	2904	2501
CLUG_04577	Supercontig_1.5	964537	965001	+	465	1796	257	1040	853	3020	2889	1216	1535	2061	1946
CLUG_04578	Supercontig_1.5	964543	965592	-	1050	3439	471	1873	1650	5581	5361	2306	2854	3920	3512
CLUG_04579	Supercontig_1.5	965812	967812	-	2001	1037	121	714	460	581	597	478	655	628	708
CLUG_04580	Supercontig_1.5	968064	968549	-	486	267	35	127	105	130	121	95	163	136	145
CLUG_04581	Supercontig_1.5	969337	970332	+	996	637	93	393	227	546	518	408	463	553	436
CLUG_04582	Supercontig_1.5	970343	971443	-	1101	1628	238	1295	798	1348	1290	973	1212	1298	1210
CLUG_04583	Supercontig_1.5	973645	974343	+	699	491	65	240	186	509	395	333	395	457	378
CLUG_04584	Supercontig_1.5	974649	976466	+	1818	2788	408	1748	1373	2680	2308	1863	2089	2697	2428
CLUG_04585	Supercontig_1.5	977120	978508	+	1389	3501	295	810	712	4818	3462	1073	1433	3475	3826
CLUG_04586	Supercontig_1.5	979004	979972	-	969	3166	449	1991	1411	3697	3260	2159	2491	2968	2643
CLUG_04587	Supercontig_1.5	980667	981545	+	879	1028	112	338	457	910	917	440	618	936	802
CLUG_04588	Supercontig_1.5	981670	985059	-	3390	7055	953	4163	3694	4762	3857	4055	5553	5157	4480
CLUG_04589	Supercontig_1.5	985351	985881	+	531	524	74	417	196	565	446	280	338	371	467
CLUG_04590	Supercontig_1.5	985732	986313	-	582	436	48	335	174	470	418	224	278	305	378
CLUG_04591	Supercontig_1.5	986458	987543	+	1086	718	110	240	242	701	532	334	499	629	428
CLUG_04592	Supercontig_1.5	987617	990043	-	2427	1414	132	514	623	1969	2031	628	1004	1539	1256
CLUG_04593	Supercontig_1.5	990324	991184	-	861	6933	1494	8913	7964	9237	6824	8326	5035	8203	6768
CLUG_04594	Supercontig_1.5	992153	994492	+	2340	2861	603	2339	1610	3900	2756	3426	2527	3409	2607
CLUG_04595	Supercontig_1.5	994652	996376	+	1725	1571	221	707	488	1619	1345	805	1224	1719	1265
CLUG_04596	Supercontig_1.5	996445	998622	-	2178	7239	1171	3670	2627	6310	5357	3963	5209	6809	6922
CLUG_04597	Supercontig_1.5	1000452	1001195	-	744	13544	1035	6642	12495	8692	9652	5452	9050	10239	8641
CLUG_04598	Supercontig_1.5	1000713	1001222	+	510	7600	573	3763	7059	5044	5737	3062	4964	5816	4884
CLUG_04599	Supercontig_1.5	1001696	1002343	-	648	670	84	490	413	647	618	412	444	495	548
CLUG_04600	Supercontig_1.5	1002332	1003216	+	885	1426	216	985	1003	1402	1076	1033	1262	1181	1087
CLUG_04601	Supercontig_1.5	1003252	1004550	-	1299	932	146	729	468	871	715	575	717	747	676
CLUG_04602	Supercontig_1.5	1004753	1006597	-	1845	1255	140	577	449	840	682	576	832	1029	780
CLUG_04603	Supercontig_1.5	1007108	1009282	+	2175	6870	876	5050	3736	8115	8006	4339	5714	6772	5822
CLUG_04604	Supercontig_1.5	1009658	1010590	+	933	3154	800	3915	1414	3705	2189	3470	2599	2811	1982
CLUG_04605	Supercontig_1.5	1011154	1011465	+	312	4670	702	5100	3846	3049	1730	5955	5300	3745	2406
CLUG_04606	Supercontig_1.5	1011632	1013701	+	2070	2974	461	1602	1251	2657	1908	1833	2235	2507	1813
CLUG_04607	Supercontig_1.5	1014022	1015872	+	1851	2789	324	2005	2537	2943	2555	1594	2215	2768	2306
CLUG_04608	Supercontig_1.5	1016004	1016339	-	336	4381	550	2886	2264	3976	2861	2832	3380	3556	2979
CLUG_04609	Supercontig_1.5	1016588	1017619	-	1032	1065	166	713	446	835	732	558	695	890	769
CLUG_04610	Supercontig_1.5	1018056	1018730	-	675	447	84	224	211	322	302	256	342	345	297
CLUG_04611	Supercontig_1.5	1018694	1020181	-	1488	803	95	369	286	536	579	398	502	541	534
CLUG_04612	Supercontig_1.5	1020319	1021125	-	807	442	67	150	166	336	279	291	349	348	244
CLUG_04613	Supercontig_1.5	1021833	1022414	-	582	1894	118	514	976	2225	3691	505	1285	1973	2236
CLUG_04614	Supercontig_1.5	1022954	1023274	-	321	808	33	144	314	806	1961	118	401	834	1076
CLUG_04615	Supercontig_1.5	1023738	1025126	+	1389	984	123	544	392	801	850	527	667	785	749
CLUG_04616	Supercontig_1.5	1025141	1025965	-	825	820	108	504	302	625	594	413	542	629	539
CLUG_04617	Supercontig_1.5	1026053	1027048	+	996	954	126	427	333	1025	762	479	679	882	640
CLUG_04618	Supercontig_1.5	1027073	1028239	-	1167	3748	518	2047	1588	4845	3861	2620	2719	3429	3014
CLUG_04619	Supercontig_1.5	1028494	1030284	-	1791	3965	561	2270	1818	3639	2972	2647	3066	3397	2496
CLUG_04620	Supercontig_1.5	1030520	1034011	-	3492	2747	394	1048	681	1845	1549	1197	1775	1944	1505
CLUG_04621	Supercontig_1.5	1034350	1034910	+	561	1061	164	572	361	897	855	472	695	814	747
CLUG_04622	Supercontig_1.5	1034388	1036016	-	1629	2332	319	1107	712	2034	1865	1012	1518	1797	1564
CLUG_04623	Supercontig_1.5	1036490	1037590	+	1101	367	70	221	101	455	465	160	322	478	437
CLUG_04624	Supercontig_1.5	1037723	1039756	-	2034	3423	435	2351	1864	2564	2672	1924	2526	2770	2461
CLUG_04625	Supercontig_1.5	1039701	1040822	-	1122	1137	156	627	520	759	867	640	831	871	770
CLUG_04626	Supercontig_1.5	1041264	1041467	-	204	234	33	95	102	150	156	133	188	192	134
CLUG_04627	Supercontig_1.5	1041548	1045444	-	3897	2463	359	866	1019	1447	1380	1464	1891	1758	1395
CLUG_04628	Supercontig_1.5	1045661	1046923	-	1263	9391	1164	7306	5812	6998	6409	5328	6788	6341	6946
CLUG_04629	Supercontig_1.5	1047203	1048852	-	1650	4558	536	2910	1960	4596	4746	2570	3275	3988	3762
CLUG_04630	Supercontig_1.5	1049360	1050313	+	954	2054	380	1943	1468	3976	3372	1672	1755	2961	2515
CLUG_04631	Supercontig_1.5	1050420	1050791	-	372	254	30	130	74	389	254	117	214	342	260
CLUG_04632	Supercontig_1.5	1050987	1051904	+	918	699	105	438	279	876	715	396	535	784	668
CLUG_04633	Supercontig_1.5	1051951	1054116	-	2166	1579	241	981	674	1793	1451	1043	1355	1712	1468
CLUG_04634	Supercontig_1.5	1054242	1054943	-	702	311	54	168	134	283	295	206	239	293	294
CLUG_04635	Supercontig_1.5	1055094	1057739	-	2646	9741	1071	3725	2717	8717	6863	4254	5868	8475	5729
CLUG_04636	Supercontig_1.5	1058878	1061115	+	2238	1437	197	553	251	1123	1180	637	893	1188	892
CLUG_04637	Supercontig_1.5	1060979	1062688	+	1710	1627	214	799	370	1450	1350	820	1056	1430	963
CLUG_04638	Supercontig_1.5	1062751	1064226	-	1476	1143	155	562	427	1067	836	570	705	961	775
CLUG_04639	Supercontig_1.5	1064534	1065400	+	867	1178	166	583	480	3582	3932	636	977	1934	1497
CLUG_04640	Supercontig_1.5	1065570	1066196	+	627	638	85	298	169	415	294	280	369	366	362
CLUG_04641	Supercontig_1.5	1067453	1068670	+	1218	2913	338	1468	1795	1740	1297	1911	2117	1930	1591
CLUG_04642	Supercontig_1.5	1069685	1071385	-	1701	11059	1913	7518	5027	14191	9618	8306	8514	10515	7590
CLUG_04643	Supercontig_1.5	1072150	1073031	+	882	2956	433	2362	1593	2844	2180	2006	2434	2226	2163
CLUG_04644	Supercontig_1.5	1073098	1075992	-	2895	12059	1750	8020	5342	12295	11685	8327	9966	12732	11548
CLUG_04645	Supercontig_1.5	1076647	1078101	+	1455	2067	363	1209	1121	5325	3326	1656	1687	4558	3165
CLUG_04646	Supercontig_1.5	1078607	1080463	+	1857	5252	771	4250	4284	10662	7377	5711	6226	6910	4319
CLUG_04647	Supercontig_1.5	1080521	1082299	-	1779	2055	317	1485	1397	2211	1518	1660	1813	1919	1498
CLUG_04648	Supercontig_1.5	1082767	1083867	-	1101	1049	161	659	418	1342	1351	645	1046	1495	1103
CLUG_04649	Supercontig_1.5	1084061	1084750	-	690	1766	239	1013	1024	1103	791	895	1246	1012	952
CLUG_04650	Supercontig_1.5	1084891	1085946	-	1056	217	38	121	99	125	114	111	166	141	125
CLUG_04651	Supercontig_1.5	1086032	1087429	-	1398	86	12	98	57	109	78	76	97	81	88
CLUG_04652	Supercontig_1.5	1087657	1089036	+	1380	871	118	339	203	1227	1161	365	663	996	716
CLUG_04653	Supercontig_1.5	1089272	1090216	-	945	366	46	166	88	300	205	161	220	242	221
CLUG_04654	Supercontig_1.5	1090597	1091895	+	1299	2767	316	1387	1249	3102	2899	1488	2061	2091	1679
CLUG_04655	Supercontig_1.5	1091936	1093510	-	1575	1962	271	1190	907	2823	3658	980	1448	2015	2054
CLUG_04656	Supercontig_1.5	1093841	1096486	+	2646	1141	135	492	316	1061	1070	471	786	1150	983
CLUG_04657	Supercontig_1.5	1096650	1097012	+	363	910	115	458	337	685	485	445	626	566	517
CLUG_04658	Supercontig_1.5	1097104	1098201	-	1098	1914	230	947	793	1564	1309	1050	1272	1407	1259
CLUG_04659	Supercontig_1.5	1098581	1100239	+	1659	3903	426	1710	2127	2833	2233	2099	2890	2450	2014
CLUG_04660	Supercontig_1.5	1100236	1101822	-	1587	865	87	401	518	737	445	523	681	605	406
CLUG_04661	Supercontig_1.5	1102547	1102828	-	282	348	49	135	118	269	213	149	229	299	224
CLUG_04662	Supercontig_1.5	1103086	1104336	+	1251	325	47	185	117	301	197	232	252	250	180
CLUG_04663	Supercontig_1.5	1104748	1106169	+	1422	899	116	552	352	650	434	478	585	582	534
CLUG_04664	Supercontig_1.5	1106453	1107091	+	639	6	0	5	11	2	11	6	6	2	0
CLUG_04665	Supercontig_1.5	1107243	1108355	+	1113	3183	400	1537	1370	3047	2599	1939	2462	2453	1968
CLUG_04666	Supercontig_1.5	1108183	1109157	+	975	3088	430	2089	1465	3195	2457	2151	2560	2746	2154
CLUG_04667	Supercontig_1.5	1109267	1110400	-	1134	2849	465	2653	1600	3445	2121	3734	3684	2895	1935
CLUG_04668	Supercontig_1.5	1111500	1112045	+	546	899	121	615	401	961	702	1230	1122	828	587
CLUG_04669	Supercontig_1.5	1111502	1111981	-	480	890	132	599	420	937	654	1261	1141	854	574
CLUG_04670	Supercontig_1.5	1113369	1114520	+	1152	835	98	608	555	939	667	691	794	668	594
CLUG_04671	Supercontig_1.5	1114512	1116932	-	2421	1768	274	1406	1011	1500	1194	1283	1531	1297	1157
CLUG_04672	Supercontig_1.5	1117456	1118724	+	1269	1008	162	661	541	907	648	668	810	928	716
CLUG_04673	Supercontig_1.5	1118936	1120117	-	1182	826	105	408	287	613	554	377	563	588	517
CLUG_04674	Supercontig_1.5	1120469	1121059	+	591	2777	374	1815	1397	3056	2604	1682	2143	2480	2414
CLUG_04675	Supercontig_1.5	1121249	1122433	-	1185	5224	792	3774	2706	5357	4445	3629	4094	4782	4555
CLUG_04676	Supercontig_1.5	1122390	1124108	-	1719	4461	584	2851	2163	4207	4265	2841	3492	3772	3969
CLUG_04677	Supercontig_1.5	1124658	1126457	+	1800	1990	226	1233	839	1972	1399	1187	1475	1816	1433
CLUG_04678	Supercontig_1.5	1126736	1128031	-	1296	2704	282	1361	990	2211	1926	1197	1950	2096	1777
CLUG_04679	Supercontig_1.5	1128998	1129936	-	939	972	162	790	505	1572	1280	738	680	1226	1205
CLUG_04680	Supercontig_1.5	1130542	1133259	+	2718	1092	171	889	551	1354	1012	1069	1167	1077	996
CLUG_04681	Supercontig_1.5	1133541	1135211	+	1671	9511	1520	7832	8130	10648	7807	9627	9707	10520	8248
CLUG_04682	Supercontig_1.5	1135390	1136097	-	708	313	54	155	123	439	255	184	231	310	277
CLUG_04683	Supercontig_1.5	1136481	1137632	+	1152	1749	219	1013	800	2050	1756	1240	1504	1777	1272
CLUG_04684	Supercontig_1.5	1137810	1138376	+	567	631	80	375	218	428	286	372	455	427	370
CLUG_04685	Supercontig_1.5	1137821	1138390	-	570	504	63	308	175	345	225	306	365	340	290
CLUG_04686	Supercontig_1.5	1138443	1142420	-	3978	14055	1820	6730	4809	9999	8949	7480	9919	10642	8360
CLUG_04687	Supercontig_1.5	1142941	1143795	-	855	2943	326	1848	2113	2735	2602	1843	2428	2347	2343
CLUG_04688	Supercontig_1.5	1144634	1146517	-	1884	1762	259	712	422	1603	1236	959	1198	1598	981
CLUG_04689	Supercontig_1.5	1149410	1150804	-	1395	12168	1985	8213	8787	8173	5068	12474	12198	11647	9292
CLUG_04690	Supercontig_1.5	1152460	1153812	+	1353	2553	340	1528	1130	2654	1912	1673	1931	2480	1816
CLUG_04691	Supercontig_1.5	1153958	1154581	+	624	14585	2139	11987	7717	29917	26887	11500	13183	21671	18279
CLUG_04692	Supercontig_1.5	1155482	1155757	+	276	851	133	541	333	1552	1149	514	828	1192	872
CLUG_04693	Supercontig_1.5	1156049	1157728	+	1680	6600	1002	4713	3962	8138	7670	5521	6370	6374	5426
CLUG_04694	Supercontig_1.5	1157894	1159627	-	1734	731	12	57	47	33	132	43	219	20	29
CLUG_04695	Supercontig_1.5	1160968	1163151	-	2184	960	140	435	238	661	833	398	616	771	668
CLUG_04696	Supercontig_1.5	1164498	1165991	+	1494	2229	243	948	634	1128	1317	1119	1677	1280	1281
CLUG_04697	Supercontig_1.5	1166763	1167560	+	798	978	121	2246	2480	1609	1541	1344	1553	1483	1770
CLUG_04698	Supercontig_1.5	1167974	1170301	+	2328	4537	688	3689	4797	4723	3088	3371	3369	4684	3397
CLUG_04699	Supercontig_1.5	1171082	1171846	-	765	236	28	119	123	202	137	160	167	185	152
CLUG_04700	Supercontig_1.5	1171812	1172717	+	906	1309	218	756	647	1470	1314	981	1178	1494	1094
CLUG_04701	Supercontig_1.5	1173248	1175197	+	1950	4066	550	2606	2003	5826	5759	2861	3619	5164	4539
CLUG_04702	Supercontig_1.5	1175607	1176086	+	480	1737	221	1246	869	2255	2258	1119	1383	2145	2085
CLUG_04703	Supercontig_1.5	1176189	1177181	+	993	1910	217	1276	1223	2098	1550	1160	1527	1783	1424
CLUG_04704	Supercontig_1.5	1177267	1178256	-	990	2483	273	1897	1102	4110	4415	1476	2137	3828	3541
CLUG_04705	Supercontig_1.5	1178884	1179615	+	732	1317	182	1103	669	1701	1391	778	1118	1401	1168
CLUG_04706	Supercontig_1.5;Supercontig_1.5	1179666;1180555	1180232;1180851	-;-	864	1972	234	1006	659	2276	2235	795	1450	1981	1831
CLUG_04707	Supercontig_1.5	1180522	1183632	-	3111	4697	568	2740	2353	3341	3200	2697	3638	3746	3337
CLUG_04708	Supercontig_1.5	1184201	1184545	-	345	281	45	196	62	405	325	189	236	279	258
CLUG_04709	Supercontig_1.5	1184987	1186453	+	1467	1194	104	345	197	1110	1031	343	661	997	733
CLUG_04710	Supercontig_1.5	1186831	1189599	+	2769	3614	458	1273	1338	2761	2390	1510	2319	2984	2094
CLUG_04711	Supercontig_1.5	1190410	1191384	+	975	1656	252	945	749	4153	4823	811	1194	2394	2201
CLUG_04712	Supercontig_1.5	1191569	1192897	-	1329	2977	423	1864	1417	2666	2384	1787	2206	2354	2427
CLUG_04713	Supercontig_1.5	1193001	1193636	+	636	854	108	303	288	930	716	417	565	772	584
CLUG_04714	Supercontig_1.5	1194361	1194612	-	252	11	3	9	13	26	27	8	6	15	10
CLUG_04715	Supercontig_1.5	1195169	1197052	+	1884	2702	275	1278	886	2022	1691	1381	1859	1912	1490
CLUG_04716	Supercontig_1.5	1197128	1197868	-	741	1181	163	712	490	3113	3469	707	997	1836	1520
CLUG_04717	Supercontig_1.5	1198167	1199957	-	1791	1908	192	678	509	616	511	649	915	689	624
CLUG_04718	Supercontig_1.5	1201416	1202279	-	864	1112	205	748	520	1568	1559	804	1173	1543	1150
CLUG_04719	Supercontig_1.5	1204016	1208038	+	4023	2254	349	951	800	1336	1149	1460	1650	1812	1368
CLUG_04720	Supercontig_1.5	1205995	1206585	-	591	362	60	127	130	203	150	209	225	212	175
CLUG_04721	Supercontig_1.5	1208154	1211861	+	3708	4082	656	3424	2220	3073	2854	3158	3183	3305	2977
CLUG_04722	Supercontig_1.5	1209509	1209967	-	459	483	76	336	244	319	312	382	376	376	300
CLUG_04723	Supercontig_1.5	1211948	1212715	-	768	286	41	160	109	239	155	113	157	213	164
CLUG_04724	Supercontig_1.5	1212850	1215621	-	2772	2480	329	1336	1314	1860	1488	1595	1969	2041	1756
CLUG_04725	Supercontig_1.5	1216529	1219723	+	3195	3979	524	2181	1607	3080	2698	2242	2712	3074	2637
CLUG_04726	Supercontig_1.5	1221276	1222556	+	1281	2903	431	1720	1434	4035	3155	1939	2188	3243	2654
CLUG_04727	Supercontig_1.5	1222666	1223073	-	408	458	70	315	399	710	513	334	387	529	443
CLUG_04728	Supercontig_1.5	1223781	1224392	+	612	1763	230	1286	1662	1740	1626	1119	1479	1845	1761
CLUG_04729	Supercontig_1.5	1224488	1227424	-	2937	3742	504	1902	1478	3474	3195	2004	2549	3305	2833
CLUG_04730	Supercontig_1.5	1227813	1228682	-	870	6324	935	6756	7546	1552	922	6170	6724	3276	3516
CLUG_04731	Supercontig_1.5	1229782	1230639	+	858	2480	404	2336	2528	2449	1677	2360	2222	2467	2519
CLUG_04732	Supercontig_1.5	1232079	1233014	+	936	3828	625	4180	3741	1735	1370	4245	3027	3208	4802
CLUG_04733	Supercontig_1.5	1233771	1234967	-	1197	4231	549	795	475	5453	4904	1494	2526	4811	3392
CLUG_04734	Supercontig_1.5	1235029	1235523	+	495	0	1	5	0	3	1	3	0	1	0
CLUG_04735	Supercontig_1.5	1235770	1237710	+	1941	3900	518	2328	2542	3424	2909	2327	2852	3510	2599
CLUG_04736	Supercontig_1.5	1237841	1238761	-	921	14321	2240	17255	20186	13242	10787	13014	12264	14788	10737
CLUG_04737	Supercontig_1.5	1239442	1242366	+	2925	4709	728	2778	3054	4586	3228	3545	4175	4814	3198
CLUG_04738	Supercontig_1.5	1242425	1242877	-	453	1873	315	2324	2032	3353	1896	1658	1590	2098	1377
CLUG_04739	Supercontig_1.5	1242883	1243770	-	888	2786	396	3225	3002	4572	3179	2347	2237	2827	2146
CLUG_04740	Supercontig_1.5	1244304	1244669	-	366	135	14	108	59	128	68	59	61	80	73
CLUG_04741	Supercontig_1.5	1245442	1247637	-	2196	2552	373	1859	1828	2346	1914	1952	2129	2240	1755
CLUG_04742	Supercontig_1.5	1247857	1252953	-	5097	6105	847	2959	2388	4650	3855	3515	4302	4820	3586
CLUG_04743	Supercontig_1.5	1253102	1254493	-	1392	848	161	491	437	1118	846	651	655	954	814
CLUG_04744	Supercontig_1.5	1255121	1258366	+	3246	9129	1451	6792	5170	11546	13082	7804	7647	10011	10813
CLUG_04745	Supercontig_1.5	1258414	1261428	-	3015	1673	256	1095	735	1687	1640	1006	1286	1820	1472
CLUG_04746	Supercontig_1.5	1261686	1262708	-	1023	5879	826	3485	2652	5131	4025	3104	3876	4417	3527
CLUG_04747	Supercontig_1.5	1264051	1267455	+	3405	43	5	23	18	4	0	20	23	14	22
CLUG_04748	Supercontig_1.5	1267907	1269055	-	1149	725	110	295	300	776	1041	329	570	728	1759
CLUG_04749	Supercontig_1.5	1270142	1270966	+	825	2135	251	894	884	2217	1825	999	1514	1909	1328
CLUG_04750	Supercontig_1.5	1271375	1272322	-	948	645	72	283	172	728	761	223	378	610	534
CLUG_04751	Supercontig_1.5	1273136	1276888	+	3753	3117	421	1869	1752	2181	2480	2449	3046	2959	2931
CLUG_04752	Supercontig_1.5	1277487	1278605	+	1119	12869	1955	7545	5365	9498	7325	8704	9609	9568	8101
CLUG_04753	Supercontig_1.5	1277786	1278337	-	552	6341	976	3810	2683	4555	3727	4515	4960	4810	4086
CLUG_04754	Supercontig_1.5	1278870	1279091	-	222	1097	145	664	593	1077	1150	552	854	966	1037
CLUG_04755	Supercontig_1.5	1279090	1280538	+	1449	645	115	677	491	1110	1255	513	576	736	870
CLUG_04756	Supercontig_1.5	1279996	1280550	-	555	344	59	342	231	636	618	253	275	386	438
CLUG_04757	Supercontig_1.5	1281502	1282815	+	1314	2030	289	1103	849	2334	1552	1289	1514	1855	1543
CLUG_04758	Supercontig_1.5	1282867	1283949	-	1083	1776	213	900	661	1608	1226	951	1271	1418	1126
CLUG_04759	Supercontig_1.5	1284801	1285787	-	987	741	110	723	692	889	739	708	775	971	831
CLUG_04760	Supercontig_1.5	1286000	1286314	-	315	315	43	288	253	358	309	219	272	296	294
CLUG_04761	Supercontig_1.5	1287335	1288438	+	1104	1615	195	1111	996	1632	1349	1065	1386	1533	1324
CLUG_04762	Supercontig_1.5	1289206	1290558	-	1353	615	72	276	224	628	829	252	395	560	705
CLUG_04763	Supercontig_1.5	1291738	1293555	-	1818	4795	646	2918	2866	3432	2834	3275	4087	3757	3494
CLUG_04764	Supercontig_1.5	1294719	1295987	-	1269	2016	339	3464	2780	1865	1478	2648	2527	2152	2160
CLUG_04765	Supercontig_1.5	1296803	1297960	+	1158	1901	271	2046	1434	4055	3573	1749	1972	2987	2391
CLUG_04766	Supercontig_1.5	1298104	1300113	+	2010	2741	383	1641	1349	2728	2357	1851	2303	2726	2134
CLUG_04767	Supercontig_1.5	1300540	1301121	+	582	557	81	371	224	353	301	332	398	400	343
