# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U5C_benomyl.r2.gsnap_reads.tab" "-F" "GTF" "aln/U5C_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U5C_benomyl.r2.gsnap.bam
CLUG_04771	Supercontig_1.5	1306532	1307938	-	1407	7613
CLUG_04772	Supercontig_1.5	1308855	1310339	+	1485	43
CLUG_04773	Supercontig_1.5	1310401	1311150	-	750	49
CLUG_04774	Supercontig_1.5	1311615	1312214	+	600	75
CLUG_04775	Supercontig_1.5	1312251	1316111	-	3861	150
CLUG_04776	Supercontig_1.5	1317416	1318630	+	1215	2084
CLUG_04777	Supercontig_1.5	1318832	1319689	-	858	3099
CLUG_04778	Supercontig_1.5	1320020	1322920	-	2901	443
CLUG_04779	Supercontig_1.5	1325893	1331187	+	5295	5969
CLUG_04780	Supercontig_1.5	1331332	1332531	+	1200	4868
CLUG_04781	Supercontig_1.5	1333525	1334976	-	1452	404
CLUG_04782	Supercontig_1.5	1335733	1336392	-	660	4998
CLUG_04783	Supercontig_1.5	1337468	1338292	+	825	53
CLUG_04784	Supercontig_1.5	1338933	1340570	+	1638	176
CLUG_04785	Supercontig_1.5	1341096	1341407	-	312	661
CLUG_04786	Supercontig_1.5	1342562	1342984	+	423	172
CLUG_04787	Supercontig_1.5	1343076	1343912	-	837	38
CLUG_04788	Supercontig_1.5	1344767	1345849	-	1083	16
CLUG_04789	Supercontig_1.5	1347463	1348596	+	1134	738
CLUG_04790	Supercontig_1.5	1350347	1352080	+	1734	19
CLUG_04791	Supercontig_1.5	1353132	1354868	+	1737	48
CLUG_04792	Supercontig_1.5	1355833	1357605	+	1773	74
CLUG_04793	Supercontig_1.5	1358547	1359992	-	1446	406
CLUG_04794	Supercontig_1.5	1360287	1361018	-	732	574
CLUG_04795	Supercontig_1.5	1361102	1361947	-	846	15
CLUG_04796	Supercontig_1.5	1362257	1362970	+	714	18
CLUG_04797	Supercontig_1.5	1363980	1365770	+	1791	865
CLUG_04798	Supercontig_1.5	1366210	1367400	-	1191	283
CLUG_04799	Supercontig_1.5	1369257	1370645	+	1389	41
CLUG_04800	Supercontig_1.5	1371162	1373159	+	1998	214
CLUG_04801	Supercontig_1.5	1374596	1376524	+	1929	80
CLUG_04802	Supercontig_1.5	1376591	1379269	-	2679	699
CLUG_04803	Supercontig_1.5	1379742	1379984	+	243	283
CLUG_04804	Supercontig_1.5	1380642	1381964	-	1323	202
CLUG_04805	Supercontig_1.5	1382264	1383406	+	1143	20
CLUG_04806	Supercontig_1.5	1384408	1386858	+	2451	256
CLUG_04807	Supercontig_1.5	1387161	1389023	+	1863	180
CLUG_04808	Supercontig_1.5	1389244	1389831	-	588	600
CLUG_04809	Supercontig_1.5	1390257	1391282	+	1026	169
CLUG_04810	Supercontig_1.5	1391857	1392831	-	975	777
CLUG_04811	Supercontig_1.5	1393102	1395879	+	2778	209
CLUG_04812	Supercontig_1.5	1396360	1398087	+	1728	347
CLUG_04813	Supercontig_1.5	1398537	1403243	+	4707	5314
CLUG_04814	Supercontig_1.5	1403450	1404679	+	1230	5676
CLUG_04815	Supercontig_1.5	1405416	1406909	-	1494	8097
CLUG_04816	Supercontig_1.5	1407171	1408157	-	987	2879
CLUG_04817	Supercontig_1.5	1408439	1419547	-	11109	4233
CLUG_04818	Supercontig_1.5	1419887	1421122	+	1236	465
CLUG_04819	Supercontig_1.5	1421293	1422117	-	825	1064
CLUG_04820	Supercontig_1.5	1423113	1424168	-	1056	1177
CLUG_04821	Supercontig_1.5	1425166	1426275	-	1110	425
CLUG_04822	Supercontig_1.5	1426406	1427314	+	909	588
CLUG_04823	Supercontig_1.5	1426669	1427220	-	552	405
CLUG_04824	Supercontig_1.5	1427794	1430052	+	2259	621
CLUG_04825	Supercontig_1.5	1431172	1432752	+	1581	52
CLUG_04826	Supercontig_1.5	1432907	1436869	+	3963	486
CLUG_04827	Supercontig_1.5	1437000	1437503	+	504	1235
CLUG_04828	Supercontig_1.5	1438033	1441272	-	3240	823
CLUG_04829	Supercontig_1.5	1442818	1443534	+	717	4777
CLUG_04830	Supercontig_1.5	1443867	1445798	-	1932	954
CLUG_04831	Supercontig_1.5	1445870	1448047	-	2178	2424
CLUG_04832	Supercontig_1.5	1448834	1449667	-	834	73
CLUG_04833	Supercontig_1.5	1449726	1450190	-	465	27
CLUG_04834	Supercontig_1.5	1450319	1451998	-	1680	63
CLUG_04835	Supercontig_1.5	1452554	1453744	+	1191	42
CLUG_04836	Supercontig_1.5	1453686	1454495	+	810	78
CLUG_04837	Supercontig_1.5	1454510	1455328	-	819	52
CLUG_04838	Supercontig_1.6	673	1374	-	702	41
CLUG_04839	Supercontig_1.6	2776	3921	-	1146	13
CLUG_04840	Supercontig_1.6	4879	5781	-	903	2
CLUG_04841	Supercontig_1.6	8130	8984	-	855	9
CLUG_04842	Supercontig_1.6	13613	14752	-	1140	5
CLUG_04843	Supercontig_1.6	14980	15459	-	480	14
CLUG_04844	Supercontig_1.6	18352	20460	-	2109	460
CLUG_04845	Supercontig_1.6	23494	28680	-	5187	694
CLUG_04846	Supercontig_1.6	25872	27869	-	1998	0
CLUG_04847	Supercontig_1.6	33948	35582	-	1635	160
CLUG_04848	Supercontig_1.6	37769	38809	-	1041	411
CLUG_04849	Supercontig_1.6	39270	39962	+	693	141
CLUG_04850	Supercontig_1.6	42381	45407	+	3027	419
CLUG_04851	Supercontig_1.6	47321	48934	+	1614	209
CLUG_04852	Supercontig_1.6	49959	50510	-	552	935
CLUG_04853	Supercontig_1.6	50902	53148	-	2247	1986
CLUG_04854	Supercontig_1.6	53164	55161	-	1998	365
CLUG_04855	Supercontig_1.6	57107	58504	+	1398	757
CLUG_04856	Supercontig_1.6	58750	59463	-	714	767
CLUG_04857	Supercontig_1.6	59987	61435	+	1449	161
CLUG_04858	Supercontig_1.6	61615	62097	-	483	108
CLUG_04859	Supercontig_1.6	62180	62719	-	540	63
CLUG_04860	Supercontig_1.6	63586	66657	-	3072	2451
CLUG_04861	Supercontig_1.6	67538	68533	-	996	4680
CLUG_04862	Supercontig_1.6	67727	68551	+	825	3932
CLUG_04863	Supercontig_1.6	69350	71185	+	1836	1623
CLUG_04864	Supercontig_1.6	72707	74518	+	1812	42025
CLUG_04865	Supercontig_1.6	76090	77820	+	1731	13087
CLUG_04866	Supercontig_1.6	78502	81159	-	2658	141
CLUG_04867	Supercontig_1.6	82005	83021	+	1017	1
CLUG_04868	Supercontig_1.6	82084	86571	+	4488	144
CLUG_04869	Supercontig_1.6	82950	83693	-	744	12
CLUG_04870	Supercontig_1.6	87223	88221	+	999	513
CLUG_04871	Supercontig_1.6	89147	89734	-	588	9
CLUG_04872	Supercontig_1.6	89157	89822	+	666	15
CLUG_04873	Supercontig_1.6	90431	92812	+	2382	44
CLUG_04874	Supercontig_1.6	92998	93333	-	336	197
CLUG_04875	Supercontig_1.6	93515	95878	+	2364	248
CLUG_04876	Supercontig_1.6	97307	100351	+	3045	996
CLUG_04877	Supercontig_1.6	101030	103705	+	2676	1522
CLUG_04878	Supercontig_1.6	104797	106191	-	1395	30
CLUG_04879	Supercontig_1.6	106508	107953	+	1446	417
CLUG_04880	Supercontig_1.6	108705	109121	+	417	251
CLUG_04881	Supercontig_1.6	110950	112134	-	1185	273
CLUG_04882	Supercontig_1.6	111013	112263	+	1251	271
CLUG_04883	Supercontig_1.6	112769	113236	-	468	33
CLUG_04884	Supercontig_1.6	114315	116570	+	2256	91
CLUG_04885	Supercontig_1.6	114360	116582	-	2223	86
CLUG_04886	Supercontig_1.6	119645	120181	+	537	46
CLUG_04887	Supercontig_1.6	120314	120766	-	453	24413
CLUG_04888	Supercontig_1.6	122671	123360	+	690	15595
CLUG_04889	Supercontig_1.6	125171	125836	+	666	898
CLUG_04890	Supercontig_1.6	126959	130354	+	3396	1919
CLUG_04891	Supercontig_1.6	131248	131877	+	630	0
CLUG_04892	Supercontig_1.6	132627	133379	+	753	0
CLUG_04893	Supercontig_1.6	134633	137350	+	2718	4541
CLUG_04894	Supercontig_1.6	137424	138791	-	1368	1637
CLUG_04895	Supercontig_1.6	140112	141098	+	987	543
CLUG_04896	Supercontig_1.6	143102	143968	+	867	3106
CLUG_04897	Supercontig_1.6	146532	147380	+	849	437
CLUG_04898	Supercontig_1.6	148021	149259	-	1239	25396
CLUG_04899	Supercontig_1.6	151548	152771	-	1224	9193
CLUG_04900	Supercontig_1.6	153618	154115	-	498	1115
CLUG_04901	Supercontig_1.6	154491	155081	-	591	2032
CLUG_04902	Supercontig_1.6	157567	158946	+	1380	725
CLUG_04903	Supercontig_1.6	159886	161007	+	1122	3401
CLUG_04904	Supercontig_1.6	161648	163576	+	1929	65
CLUG_04905	Supercontig_1.6	163768	167127	-	3360	221
CLUG_04906	Supercontig_1.6	168022	169170	+	1149	33220
CLUG_04907	Supercontig_1.6	169647	170378	-	732	93
CLUG_04908	Supercontig_1.6	169890	170369	+	480	56
CLUG_04909	Supercontig_1.6	172822	174534	-	1713	499
CLUG_04910	Supercontig_1.6	173122	174498	+	1377	444
CLUG_04911	Supercontig_1.6	176492	182452	-	5961	230
CLUG_04912	Supercontig_1.6	184544	185773	-	1230	90
CLUG_04913	Supercontig_1.6	184808	185404	+	597	10
CLUG_04914	Supercontig_1.6	184905	185372	+	468	0
CLUG_04915	Supercontig_1.6	188108	189724	-	1617	2483
CLUG_04916	Supercontig_1.6	190698	191168	-	471	375
CLUG_04917	Supercontig_1.6	190732	191244	+	513	393
CLUG_04918	Supercontig_1.6	191570	193354	-	1785	186
CLUG_04919	Supercontig_1.6	193909	196368	-	2460	194
CLUG_04920	Supercontig_1.6	197828	200389	+	2562	105
CLUG_04921	Supercontig_1.6	198792	199289	+	498	0
CLUG_04922	Supercontig_1.6	200484	202157	+	1674	221
CLUG_04923	Supercontig_1.6	202174	202641	-	468	136
CLUG_04924	Supercontig_1.6	202826	205609	-	2784	234
CLUG_04925	Supercontig_1.6	206185	207399	-	1215	1527
CLUG_04926	Supercontig_1.6	208512	210101	+	1590	3884
CLUG_04927	Supercontig_1.6	208614	210104	-	1491	3683
CLUG_04928	Supercontig_1.6	212006	213568	-	1563	2121
CLUG_04929	Supercontig_1.6	215281	216090	+	810	681
CLUG_04930	Supercontig_1.6	215520	216005	-	486	343
CLUG_04931	Supercontig_1.6	217836	219599	-	1764	2132
CLUG_04932	Supercontig_1.6	218130	219707	+	1578	2092
CLUG_04933	Supercontig_1.6	220762	221811	+	1050	3132
CLUG_04934	Supercontig_1.6	222953	224347	+	1395	953
CLUG_04935	Supercontig_1.6	225823	227250	+	1428	51
CLUG_04936	Supercontig_1.6	226279	227535	-	1257	108
CLUG_04937	Supercontig_1.6	227282	227677	+	396	123
CLUG_04938	Supercontig_1.6	228487	232131	-	3645	1529
CLUG_04939	Supercontig_1.6	233323	235032	-	1710	1234
CLUG_04940	Supercontig_1.6	236417	236869	-	453	9
CLUG_04941	Supercontig_1.6	236551	237189	-	639	19
CLUG_04942	Supercontig_1.6	237473	239224	-	1752	442
CLUG_04943	Supercontig_1.6	237892	238356	-	465	0
CLUG_04944	Supercontig_1.6	237938	238663	+	726	203
CLUG_04945	Supercontig_1.6	241508	242107	+	600	256
CLUG_04946	Supercontig_1.6	242230	242721	-	492	159
CLUG_04947	Supercontig_1.6	243145	244257	+	1113	353
CLUG_04948	Supercontig_1.6	243343	244434	-	1092	340
CLUG_04949	Supercontig_1.6	244524	245018	+	495	492
CLUG_04950	Supercontig_1.6	244626	245150	-	525	488
CLUG_04951	Supercontig_1.6	246238	247257	-	1020	98
CLUG_04952	Supercontig_1.6	248127	250409	+	2283	427
CLUG_04953	Supercontig_1.6	251558	253195	+	1638	104
CLUG_04954	Supercontig_1.6	253325	254020	-	696	2849
CLUG_04955	Supercontig_1.6	254130	255746	-	1617	313
CLUG_04956	Supercontig_1.6	256941	257420	+	480	4496
CLUG_04957	Supercontig_1.6	256983	257306	-	324	3331
CLUG_04958	Supercontig_1.6	257515	259467	-	1953	13733
CLUG_04959	Supercontig_1.6	260220	263486	+	3267	418
CLUG_04960	Supercontig_1.6	263633	266110	+	2478	4162
CLUG_04961	Supercontig_1.6	268047	269711	+	1665	1603
CLUG_04962	Supercontig_1.6	270080	271129	+	1050	33076
CLUG_04963	Supercontig_1.6	271248	272189	+	942	8068
CLUG_04964	Supercontig_1.6	272827	273138	+	312	3862
CLUG_04965	Supercontig_1.6	273250	274062	-	813	547
CLUG_04966	Supercontig_1.6	274959	278060	+	3102	3548
CLUG_04967	Supercontig_1.6	282980	283528	-	549	110
CLUG_04968	Supercontig_1.6	285264	285992	+	729	3630
CLUG_04969	Supercontig_1.6	286360	287322	+	963	529
CLUG_04970	Supercontig_1.6	287663	288451	+	789	712
CLUG_04971	Supercontig_1.6	288569	289690	-	1122	5296
CLUG_04972	Supercontig_1.6	290908	291690	+	783	16266
CLUG_04973	Supercontig_1.6	291800	294859	-	3060	5134
CLUG_04974	Supercontig_1.6	295080	297254	-	2175	2326
CLUG_04975	Supercontig_1.6	297784	298959	-	1176	3327
CLUG_04976	Supercontig_1.6	299217	300068	-	852	532
CLUG_04977	Supercontig_1.6	300824	302161	+	1338	5255
CLUG_04978	Supercontig_1.6	302380	303495	+	1116	1335
CLUG_04979	Supercontig_1.6	304703	305386	+	684	2137
CLUG_04980	Supercontig_1.6	305778	307145	-	1368	804
CLUG_04981	Supercontig_1.6	308717	310366	+	1650	767
CLUG_04982	Supercontig_1.6	310873	311514	+	642	315
CLUG_04983	Supercontig_1.6	310933	311526	-	594	234
CLUG_04984	Supercontig_1.6	312578	313660	+	1083	824
CLUG_04985	Supercontig_1.6	314240	316177	-	1938	2227
CLUG_04986	Supercontig_1.6	316867	317184	-	318	29
CLUG_04987	Supercontig_1.6	316884	317381	+	498	51
CLUG_04988	Supercontig_1.6	317439	323195	+	5757	686
CLUG_04989	Supercontig_1.6	323289	328568	-	5280	2148
CLUG_04990	Supercontig_1.6	330304	331479	+	1176	5239
CLUG_04991	Supercontig_1.6	332866	333885	+	1020	127
CLUG_04992	Supercontig_1.6	336441	338429	-	1989	962
CLUG_04993	Supercontig_1.6	339231	339932	-	702	48
CLUG_04994	Supercontig_1.6	340741	344832	-	4092	1070
CLUG_04995	Supercontig_1.6	346796	348211	+	1416	5072
CLUG_04996	Supercontig_1.6	346850	348178	-	1329	4805
CLUG_04997	Supercontig_1.6	349167	350123	+	957	158
CLUG_04998	Supercontig_1.6	350909	351547	+	639	243
CLUG_04999	Supercontig_1.6	351053	351586	-	534	237
CLUG_05000	Supercontig_1.6	352135	352860	-	726	3663
CLUG_05001	Supercontig_1.6	353588	353863	-	276	814
CLUG_05002	Supercontig_1.6	355269	356939	+	1671	1553
CLUG_05003	Supercontig_1.6	357509	359584	+	2076	700
CLUG_05004	Supercontig_1.6	361069	361779	+	711	13772
CLUG_05005	Supercontig_1.6	363279	363998	+	720	2519
CLUG_05006	Supercontig_1.6	365044	365811	+	768	175
CLUG_05007	Supercontig_1.6	366831	368375	-	1545	44
CLUG_05008	Supercontig_1.6	369526	371013	-	1488	100
CLUG_05009	Supercontig_1.6	372102	373535	-	1434	0
CLUG_05010	Supercontig_1.6	374855	376708	+	1854	381
CLUG_05011	Supercontig_1.6	377280	378374	+	1095	1207
CLUG_05012	Supercontig_1.6	379144	380805	-	1662	1965
CLUG_05013	Supercontig_1.6	383182	384135	-	954	299
CLUG_05014	Supercontig_1.6	383224	384090	+	867	301
CLUG_05015	Supercontig_1.6	384506	385042	-	537	497
CLUG_05016	Supercontig_1.6	384740	385207	+	468	294
CLUG_05017	Supercontig_1.6	385315	386562	+	1248	249
CLUG_05018	Supercontig_1.6	387070	387789	-	720	35
CLUG_05019	Supercontig_1.6	388932	389666	+	735	1159
CLUG_05020	Supercontig_1.6	391518	392435	+	918	107
CLUG_05021	Supercontig_1.6	392998	393717	+	720	1393
CLUG_05022	Supercontig_1.6	394914	397973	-	3060	485
CLUG_05023	Supercontig_1.6	398844	400085	-	1242	95
CLUG_05024	Supercontig_1.6	400667	401932	-	1266	598
CLUG_05025	Supercontig_1.6	402929	404197	+	1269	990
CLUG_05026	Supercontig_1.6	403597	404067	-	471	491
CLUG_05027	Supercontig_1.6	405195	405752	-	558	1855
CLUG_05028	Supercontig_1.6	407174	407743	+	570	1461
CLUG_05029	Supercontig_1.6	407246	407749	-	504	1430
CLUG_05030	Supercontig_1.6	409521	410807	-	1287	32263
CLUG_05031	Supercontig_1.6	412147	412905	-	759	139
CLUG_05032	Supercontig_1.6	413635	416373	-	2739	412
CLUG_05033	Supercontig_1.6	419105	420085	-	981	48
CLUG_05034	Supercontig_1.6	419126	419923	+	798	47
CLUG_05035	Supercontig_1.6	420480	421340	-	861	26
CLUG_05036	Supercontig_1.6	423486	425408	+	1923	264
CLUG_05037	Supercontig_1.6	425512	426408	+	897	1456
CLUG_05038	Supercontig_1.6	428087	431770	+	3684	663
CLUG_05039	Supercontig_1.6	431855	432880	-	1026	1939
CLUG_05040	Supercontig_1.6	433601	436927	+	3327	309
CLUG_05041	Supercontig_1.6	438118	439170	-	1053	5
CLUG_05042	Supercontig_1.6	438167	441139	+	2973	153
CLUG_05043	Supercontig_1.6	438281	439144	-	864	0
CLUG_05044	Supercontig_1.6	439154	439903	-	750	48
CLUG_05045	Supercontig_1.6	439377	439970	+	594	0
CLUG_05046	Supercontig_1.6	441467	443131	-	1665	150
CLUG_05047	Supercontig_1.6	444948	447077	+	2130	91
CLUG_05048	Supercontig_1.6	447207	449069	-	1863	6006
CLUG_05049	Supercontig_1.6	448095	449285	+	1191	2914
CLUG_05050	Supercontig_1.6	450902	452650	-	1749	1531
CLUG_05051	Supercontig_1.6	454378	456549	+	2172	244
CLUG_05052	Supercontig_1.6	458788	459462	+	675	250
CLUG_05053	Supercontig_1.6	460139	461725	-	1587	17890
CLUG_05054	Supercontig_1.6	462089	463690	-	1602	12601
CLUG_05055	Supercontig_1.6	464280	465806	-	1527	586
CLUG_05056	Supercontig_1.6	468083	469639	+	1557	296
CLUG_05057	Supercontig_1.6	470411	471937	-	1527	31864
CLUG_05058	Supercontig_1.6	470417	471844	+	1428	30898
CLUG_05059	Supercontig_1.6	472222	474747	-	2526	441
CLUG_05060	Supercontig_1.6	475500	477050	-	1551	211
CLUG_05061	Supercontig_1.6	478621	479112	-	492	663
CLUG_05062	Supercontig_1.6	480472	481008	-	537	525
CLUG_05063	Supercontig_1.6	482128	482823	+	696	329
CLUG_05064	Supercontig_1.6	482641	483147	-	507	237
CLUG_05065	Supercontig_1.6	482720	483934	+	1215	586
CLUG_05066	Supercontig_1.6	484210	484923	-	714	2771
CLUG_05067	Supercontig_1.6	485455	485853	-	399	237
CLUG_05068	Supercontig_1.6	486944	488143	-	1200	367
CLUG_05069	Supercontig_1.6	489095	489682	-	588	666
CLUG_05070	Supercontig_1.6	489975	492599	-	2625	4002
CLUG_05071	Supercontig_1.6	492885	493865	-	981	711
CLUG_05072	Supercontig_1.6	494204	494797	+	594	81
CLUG_05073	Supercontig_1.6	495897	496643	-	747	10771
CLUG_05074	Supercontig_1.6	497796	498836	-	1041	99
CLUG_05075	Supercontig_1.6	499255	500202	-	948	505
CLUG_05076	Supercontig_1.6	500309	501628	-	1320	668
CLUG_05077	Supercontig_1.6	502522	503211	-	690	818
CLUG_05078	Supercontig_1.6	504095	504940	+	846	1872
CLUG_05079	Supercontig_1.6	504112	505113	-	1002	1957
CLUG_05080	Supercontig_1.6	506415	508025	-	1611	440
CLUG_05081	Supercontig_1.6	509128	510030	+	903	92
CLUG_05082	Supercontig_1.6	511017	512126	-	1110	80
CLUG_05083	Supercontig_1.6	511732	512538	-	807	47
CLUG_05084	Supercontig_1.6	513535	515595	-	2061	796
CLUG_05085	Supercontig_1.6	515760	517904	+	2145	1648
CLUG_05086	Supercontig_1.6	518402	519754	+	1353	553
CLUG_05087	Supercontig_1.6	520166	521404	-	1239	477
CLUG_05088	Supercontig_1.6	525577	526497	+	921	423
CLUG_05089	Supercontig_1.6	527033	527668	-	636	103
CLUG_05090	Supercontig_1.6	528669	529760	+	1092	154
CLUG_05091	Supercontig_1.6	530195	530821	+	627	118
CLUG_05092	Supercontig_1.6	530968	532122	-	1155	41
CLUG_05093	Supercontig_1.6	531117	532280	+	1164	222
CLUG_05094	Supercontig_1.6	531198	532331	-	1134	20
CLUG_05095	Supercontig_1.6	533127	533585	+	459	78
CLUG_05096	Supercontig_1.6	535597	539367	-	3771	812
CLUG_05097	Supercontig_1.6	540184	541143	+	960	4845
CLUG_05098	Supercontig_1.6	540348	541022	-	675	4759
CLUG_05099	Supercontig_1.6	541314	542369	-	1056	842
CLUG_05100	Supercontig_1.6	543340	544593	-	1254	12658
CLUG_05101	Supercontig_1.6	543433	544557	+	1125	11032
CLUG_05102	Supercontig_1.6	546008	546595	-	588	20844
CLUG_05103	Supercontig_1.6	547575	549071	+	1497	4092
CLUG_05104	Supercontig_1.6	549697	550896	-	1200	12756
CLUG_05105	Supercontig_1.6	551844	553976	-	2133	168
CLUG_05106	Supercontig_1.6	555454	557604	+	2151	1389
CLUG_05107	Supercontig_1.6	558323	558931	-	609	686
CLUG_05108	Supercontig_1.6	558381	558920	+	540	699
CLUG_05109	Supercontig_1.6	559977	560972	+	996	330
CLUG_05110	Supercontig_1.6	561209	562684	-	1476	1234
CLUG_05111	Supercontig_1.6	561420	561872	+	453	412
CLUG_05112	Supercontig_1.6	563222	564538	-	1317	9710
CLUG_05113	Supercontig_1.6	565600	566304	+	705	1845
CLUG_05114	Supercontig_1.6	566768	567997	-	1230	5927
CLUG_05115	Supercontig_1.6	567999	568490	-	492	506
CLUG_05116	Supercontig_1.6	568731	569390	-	660	277
CLUG_05117	Supercontig_1.6	568788	569324	+	537	273
CLUG_05118	Supercontig_1.6	570496	571476	-	981	214
CLUG_05119	Supercontig_1.6	572297	573649	-	1353	396
CLUG_05120	Supercontig_1.6	574546	575649	-	1104	2057
CLUG_05121	Supercontig_1.6	577317	578387	-	1071	7407
CLUG_05122	Supercontig_1.6	579201	581531	-	2331	1837
CLUG_05123	Supercontig_1.6	583574	586912	-	3339	5867
CLUG_05124	Supercontig_1.6	587712	588242	+	531	1796
CLUG_05125	Supercontig_1.6	588719	590524	-	1806	7486
CLUG_05126	Supercontig_1.6	592712	593608	+	897	419
CLUG_05127	Supercontig_1.6	594272	595057	-	786	428
CLUG_05128	Supercontig_1.6	596347	597378	+	1032	2509
CLUG_05129	Supercontig_1.6	597758	598921	+	1164	384
CLUG_05130	Supercontig_1.6	599497	602169	-	2673	88887
CLUG_05131	Supercontig_1.6	602573	604309	-	1737	23346
CLUG_05132	Supercontig_1.6	605491	606834	-	1344	631
CLUG_05133	Supercontig_1.6	607194	610883	-	3690	1726
CLUG_05134	Supercontig_1.6	611314	612393	-	1080	783
CLUG_05135	Supercontig_1.6	613111	613572	-	462	74
CLUG_05136	Supercontig_1.6	614895	617141	-	2247	444
CLUG_05137	Supercontig_1.6	617773	619314	-	1542	635
CLUG_05138	Supercontig_1.6	622164	623468	+	1305	856
CLUG_05139	Supercontig_1.6	625234	626721	-	1488	2049
CLUG_05140	Supercontig_1.6	629018	630481	+	1464	522
CLUG_05141	Supercontig_1.6	631477	634008	+	2532	854
CLUG_05142	Supercontig_1.6	635280	637433	+	2154	3490
CLUG_05143	Supercontig_1.6	637733	638887	-	1155	2900
CLUG_05144	Supercontig_1.6	640278	641099	-	822	63
CLUG_05145	Supercontig_1.6	643292	644218	+	927	82
CLUG_05146	Supercontig_1.6	643400	644287	-	888	67
CLUG_05147	Supercontig_1.6	645714	646454	+	741	199
CLUG_05148	Supercontig_1.6	646515	647075	-	561	60
CLUG_05149	Supercontig_1.6	648641	649369	-	729	314
CLUG_05150	Supercontig_1.6	648647	649255	+	609	306
CLUG_05151	Supercontig_1.6	650621	651340	+	720	1307
CLUG_05152	Supercontig_1.6	651916	652401	+	486	95632
CLUG_05153	Supercontig_1.6	653116	655524	-	2409	6710
CLUG_05154	Supercontig_1.6	655931	657310	+	1380	3169
CLUG_05155	Supercontig_1.6	657644	659350	-	1707	7174
CLUG_05156	Supercontig_1.6	661114	662691	+	1578	11423
CLUG_05157	Supercontig_1.6	663877	664728	+	852	557
CLUG_05158	Supercontig_1.6	665405	667828	+	2424	3346
CLUG_05159	Supercontig_1.6	668718	669578	+	861	16830
CLUG_05160	Supercontig_1.6	669713	670300	-	588	8099
CLUG_05161	Supercontig_1.6	670688	672271	+	1584	10927
CLUG_05162	Supercontig_1.6	672572	674431	-	1860	2917
CLUG_05163	Supercontig_1.6	674631	676997	-	2367	5738
CLUG_05164	Supercontig_1.6	677791	678168	-	378	6433
CLUG_05165	Supercontig_1.6	680739	683297	+	2559	1419
CLUG_05166	Supercontig_1.6	684227	684958	-	732	26372
CLUG_05167	Supercontig_1.6	684251	684928	+	678	25776
CLUG_05168	Supercontig_1.6	685368	687086	-	1719	5783
CLUG_05169	Supercontig_1.6	688781	690076	+	1296	468
CLUG_05170	Supercontig_1.6	690539	691357	-	819	771
CLUG_05171	Supercontig_1.6	691695	692012	-	318	187
CLUG_05172	Supercontig_1.6	692300	693580	+	1281	282
CLUG_05173	Supercontig_1.6	694396	695667	-	1272	12055
CLUG_05174	Supercontig_1.6	694408	695526	+	1119	11602
CLUG_05175	Supercontig_1.6	695924	696394	+	471	9089
CLUG_05176	Supercontig_1.6	696520	697002	-	483	187
CLUG_05177	Supercontig_1.6	696773	697312	-	540	90
CLUG_05178	Supercontig_1.6	697706	698953	+	1248	465
CLUG_05179	Supercontig_1.6	699499	700218	+	720	1277
CLUG_05180	Supercontig_1.6	699508	700254	-	747	1286
CLUG_05181	Supercontig_1.6	701223	702020	+	798	495
CLUG_05182	Supercontig_1.6	701610	702494	-	885	1115
CLUG_05183	Supercontig_1.6	702137	702541	+	405	894
CLUG_05184	Supercontig_1.6	703281	704828	+	1548	2506
CLUG_05185	Supercontig_1.6	705207	705854	-	648	482
CLUG_05186	Supercontig_1.6	707476	708930	+	1455	274
CLUG_05187	Supercontig_1.6	709493	710182	-	690	313
CLUG_05188	Supercontig_1.6	712302	712844	+	543	484
CLUG_05189	Supercontig_1.6	712994	714877	-	1884	676
CLUG_05190	Supercontig_1.6	715552	716721	+	1170	1212
CLUG_05191	Supercontig_1.6	717402	718397	+	996	31959
CLUG_05192	Supercontig_1.6	721216	722079	-	864	47
CLUG_05193	Supercontig_1.6	726406	727242	+	837	131
CLUG_05194	Supercontig_1.6	727424	728062	+	639	2672
CLUG_05195	Supercontig_1.6	729491	731245	+	1755	2035
CLUG_05196	Supercontig_1.6	731677	732411	-	735	55
CLUG_05197	Supercontig_1.6	732651	735947	+	3297	240
CLUG_05198	Supercontig_1.6	736420	737352	-	933	1639
CLUG_05199	Supercontig_1.6	737966	739105	+	1140	165
CLUG_05200	Supercontig_1.6	739637	740707	+	1071	7865
CLUG_05201	Supercontig_1.6	741356	741952	+	597	69
CLUG_05202	Supercontig_1.6	742136	744676	+	2541	55312
CLUG_05203	Supercontig_1.6	745029	745697	-	669	1045
CLUG_05204	Supercontig_1.6	745989	746501	+	513	1495
CLUG_05205	Supercontig_1.6	747152	748585	-	1434	2656
CLUG_05206	Supercontig_1.6	749723	750382	-	660	4303
CLUG_05207	Supercontig_1.6	750615	753398	-	2784	1924
CLUG_05208	Supercontig_1.6	753589	756510	-	2922	1454
CLUG_05209	Supercontig_1.6	758550	759803	+	1254	11349
CLUG_05210	Supercontig_1.6	760088	761773	-	1686	612
