# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "2" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U3B.r1.gsnap_frags.tab" "-F" "GTF" "-p" "aln/U3B.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U3B.r1.gsnap.bam
CLUG_04738	Supercontig_1.5	1242425	1242877	-	453	3672
CLUG_04739	Supercontig_1.5	1242883	1243770	-	888	4876
CLUG_04740	Supercontig_1.5	1244304	1244669	-	366	82
CLUG_04741	Supercontig_1.5	1245442	1247637	-	2196	2482
CLUG_04742	Supercontig_1.5	1247857	1252953	-	5097	4689
CLUG_04743	Supercontig_1.5	1253102	1254493	-	1392	1113
CLUG_04744	Supercontig_1.5	1255121	1258366	+	3246	11634
CLUG_04745	Supercontig_1.5	1258414	1261428	-	3015	1302
CLUG_04746	Supercontig_1.5	1261686	1262708	-	1023	5161
CLUG_04747	Supercontig_1.5	1264051	1267455	+	3405	4
CLUG_04748	Supercontig_1.5	1267907	1269055	-	1149	797
CLUG_04749	Supercontig_1.5	1270142	1270966	+	825	2228
CLUG_04750	Supercontig_1.5	1271375	1272322	-	948	732
CLUG_04751	Supercontig_1.5	1273136	1276888	+	3753	2162
CLUG_04752	Supercontig_1.5	1277487	1278605	+	1119	10087
CLUG_04753	Supercontig_1.5	1277786	1278337	-	552	3
CLUG_04754	Supercontig_1.5	1278870	1279091	-	222	1105
CLUG_04755	Supercontig_1.5	1279090	1280538	+	1449	1058
CLUG_04756	Supercontig_1.5	1279996	1280550	-	555	16
CLUG_04757	Supercontig_1.5	1281502	1282815	+	1314	2254
CLUG_04758	Supercontig_1.5	1282867	1283949	-	1083	1597
CLUG_04759	Supercontig_1.5	1284801	1285787	-	987	912
CLUG_04760	Supercontig_1.5	1286000	1286314	-	315	357
CLUG_04761	Supercontig_1.5	1287335	1288438	+	1104	1652
CLUG_04762	Supercontig_1.5	1289206	1290558	-	1353	680
CLUG_04763	Supercontig_1.5	1291738	1293555	-	1818	3705
CLUG_04764	Supercontig_1.5	1294719	1295987	-	1269	1850
CLUG_04765	Supercontig_1.5	1296803	1297960	+	1158	4673
CLUG_04766	Supercontig_1.5	1298104	1300113	+	2010	2773
CLUG_04767	Supercontig_1.5	1300540	1301121	+	582	240
CLUG_04768	Supercontig_1.5	1301133	1302596	-	1464	793
CLUG_04769	Supercontig_1.5	1302904	1304895	-	1992	1481
CLUG_04770	Supercontig_1.5	1305577	1306125	-	549	1804
CLUG_04771	Supercontig_1.5	1306532	1307938	-	1407	7077
CLUG_04772	Supercontig_1.5	1308855	1310339	+	1485	1180
CLUG_04773	Supercontig_1.5	1310401	1311150	-	750	1551
CLUG_04774	Supercontig_1.5	1311615	1312214	+	600	686
CLUG_04775	Supercontig_1.5	1312251	1316111	-	3861	1542
CLUG_04776	Supercontig_1.5	1317416	1318630	+	1215	8175
CLUG_04777	Supercontig_1.5	1318832	1319689	-	858	801
CLUG_04778	Supercontig_1.5	1320020	1322920	-	2901	1867
CLUG_04779	Supercontig_1.5	1325893	1331187	+	5295	4935
CLUG_04780	Supercontig_1.5	1331332	1332531	+	1200	2664
CLUG_04781	Supercontig_1.5	1333525	1334976	-	1452	1351
CLUG_04782	Supercontig_1.5	1335733	1336392	-	660	3470
CLUG_04783	Supercontig_1.5	1337468	1338292	+	825	1087
CLUG_04784	Supercontig_1.5	1338933	1340570	+	1638	1541
CLUG_04785	Supercontig_1.5	1341096	1341407	-	312	37068
CLUG_04786	Supercontig_1.5	1342562	1342984	+	423	754
CLUG_04787	Supercontig_1.5	1343076	1343912	-	837	614
CLUG_04788	Supercontig_1.5	1344767	1345849	-	1083	1
CLUG_04789	Supercontig_1.5	1347463	1348596	+	1134	4438
CLUG_04790	Supercontig_1.5	1350347	1352080	+	1734	379
CLUG_04791	Supercontig_1.5	1353132	1354868	+	1737	927
CLUG_04792	Supercontig_1.5	1355833	1357605	+	1773	1427
CLUG_04793	Supercontig_1.5	1358547	1359992	-	1446	2934
CLUG_04794	Supercontig_1.5	1360287	1361018	-	732	4292
CLUG_04795	Supercontig_1.5	1361102	1361947	-	846	1
CLUG_04796	Supercontig_1.5	1362257	1362970	+	714	302
CLUG_04797	Supercontig_1.5	1363980	1365770	+	1791	6692
CLUG_04798	Supercontig_1.5	1366210	1367400	-	1191	153
CLUG_04799	Supercontig_1.5	1369257	1370645	+	1389	2176
CLUG_04800	Supercontig_1.5	1371162	1373159	+	1998	2698
CLUG_04801	Supercontig_1.5	1374596	1376524	+	1929	2493
CLUG_04802	Supercontig_1.5	1376591	1379269	-	2679	4110
CLUG_04803	Supercontig_1.5	1379742	1379984	+	243	3639
CLUG_04804	Supercontig_1.5	1380642	1381964	-	1323	1076
CLUG_04805	Supercontig_1.5	1382264	1383406	+	1143	1
CLUG_04806	Supercontig_1.5	1384408	1386858	+	2451	2062
CLUG_04807	Supercontig_1.5	1387161	1389023	+	1863	1132
CLUG_04808	Supercontig_1.5	1389244	1389831	-	588	770
CLUG_04809	Supercontig_1.5	1390257	1391282	+	1026	534
CLUG_04810	Supercontig_1.5	1391857	1392831	-	975	560
CLUG_04811	Supercontig_1.5	1393102	1395879	+	2778	2033
CLUG_04812	Supercontig_1.5	1396360	1398087	+	1728	1217
CLUG_04813	Supercontig_1.5	1398537	1403243	+	4707	13808
CLUG_04814	Supercontig_1.5	1403450	1404679	+	1230	473
CLUG_04815	Supercontig_1.5	1405416	1406909	-	1494	2203
CLUG_04816	Supercontig_1.5	1407171	1408157	-	987	509
CLUG_04817	Supercontig_1.5	1408439	1419547	-	11109	1501
CLUG_04818	Supercontig_1.5	1419887	1421122	+	1236	2
CLUG_04819	Supercontig_1.5	1421293	1422117	-	825	4727
CLUG_04820	Supercontig_1.5	1423113	1424168	-	1056	11456
CLUG_04821	Supercontig_1.5	1425166	1426275	-	1110	1956
CLUG_04822	Supercontig_1.5	1426406	1427314	+	909	8052
CLUG_04823	Supercontig_1.5	1426669	1427220	-	552	4
CLUG_04824	Supercontig_1.5	1427794	1430052	+	2259	2189
CLUG_04825	Supercontig_1.5	1431172	1432752	+	1581	846
CLUG_04826	Supercontig_1.5	1432907	1436869	+	3963	5794
CLUG_04827	Supercontig_1.5	1437000	1437503	+	504	5349
CLUG_04828	Supercontig_1.5	1438033	1441272	-	3240	2314
CLUG_04829	Supercontig_1.5	1442818	1443534	+	717	2777
CLUG_04830	Supercontig_1.5	1443867	1445798	-	1932	714
CLUG_04831	Supercontig_1.5	1445870	1448047	-	2178	4033
CLUG_04832	Supercontig_1.5	1448834	1449667	-	834	209
CLUG_04833	Supercontig_1.5	1449726	1450190	-	465	112
CLUG_04834	Supercontig_1.5	1450319	1451998	-	1680	1638
CLUG_04835	Supercontig_1.5	1452554	1453744	+	1191	538
CLUG_04836	Supercontig_1.5	1453686	1454495	+	810	584
CLUG_04837	Supercontig_1.5	1454510	1455328	-	819	750
CLUG_04838	Supercontig_1.6	673	1374	-	702	73
CLUG_04839	Supercontig_1.6	2776	3921	-	1146	744
CLUG_04840	Supercontig_1.6	4879	5781	-	903	3
CLUG_04841	Supercontig_1.6	8130	8984	-	855	0
CLUG_04842	Supercontig_1.6	13613	14752	-	1140	2
CLUG_04843	Supercontig_1.6	14980	15459	-	480	1
CLUG_04844	Supercontig_1.6	18352	20460	-	2109	330
CLUG_04845	Supercontig_1.6	23494	28680	-	5187	1062
CLUG_04846	Supercontig_1.6	25872	27869	-	1998	0
CLUG_04847	Supercontig_1.6	33948	35582	-	1635	13
CLUG_04848	Supercontig_1.6	37769	38809	-	1041	839
CLUG_04849	Supercontig_1.6	39270	39962	+	693	69
CLUG_04850	Supercontig_1.6	42381	45407	+	3027	5
CLUG_04851	Supercontig_1.6	47321	48934	+	1614	5
CLUG_04852	Supercontig_1.6	49959	50510	-	552	865
CLUG_04853	Supercontig_1.6	50902	53148	-	2247	1734
CLUG_04854	Supercontig_1.6	53164	55161	-	1998	4239
CLUG_04855	Supercontig_1.6	57107	58504	+	1398	4114
CLUG_04856	Supercontig_1.6	58750	59463	-	714	442
CLUG_04857	Supercontig_1.6	59987	61435	+	1449	413
CLUG_04858	Supercontig_1.6	61615	62097	-	483	90
CLUG_04859	Supercontig_1.6	62180	62719	-	540	12
CLUG_04860	Supercontig_1.6	63586	66657	-	3072	6272
CLUG_04861	Supercontig_1.6	67538	68533	-	996	1
CLUG_04862	Supercontig_1.6	67727	68551	+	825	3375
CLUG_04863	Supercontig_1.6	69350	71185	+	1836	1603
CLUG_04864	Supercontig_1.6	72707	74518	+	1812	5276
CLUG_04865	Supercontig_1.6	76090	77820	+	1731	30
CLUG_04866	Supercontig_1.6	78502	81159	-	2658	892
CLUG_04867	Supercontig_1.6	82005	83021	+	1017	0
CLUG_04868	Supercontig_1.6	82084	86571	+	4488	822
CLUG_04869	Supercontig_1.6	82950	83693	-	744	0
CLUG_04870	Supercontig_1.6	87223	88221	+	999	555
CLUG_04871	Supercontig_1.6	89147	89734	-	588	1
CLUG_04872	Supercontig_1.6	89157	89822	+	666	439
CLUG_04873	Supercontig_1.6	90431	92812	+	2382	170
CLUG_04874	Supercontig_1.6	92998	93333	-	336	244
CLUG_04875	Supercontig_1.6	93515	95878	+	2364	1158
CLUG_04876	Supercontig_1.6	97307	100351	+	3045	3223
CLUG_04877	Supercontig_1.6	101030	103705	+	2676	403
CLUG_04878	Supercontig_1.6	104797	106191	-	1395	2
CLUG_04879	Supercontig_1.6	106508	107953	+	1446	1232
CLUG_04880	Supercontig_1.6	108705	109121	+	417	1279
CLUG_04881	Supercontig_1.6	110950	112134	-	1185	4
CLUG_04882	Supercontig_1.6	111013	112263	+	1251	1698
CLUG_04883	Supercontig_1.6	112769	113236	-	468	24
CLUG_04884	Supercontig_1.6	114315	116570	+	2256	730
CLUG_04885	Supercontig_1.6	114360	116582	-	2223	27
CLUG_04886	Supercontig_1.6	119645	120181	+	537	17
CLUG_04887	Supercontig_1.6	120314	120766	-	453	13
CLUG_04888	Supercontig_1.6	122671	123360	+	690	764
CLUG_04889	Supercontig_1.6	125171	125836	+	666	2185
CLUG_04890	Supercontig_1.6	126959	130354	+	3396	595
CLUG_04891	Supercontig_1.6	131248	131877	+	630	0
CLUG_04892	Supercontig_1.6	132627	133379	+	753	0
CLUG_04893	Supercontig_1.6	134633	137350	+	2718	1546
CLUG_04894	Supercontig_1.6	137424	138791	-	1368	1221
CLUG_04895	Supercontig_1.6	140112	141098	+	987	1
CLUG_04896	Supercontig_1.6	143102	143968	+	867	0
CLUG_04897	Supercontig_1.6	146532	147380	+	849	0
CLUG_04898	Supercontig_1.6	148021	149259	-	1239	1539
CLUG_04899	Supercontig_1.6	151548	152771	-	1224	5
CLUG_04900	Supercontig_1.6	153618	154115	-	498	16
CLUG_04901	Supercontig_1.6	154491	155081	-	591	554
CLUG_04902	Supercontig_1.6	157567	158946	+	1380	8
CLUG_04903	Supercontig_1.6	159886	161007	+	1122	1824
CLUG_04904	Supercontig_1.6	161648	163576	+	1929	1408
CLUG_04905	Supercontig_1.6	163768	167127	-	3360	4169
CLUG_04906	Supercontig_1.6	168022	169170	+	1149	55896
CLUG_04907	Supercontig_1.6	169647	170378	-	732	641
CLUG_04908	Supercontig_1.6	169890	170369	+	480	1
CLUG_04909	Supercontig_1.6	172822	174534	-	1713	21344
CLUG_04910	Supercontig_1.6	173122	174498	+	1377	38
CLUG_04911	Supercontig_1.6	176492	182452	-	5961	4555
CLUG_04912	Supercontig_1.6	184544	185773	-	1230	2525
CLUG_04913	Supercontig_1.6	184808	185404	+	597	2
CLUG_04914	Supercontig_1.6	184905	185372	+	468	0
CLUG_04915	Supercontig_1.6	188108	189724	-	1617	4411
CLUG_04916	Supercontig_1.6	190698	191168	-	471	0
CLUG_04917	Supercontig_1.6	190732	191244	+	513	1906
CLUG_04918	Supercontig_1.6	191570	193354	-	1785	659
CLUG_04919	Supercontig_1.6	193909	196368	-	2460	1716
CLUG_04920	Supercontig_1.6	197828	200389	+	2562	321
CLUG_04921	Supercontig_1.6	198792	199289	+	498	0
CLUG_04922	Supercontig_1.6	200484	202157	+	1674	1774
CLUG_04923	Supercontig_1.6	202174	202641	-	468	620
CLUG_04924	Supercontig_1.6	202826	205609	-	2784	2910
CLUG_04925	Supercontig_1.6	206185	207399	-	1215	5543
CLUG_04926	Supercontig_1.6	208512	210101	+	1590	2
CLUG_04927	Supercontig_1.6	208614	210104	-	1491	852
CLUG_04928	Supercontig_1.6	212006	213568	-	1563	768
CLUG_04929	Supercontig_1.6	215281	216090	+	810	8749
CLUG_04930	Supercontig_1.6	215520	216005	-	486	36
CLUG_04931	Supercontig_1.6	217836	219599	-	1764	4
CLUG_04932	Supercontig_1.6	218130	219707	+	1578	5016
CLUG_04933	Supercontig_1.6	220762	221811	+	1050	4029
CLUG_04934	Supercontig_1.6	222953	224347	+	1395	1830
CLUG_04935	Supercontig_1.6	225823	227250	+	1428	397
CLUG_04936	Supercontig_1.6	226279	227535	-	1257	10
CLUG_04937	Supercontig_1.6	227282	227677	+	396	1150
CLUG_04938	Supercontig_1.6	228487	232131	-	3645	6806
CLUG_04939	Supercontig_1.6	233323	235032	-	1710	4984
CLUG_04940	Supercontig_1.6	236417	236869	-	453	22
CLUG_04941	Supercontig_1.6	236551	237189	-	639	34
CLUG_04942	Supercontig_1.6	237473	239224	-	1752	839
CLUG_04943	Supercontig_1.6	237892	238356	-	465	0
CLUG_04944	Supercontig_1.6	237938	238663	+	726	14
CLUG_04945	Supercontig_1.6	241508	242107	+	600	2725
CLUG_04946	Supercontig_1.6	242230	242721	-	492	8
CLUG_04947	Supercontig_1.6	243145	244257	+	1113	839
CLUG_04948	Supercontig_1.6	243343	244434	-	1092	77
CLUG_04949	Supercontig_1.6	244524	245018	+	495	0
CLUG_04950	Supercontig_1.6	244626	245150	-	525	1346
CLUG_04951	Supercontig_1.6	246238	247257	-	1020	24
CLUG_04952	Supercontig_1.6	248127	250409	+	2283	795
CLUG_04953	Supercontig_1.6	251558	253195	+	1638	1671
CLUG_04954	Supercontig_1.6	253325	254020	-	696	1003
CLUG_04955	Supercontig_1.6	254130	255746	-	1617	1
CLUG_04956	Supercontig_1.6	256941	257420	+	480	2
CLUG_04957	Supercontig_1.6	256983	257306	-	324	1196
CLUG_04958	Supercontig_1.6	257515	259467	-	1953	15580
CLUG_04959	Supercontig_1.6	260220	263486	+	3267	1654
CLUG_04960	Supercontig_1.6	263633	266110	+	2478	2721
CLUG_04961	Supercontig_1.6	268047	269711	+	1665	6283
CLUG_04962	Supercontig_1.6	270080	271129	+	1050	6542
CLUG_04963	Supercontig_1.6	271248	272189	+	942	4534
CLUG_04964	Supercontig_1.6	272827	273138	+	312	3368
CLUG_04965	Supercontig_1.6	273250	274062	-	813	1467
CLUG_04966	Supercontig_1.6	274959	278060	+	3102	8860
CLUG_04967	Supercontig_1.6	282980	283528	-	549	1410
CLUG_04968	Supercontig_1.6	285264	285992	+	729	11739
CLUG_04969	Supercontig_1.6	286360	287322	+	963	1434
CLUG_04970	Supercontig_1.6	287663	288451	+	789	2406
CLUG_04971	Supercontig_1.6	288569	289690	-	1122	2878
CLUG_04972	Supercontig_1.6	290908	291690	+	783	2541
CLUG_04973	Supercontig_1.6	291800	294859	-	3060	2125
CLUG_04974	Supercontig_1.6	295080	297254	-	2175	1416
CLUG_04975	Supercontig_1.6	297784	298959	-	1176	5307
CLUG_04976	Supercontig_1.6	299217	300068	-	852	3162
CLUG_04977	Supercontig_1.6	300824	302161	+	1338	7728
CLUG_04978	Supercontig_1.6	302380	303495	+	1116	724
CLUG_04979	Supercontig_1.6	304703	305386	+	684	18941
CLUG_04980	Supercontig_1.6	305778	307145	-	1368	7976
CLUG_04981	Supercontig_1.6	308717	310366	+	1650	2575
CLUG_04982	Supercontig_1.6	310873	311514	+	642	0
CLUG_04983	Supercontig_1.6	310933	311526	-	594	0
CLUG_04984	Supercontig_1.6	312578	313660	+	1083	39
CLUG_04985	Supercontig_1.6	314240	316177	-	1938	10416
CLUG_04986	Supercontig_1.6	316867	317184	-	318	529
CLUG_04987	Supercontig_1.6	316884	317381	+	498	3
CLUG_04988	Supercontig_1.6	317439	323195	+	5757	2467
CLUG_04989	Supercontig_1.6	323289	328568	-	5280	2201
CLUG_04990	Supercontig_1.6	330304	331479	+	1176	4342
CLUG_04991	Supercontig_1.6	332866	333885	+	1020	780
CLUG_04992	Supercontig_1.6	336441	338429	-	1989	1468
CLUG_04993	Supercontig_1.6	339231	339932	-	702	706
CLUG_04994	Supercontig_1.6	340741	344832	-	4092	3730
CLUG_04995	Supercontig_1.6	346796	348211	+	1416	19
CLUG_04996	Supercontig_1.6	346850	348178	-	1329	21602
CLUG_04997	Supercontig_1.6	349167	350123	+	957	1211
CLUG_04998	Supercontig_1.6	350909	351547	+	639	1750
CLUG_04999	Supercontig_1.6	351053	351586	-	534	1
CLUG_05000	Supercontig_1.6	352135	352860	-	726	2616
CLUG_05001	Supercontig_1.6	353588	353863	-	276	1499
CLUG_05002	Supercontig_1.6	355269	356939	+	1671	4481
CLUG_05003	Supercontig_1.6	357509	359584	+	2076	2074
CLUG_05004	Supercontig_1.6	361069	361779	+	711	9406
CLUG_05005	Supercontig_1.6	363279	363998	+	720	3195
CLUG_05006	Supercontig_1.6	365044	365811	+	768	14
CLUG_05007	Supercontig_1.6	366831	368375	-	1545	0
CLUG_05008	Supercontig_1.6	369526	371013	-	1488	90
CLUG_05009	Supercontig_1.6	372102	373535	-	1434	0
CLUG_05010	Supercontig_1.6	374855	376708	+	1854	2083
CLUG_05011	Supercontig_1.6	377280	378374	+	1095	1226
CLUG_05012	Supercontig_1.6	379144	380805	-	1662	4655
CLUG_05013	Supercontig_1.6	383182	384135	-	954	1
CLUG_05014	Supercontig_1.6	383224	384090	+	867	1168
CLUG_05015	Supercontig_1.6	384506	385042	-	537	3433
CLUG_05016	Supercontig_1.6	384740	385207	+	468	7
CLUG_05017	Supercontig_1.6	385315	386562	+	1248	2455
CLUG_05018	Supercontig_1.6	387070	387789	-	720	1
CLUG_05019	Supercontig_1.6	388932	389666	+	735	914
CLUG_05020	Supercontig_1.6	391518	392435	+	918	1977
CLUG_05021	Supercontig_1.6	392998	393717	+	720	1282
CLUG_05022	Supercontig_1.6	394914	397973	-	3060	3399
CLUG_05023	Supercontig_1.6	398844	400085	-	1242	279
CLUG_05024	Supercontig_1.6	400667	401932	-	1266	1285
CLUG_05025	Supercontig_1.6	402929	404197	+	1269	1504
CLUG_05026	Supercontig_1.6	403597	404067	-	471	0
CLUG_05027	Supercontig_1.6	405195	405752	-	558	1576
CLUG_05028	Supercontig_1.6	407174	407743	+	570	3678
CLUG_05029	Supercontig_1.6	407246	407749	-	504	31
CLUG_05030	Supercontig_1.6	409521	410807	-	1287	4499
CLUG_05031	Supercontig_1.6	412147	412905	-	759	628
CLUG_05032	Supercontig_1.6	413635	416373	-	2739	3560
CLUG_05033	Supercontig_1.6	419105	420085	-	981	1394
CLUG_05034	Supercontig_1.6	419126	419923	+	798	30
CLUG_05035	Supercontig_1.6	420480	421340	-	861	568
CLUG_05036	Supercontig_1.6	423486	425408	+	1923	915
CLUG_05037	Supercontig_1.6	425512	426408	+	897	1547
CLUG_05038	Supercontig_1.6	428087	431770	+	3684	3887
CLUG_05039	Supercontig_1.6	431855	432880	-	1026	913
CLUG_05040	Supercontig_1.6	433601	436927	+	3327	5112
CLUG_05041	Supercontig_1.6	438118	439170	-	1053	2
CLUG_05042	Supercontig_1.6	438167	441139	+	2973	1781
CLUG_05043	Supercontig_1.6	438281	439144	-	864	0
CLUG_05044	Supercontig_1.6	439154	439903	-	750	26
CLUG_05045	Supercontig_1.6	439377	439970	+	594	0
CLUG_05046	Supercontig_1.6	441467	443131	-	1665	17
CLUG_05047	Supercontig_1.6	444948	447077	+	2130	2244
CLUG_05048	Supercontig_1.6	447207	449069	-	1863	24507
CLUG_05049	Supercontig_1.6	448095	449285	+	1191	12
CLUG_05050	Supercontig_1.6	450902	452650	-	1749	1775
CLUG_05051	Supercontig_1.6	454378	456549	+	2172	633
CLUG_05052	Supercontig_1.6	458788	459462	+	675	18122
CLUG_05053	Supercontig_1.6	460139	461725	-	1587	5687
CLUG_05054	Supercontig_1.6	462089	463690	-	1602	3021
CLUG_05055	Supercontig_1.6	464280	465806	-	1527	437
CLUG_05056	Supercontig_1.6	468083	469639	+	1557	1184
CLUG_05057	Supercontig_1.6	470411	471937	-	1527	978
CLUG_05058	Supercontig_1.6	470417	471844	+	1428	11411
CLUG_05059	Supercontig_1.6	472222	474747	-	2526	1665
CLUG_05060	Supercontig_1.6	475500	477050	-	1551	3100
CLUG_05061	Supercontig_1.6	478621	479112	-	492	1165
CLUG_05062	Supercontig_1.6	480472	481008	-	537	188
CLUG_05063	Supercontig_1.6	482128	482823	+	696	282
CLUG_05064	Supercontig_1.6	482641	483147	-	507	0
CLUG_05065	Supercontig_1.6	482720	483934	+	1215	831
CLUG_05066	Supercontig_1.6	484210	484923	-	714	5256
CLUG_05067	Supercontig_1.6	485455	485853	-	399	949
CLUG_05068	Supercontig_1.6	486944	488143	-	1200	1836
CLUG_05069	Supercontig_1.6	489095	489682	-	588	277
CLUG_05070	Supercontig_1.6	489975	492599	-	2625	23614
CLUG_05071	Supercontig_1.6	492885	493865	-	981	5038
CLUG_05072	Supercontig_1.6	494204	494797	+	594	70
CLUG_05073	Supercontig_1.6	495897	496643	-	747	4152
CLUG_05074	Supercontig_1.6	497796	498836	-	1041	436
CLUG_05075	Supercontig_1.6	499255	500202	-	948	993
CLUG_05076	Supercontig_1.6	500309	501628	-	1320	851
CLUG_05077	Supercontig_1.6	502522	503211	-	690	886
CLUG_05078	Supercontig_1.6	504095	504940	+	846	7
CLUG_05079	Supercontig_1.6	504112	505113	-	1002	2468
CLUG_05080	Supercontig_1.6	506415	508025	-	1611	3455
CLUG_05081	Supercontig_1.6	509128	510030	+	903	298
CLUG_05082	Supercontig_1.6	511017	512126	-	1110	930
CLUG_05083	Supercontig_1.6	511732	512538	-	807	298
CLUG_05084	Supercontig_1.6	513535	515595	-	2061	5
CLUG_05085	Supercontig_1.6	515760	517904	+	2145	1201
CLUG_05086	Supercontig_1.6	518402	519754	+	1353	1479
CLUG_05087	Supercontig_1.6	520166	521404	-	1239	1145
CLUG_05088	Supercontig_1.6	525577	526497	+	921	689
CLUG_05089	Supercontig_1.6	527033	527668	-	636	560
CLUG_05090	Supercontig_1.6	528669	529760	+	1092	80
CLUG_05091	Supercontig_1.6	530195	530821	+	627	213
CLUG_05092	Supercontig_1.6	530968	532122	-	1155	77
CLUG_05093	Supercontig_1.6	531117	532280	+	1164	85
CLUG_05094	Supercontig_1.6	531198	532331	-	1134	48
CLUG_05095	Supercontig_1.6	533127	533585	+	459	89
CLUG_05096	Supercontig_1.6	535597	539367	-	3771	2574
CLUG_05097	Supercontig_1.6	540184	541143	+	960	19
CLUG_05098	Supercontig_1.6	540348	541022	-	675	4203
CLUG_05099	Supercontig_1.6	541314	542369	-	1056	23
CLUG_05100	Supercontig_1.6	543340	544593	-	1254	9801
CLUG_05101	Supercontig_1.6	543433	544557	+	1125	1
CLUG_05102	Supercontig_1.6	546008	546595	-	588	13815
CLUG_05103	Supercontig_1.6	547575	549071	+	1497	4053
CLUG_05104	Supercontig_1.6	549697	550896	-	1200	4720
CLUG_05105	Supercontig_1.6	551844	553976	-	2133	1235
CLUG_05106	Supercontig_1.6	555454	557604	+	2151	739
CLUG_05107	Supercontig_1.6	558323	558931	-	609	9
CLUG_05108	Supercontig_1.6	558381	558920	+	540	347
CLUG_05109	Supercontig_1.6	559977	560972	+	996	466
CLUG_05110	Supercontig_1.6	561209	562684	-	1476	448
CLUG_05111	Supercontig_1.6	561420	561872	+	453	0
CLUG_05112	Supercontig_1.6	563222	564538	-	1317	5671
CLUG_05113	Supercontig_1.6	565600	566304	+	705	849
CLUG_05114	Supercontig_1.6	566768	567997	-	1230	8241
CLUG_05115	Supercontig_1.6	567999	568490	-	492	848
CLUG_05116	Supercontig_1.6	568731	569390	-	660	32
CLUG_05117	Supercontig_1.6	568788	569324	+	537	6
CLUG_05118	Supercontig_1.6	570496	571476	-	981	599
CLUG_05119	Supercontig_1.6	572297	573649	-	1353	765
CLUG_05120	Supercontig_1.6	574546	575649	-	1104	11115
CLUG_05121	Supercontig_1.6	577317	578387	-	1071	2305
CLUG_05122	Supercontig_1.6	579201	581531	-	2331	1727
CLUG_05123	Supercontig_1.6	583574	586912	-	3339	1861
CLUG_05124	Supercontig_1.6	587712	588242	+	531	493
CLUG_05125	Supercontig_1.6	588719	590524	-	1806	2658
CLUG_05126	Supercontig_1.6	592712	593608	+	897	0
CLUG_05127	Supercontig_1.6	594272	595057	-	786	1753
CLUG_05128	Supercontig_1.6	596347	597378	+	1032	6553
CLUG_05129	Supercontig_1.6	597758	598921	+	1164	380
CLUG_05130	Supercontig_1.6	599497	602169	-	2673	9670
CLUG_05131	Supercontig_1.6	602573	604309	-	1737	3232
CLUG_05132	Supercontig_1.6	605491	606834	-	1344	1912
CLUG_05133	Supercontig_1.6	607194	610883	-	3690	5017
CLUG_05134	Supercontig_1.6	611314	612393	-	1080	2228
CLUG_05135	Supercontig_1.6	613111	613572	-	462	446
CLUG_05136	Supercontig_1.6	614895	617141	-	2247	504
CLUG_05137	Supercontig_1.6	617773	619314	-	1542	3322
CLUG_05138	Supercontig_1.6	622164	623468	+	1305	11083
CLUG_05139	Supercontig_1.6	625234	626721	-	1488	6948
CLUG_05140	Supercontig_1.6	629018	630481	+	1464	500
CLUG_05141	Supercontig_1.6	631477	634008	+	2532	2373
CLUG_05142	Supercontig_1.6	635280	637433	+	2154	2738
CLUG_05143	Supercontig_1.6	637733	638887	-	1155	7467
CLUG_05144	Supercontig_1.6	640278	641099	-	822	774
CLUG_05145	Supercontig_1.6	643292	644218	+	927	799
CLUG_05146	Supercontig_1.6	643400	644287	-	888	19
CLUG_05147	Supercontig_1.6	645714	646454	+	741	6621
CLUG_05148	Supercontig_1.6	646515	647075	-	561	1320
CLUG_05149	Supercontig_1.6	648641	649369	-	729	9
CLUG_05150	Supercontig_1.6	648647	649255	+	609	1174
CLUG_05151	Supercontig_1.6	650621	651340	+	720	3094
CLUG_05152	Supercontig_1.6	651916	652401	+	486	6815
CLUG_05153	Supercontig_1.6	653116	655524	-	2409	608
CLUG_05154	Supercontig_1.6	655931	657310	+	1380	665
CLUG_05155	Supercontig_1.6	657644	659350	-	1707	1299
CLUG_05156	Supercontig_1.6	661114	662691	+	1578	2464
CLUG_05157	Supercontig_1.6	663877	664728	+	852	731
CLUG_05158	Supercontig_1.6	665405	667828	+	2424	6409
CLUG_05159	Supercontig_1.6	668718	669578	+	861	727
CLUG_05160	Supercontig_1.6	669713	670300	-	588	12
CLUG_05161	Supercontig_1.6	670688	672271	+	1584	6027
CLUG_05162	Supercontig_1.6	672572	674431	-	1860	1327
CLUG_05163	Supercontig_1.6	674631	676997	-	2367	796
CLUG_05164	Supercontig_1.6	677791	678168	-	378	4992
CLUG_05165	Supercontig_1.6	680739	683297	+	2559	942
CLUG_05166	Supercontig_1.6	684227	684958	-	732	11
CLUG_05167	Supercontig_1.6	684251	684928	+	678	22392
CLUG_05168	Supercontig_1.6	685368	687086	-	1719	707
CLUG_05169	Supercontig_1.6	688781	690076	+	1296	3679
CLUG_05170	Supercontig_1.6	690539	691357	-	819	1413
CLUG_05171	Supercontig_1.6	691695	692012	-	318	341
CLUG_05172	Supercontig_1.6	692300	693580	+	1281	1080
CLUG_05173	Supercontig_1.6	694396	695667	-	1272	51
